"time","sum_size"
1,6183
2,6191
3,6082
4,6324
5,6407
6,6707
7,7234
8,6666
9,7194
10,7448
11,8128
12,8354
13,8283
14,8221
15,7698
16,7550
17,8157
18,7903
19,8729
20,8604
21,9413
22,8781
23,9047
24,8578
25,8445
26,8448
27,8869
28,8554
29,8209
30,8294
31,8702
32,8617
33,8703
34,8991
35,9729
36,9762
37,10150
38,9965
39,9420
40,9576
41,9343
42,9404
43,8744
44,8971
45,9219
46,9489
47,10574
48,10400
49,9775
50,9635
51,9319
52,9575
53,9425
54,9796
55,9781
56,9395
57,9210
58,8819
59,9036
60,9441
61,9629
62,10336
63,10088
64,9842
65,9713
66,9775
67,9668
68,8937
69,8743
70,9339
71,10053
72,9861
73,9810
74,10678
75,10115
76,10290
77,10454
78,10687
79,10205
80,10150
81,10334
82,10438
83,10379
84,10735
85,11258
86,11121
87,10544
88,10379
89,10716
90,10566
91,10709
92,10716
93,10882
94,10948
95,10446
96,10348
97,10291
98,10712
99,10871
100,11472
101,11534
102,11429
103,11380
104,11073
105,11118
106,11568
107,11175
108,11287
109,11833
110,11765
111,11730
112,12207
113,11156
114,11487
115,12023
116,11917
117,11706
118,11976
119,12341
120,12770
121,12816
122,12510
123,12580
124,12695
125,12371
126,13071
127,13253
128,12759
129,12355
130,12616
131,13301
132,13583
133,13645
134,14291
135,13182
136,13920
137,13362
138,13318
139,13533
140,13757
141,14486
142,13583
143,14357
144,13500
145,13788
146,13713
147,13549
148,14146
149,14706
150,13949
151,15491
152,14143
153,14455
154,14252
155,14029
156,13868
157,14528
158,13750
159,14461
160,14453
161,14225
162,14873
163,14664
164,14238
165,15355
166,15438
167,15617
168,15312
169,15188
170,15218
171,16150
172,16903
173,16400
174,16813
175,15995
176,15963
177,15641
178,14987
179,15785
180,16506
181,15989
182,17354
183,17150
184,17431
185,17954
186,17862
187,17142
188,17821
189,17989
190,17218
191,19111
192,17820
193,17505
194,17106
195,18167
196,17902
197,18238
198,17302
199,17613
200,17817
201,18446
202,18170
203,18490
204,18826
205,19058
206,19156
207,18078
208,19319
209,18341
210,19091
211,18152
212,19422
213,19312
214,18612
215,19165
216,19631
217,18931
218,20029
219,20069
220,20689
221,19205
222,19467
223,19354
224,19962
225,19754
226,20363
227,22030
228,21002
229,20522
230,21184
231,21028
232,20452
233,20868
234,21046
235,22058
236,22560
237,21402
238,21983
239,21480
240,21811
241,21200
242,21954
243,22087
244,23208
245,22588
246,21955
247,22315
248,22342
249,24081
250,23974
251,24206
252,23502
253,22605
254,23349
255,22407
256,23239
257,22839
258,23207
259,23964
260,23619
261,23540
262,23923
263,24610
264,24461
265,24577
266,24849
267,24667
268,24397
269,24906
270,24887
271,24707
272,25228
273,24985
274,25148
275,25105
276,24702
277,24717
278,24624
279,24897
280,25250
281,24876
282,25568
283,24213
284,24894
285,24625
286,25980
287,23924
288,24002
289,25029
290,23497
291,23558
292,23028
293,22571
294,23209
295,23198
296,22938
297,23986
298,23288
299,25289
300,23387
301,23609
302,23772
303,24247
304,24675
305,24594
306,24840
307,23708
308,23827
309,24463
310,24462
311,24462
312,24327
313,24464
314,25162
315,25062
316,25045
317,24719
318,24177
319,25951
320,22515
321,23768
322,23086
323,22761
324,22752
325,23041
326,23222
327,24173
328,24057
329,23421
330,23650
331,24643
332,24623
333,25147
334,24982
335,23914
336,25902
337,23803
338,24991
339,23663
340,23946
341,23676
342,24353
343,23643
344,25052
345,25834
346,23080
347,22118
348,22229
349,22659
350,23550
351,24976
352,24189
353,24047
354,23981
355,23594
356,24102
357,24066
358,23942
359,24408
360,23779
361,23366
362,24668
363,25817
364,25015
365,24553
366,23317
367,23186
368,24806
369,24442
370,24418
371,24372
372,23687
373,24086
374,24180
375,23773
376,23853
377,24313
378,23645
379,25195
380,24144
381,25138
382,25089
383,25107
384,24852
385,24542
386,24598
387,24651
388,25167
389,23903
390,24632
391,25297
392,24743
393,25064
394,25781
395,23969
396,23912
397,23490
398,22693
399,24547
400,23721
401,22959
402,23712
403,24008
404,24572
405,24822
406,24574
407,24308
408,24221
409,23678
410,24781
411,25526
412,25151
413,23800
414,23465
415,23736
416,23848
417,24778
418,24075
419,24486
420,24268
421,24099
422,24068
423,23905
424,23415
425,24179
426,25701
427,25152
428,23924
429,23919
430,23066
431,22158
432,23954
433,24041
434,23656
435,23858
436,24359
437,23996
438,23828
439,23648
440,24079
441,23974
442,23889
443,24783
444,24733
445,26543
446,22790
447,22265
448,22238
449,22843
450,22446
451,22697
452,23276
453,21646
454,22201
455,23574
456,23595
457,23372
458,23076
459,23454
460,25310
461,23439
462,23859
463,24319
464,23718
465,23845
466,24485
467,24585
468,24816
469,24813
470,24925
471,24823
472,25681
473,24154
474,24934
475,24148
476,24343
477,23089
478,23840
479,24292
480,25060
481,24732
482,24698
483,26301
484,22903
485,22908
486,23098
487,22242
488,23857
489,22075
490,22091
491,23848
492,23649
493,24158
494,22949
495,25110
496,23552
497,23917
498,24102
499,24550
500,24699
501,24257
502,24507
503,23873
504,24817
505,25068
506,24285
507,24534
508,26202
509,24743
510,24656
511,23976
512,24723
513,24032
514,24284
515,22757
516,23498
517,23241
518,23790
519,23904
520,23528
521,23919
522,23334
523,24163
524,23666
525,24535
526,24745
527,24736
528,25073
529,24855
530,25721
531,23866
532,23761
533,23755
534,23771
535,24401
536,23396
537,23547
538,23890
539,24534
540,25692
541,23850
542,23864
543,23341
544,23463
545,23381
546,23349
547,23561
548,23970
549,24262
550,24107
551,24378
552,24625
553,25066
554,24535
555,24642
556,25294
557,24307
558,24750
559,25076
560,24115
561,23306
562,24673
563,24834
564,25656
565,24978
566,24136
567,23800
568,24652
569,25516
570,24946
571,24493
572,23670
573,25035
574,24803
575,25584
576,23917
577,22419
578,23621
579,23263
580,24616
581,23632
582,24046
583,24388
584,23992
585,24452
586,24905
587,24524
588,22868
589,23558
590,25271
591,24665
592,24141
593,24776
594,24056
595,25198
596,25487
597,24087
598,24173
599,23879
600,23897
601,25082
602,24738
603,24920
604,24186
605,25202
606,23991
607,24670
608,25572
609,24414
610,24170
611,23918
612,23586
613,25242
614,24178
615,24543
616,24707
617,24164
618,23059
619,23708
620,23915
621,23578
622,23758
623,25142
624,24814
625,24047
626,24395
627,24646
628,25117
629,25071
630,24373
631,25295
632,23561
633,25160
634,24608
635,25113
636,25929
637,23257
638,22258
639,21918
640,23683
641,24328
642,23749
643,23952
644,23485
645,22903
646,23542
647,24867
648,24511
649,24996
650,24669
651,24323
652,23535
653,24268
654,23948
655,24309
656,24363
657,24036
658,24365
659,24997
660,25099
661,23921
662,26010
663,24383
664,23440
665,23922
666,24027
667,23587
668,24310
669,24263
670,24204
671,23706
672,24707
673,25937
674,23093
675,24256
676,23021
677,24611
678,23889
679,23566
680,24443
681,23334
682,24347
683,25188
684,23629
685,23648
686,23531
687,23542
688,24385
689,23744
690,23204
691,24171
692,23956
693,24293
694,25096
695,25776
696,24970
697,24055
698,24401
699,23545
700,23255
701,23489
702,23920
703,23791
704,23462
705,24088
706,23732
707,24506
708,25460
709,25206
710,23459
711,23141
712,24243
713,24038
