"time","MR_mean_summ","MR_sd_summ"
1,0.740835959085494,0.277302033825755
2,0.733684715532928,0.279084394720156
3,0.719041620332272,0.289507781885289
4,0.732710570891867,0.280054821175612
5,0.733538865848596,0.280279967827573
6,0.727522413691369,0.282523146943617
7,0.691825692402686,0.302762410175463
8,0.711183594506517,0.294581193294838
9,0.720329520007323,0.296701605429116
10,0.725280281076302,0.291966969371168
11,0.730995076473149,0.29402989529192
12,0.723851521059216,0.285737196768362
13,0.717112960666927,0.286322783606943
14,0.721736550881754,0.287446233898244
15,0.708202504405417,0.2987445075373
16,0.72580994289294,0.288402142981746
17,0.71458774534643,0.288308797765018
18,0.70159438257937,0.301788530918562
19,0.720795431343006,0.295926946588675
20,0.720674019932852,0.297329285936549
21,0.746743574772148,0.28113136609592
22,0.735076365537954,0.287670014321285
23,0.730644055103512,0.287012635425784
24,0.723175329307159,0.29050432794361
25,0.732477426336712,0.284500079024899
26,0.738317046863535,0.279863603479426
27,0.742072800161356,0.288267888430328
28,0.738092716457973,0.285555821647161
29,0.739321125766336,0.286295064049508
30,0.748187315080474,0.279100726255367
31,0.747766731280458,0.280525125047868
32,0.741123450422161,0.280282741817356
33,0.7490786331752,0.277577889898937
34,0.729488490350019,0.293200102536927
35,0.730455361323361,0.286139222973886
36,0.726075016214379,0.293828906485426
37,0.731683588198671,0.288958376272245
38,0.713234580982563,0.294052511330284
39,0.713382286752771,0.291635917725819
40,0.725666254893673,0.291129702501434
41,0.71395078742175,0.296670858600529
42,0.704165213043067,0.301893670015201
43,0.717438154583107,0.298549430272495
44,0.718588314628939,0.2926324787771
45,0.733370470629207,0.28508750136616
46,0.728064590060312,0.290097503726834
47,0.722417472264232,0.297618855132305
48,0.704524111821327,0.30605025517594
49,0.71294724015456,0.299378884062942
50,0.729463277372768,0.296228884194606
51,0.733154798210338,0.290892331462328
52,0.721959551917548,0.298346119965057
53,0.741646006743044,0.288855600780446
54,0.723194626395531,0.302862324849407
55,0.729344782101122,0.297201680470898
56,0.737451107877023,0.288452027870348
57,0.733057235020114,0.28806238620905
58,0.735264149106021,0.286737539726858
59,0.725413877159029,0.289773839415225
60,0.721284536425181,0.289575519709499
61,0.715675705325177,0.29826844021097
62,0.694467335720855,0.310992115957019
63,0.719438233368554,0.298962832850317
64,0.722328400786191,0.299522460415962
65,0.712742201705963,0.304653769579913
66,0.720861844169928,0.298195932221017
67,0.718057112693626,0.29855653068063
68,0.709055583087513,0.304136512165764
69,0.725182372786609,0.2988305248854
70,0.716084013791384,0.30422844618218
71,0.712006468621765,0.299945242332987
72,0.728642766776662,0.294717904825059
73,0.703241865950567,0.301025879151952
74,0.717350201703771,0.303412269432782
75,0.722381440507305,0.296536334026154
76,0.7070576363435,0.302302989675578
77,0.700847531076029,0.29893836861196
78,0.710228119116499,0.299672036347439
79,0.703389931862144,0.300608792900267
80,0.691744891145146,0.307481292301811
81,0.687845098189904,0.315243446251785
82,0.67699506605736,0.32332017019695
83,0.713602552970734,0.309126234510222
84,0.712835319701983,0.305858476721852
85,0.713701749785136,0.30469907320822
86,0.713920218492771,0.302700596879911
87,0.712619239125336,0.304327153971438
88,0.694974253943143,0.313498357523692
89,0.686164482513085,0.314959909166433
90,0.707086709458605,0.305741048754003
91,0.698128763019147,0.305863343437426
92,0.69448699519662,0.310363497575712
93,0.686119752809381,0.317052036888784
94,0.703174597110822,0.311982546566231
95,0.713987252777236,0.302761967426162
96,0.717641768180687,0.297462402862987
97,0.71782215556786,0.297734790143272
98,0.709904631538477,0.298579667288869
99,0.703959835440521,0.302993670585427
100,0.70660799707074,0.296512349095326
101,0.718642570414611,0.293467515559004
102,0.717376782392594,0.298044940621144
103,0.701978134578782,0.313449518222811
104,0.707248878846945,0.301825399236194
105,0.701270686324532,0.302740936926002
106,0.719226503877989,0.29680640466729
107,0.71343350841809,0.297093887158934
108,0.716433198266592,0.302545444876392
109,0.703751372793916,0.303136680278512
110,0.703626768499776,0.305407179202611
111,0.702715833127061,0.305201913048908
112,0.697942306772748,0.311134653073979
113,0.703629548547999,0.30818453454317
114,0.709367241116882,0.305652187410933
115,0.697049587135911,0.313294777656088
116,0.697532310780382,0.314069452802909
117,0.707370778517524,0.306649593616838
118,0.690407022324756,0.313766906148181
119,0.697252846655793,0.312769073709342
120,0.686420275522804,0.312814263120744
121,0.70193484440957,0.308940360801606
122,0.700661580802355,0.305930971994002
123,0.703899486482091,0.305157931640637
124,0.694697029247409,0.315768394540948
125,0.689952148408072,0.315784689196282
126,0.687373506495562,0.321260742068031
127,0.697293604905706,0.319609127297796
128,0.703816148299877,0.31205905082867
129,0.698629465004822,0.309891841886387
130,0.691520910693385,0.315689877486461
131,0.687827885048039,0.319472524327576
132,0.689617856896524,0.315308758372062
133,0.687426979162128,0.31440847285153
134,0.685794172505194,0.310558787195842
135,0.685723900860127,0.31125487178584
136,0.682714805909604,0.313357231074575
137,0.692161178864751,0.314045350981032
138,0.689428707190972,0.308971193673631
139,0.681460616258708,0.316298000978434
140,0.702033758199838,0.304616394544713
141,0.681642590568038,0.308368094885748
142,0.686902505320294,0.307171338991749
143,0.684618886475413,0.307149718135504
144,0.673027545554983,0.314134880382605
145,0.69214442875642,0.311956120515014
146,0.687383913311683,0.307478352219885
147,0.673143314831102,0.322817033301605
148,0.678105472554521,0.320862166805419
149,0.679564817164192,0.320627513614576
150,0.67586323583392,0.322992059100971
151,0.67813292364585,0.31905376849954
152,0.683392103421865,0.316737135144047
153,0.673431650377066,0.321843546983609
154,0.680691360988336,0.321504937143034
155,0.696117488684424,0.313647502338355
156,0.682595625471502,0.318531621191467
157,0.680344248439937,0.322755216782564
158,0.678779922244117,0.323169929065396
159,0.682762358737979,0.318719963168332
160,0.68352964429241,0.319722939995061
161,0.649822083225689,0.330905889966405
162,0.676239230211322,0.321404988126918
163,0.67963547369451,0.321523055184734
164,0.688970427634231,0.318933288830791
165,0.682616362767563,0.322099476767355
166,0.676193367684381,0.32375395810667
167,0.68013418083539,0.319719214224671
168,0.66391362120213,0.326550229877359
169,0.659573937771079,0.324686916673432
170,0.679400672620077,0.31890079271688
171,0.659021150978572,0.328094551911317
172,0.674886626894991,0.327896215199799
173,0.68667552326899,0.32166394211169
174,0.684956755890879,0.320450772346826
175,0.686555500382494,0.315944008393796
176,0.675050624158814,0.318579380523872
177,0.657167525958411,0.328539659811325
178,0.665947830869799,0.324166486761028
179,0.667883991733523,0.325227321051464
180,0.660762046374625,0.327490513927787
181,0.675152608317018,0.324695219672383
182,0.674715935321029,0.321279062718189
183,0.673403205841883,0.320100957643173
184,0.678556607404145,0.320103876260144
185,0.655121855484222,0.330191781747817
186,0.669581249167489,0.329274157338294
187,0.678455448960247,0.319518873827342
188,0.665972059073424,0.326734268987373
189,0.674601134891944,0.320674437955849
190,0.672684481132321,0.320542033860653
191,0.669651930351123,0.323676302069836
192,0.659665560317994,0.329377822696464
193,0.646396992625964,0.331901429802305
194,0.659515851535841,0.327005861343577
195,0.675648655561068,0.322538912170429
196,0.665455183541275,0.322328591849997
197,0.654962227044779,0.330889019178649
198,0.657157157676459,0.330359043525635
199,0.651366201929118,0.331904977471615
200,0.663455982682991,0.328816840134066
201,0.658821586967307,0.326944240356563
202,0.671160052749369,0.324884283750499
203,0.656407385117015,0.331114592251568
204,0.666685788784406,0.327324568630747
205,0.667606506262049,0.326807814732147
206,0.662944431949732,0.331365592513758
207,0.670129426903683,0.326732977119822
208,0.652210729377273,0.333043257212541
209,0.645154329549229,0.333755857808795
210,0.680755383276138,0.325956882886898
211,0.686251812634357,0.320944012357041
212,0.665304142641499,0.3321893254984
213,0.677445146910397,0.324623307729289
214,0.657403582644854,0.337541430014626
215,0.660621156330965,0.33721573661971
216,0.671187573861379,0.327465104134635
217,0.663612610288483,0.327271884489587
218,0.663541126759205,0.327792588002105
219,0.645218957547104,0.33886357096518
220,0.670816713017842,0.326152540539183
221,0.662428225449785,0.329024200558474
222,0.671451591503274,0.324467147244525
223,0.670396437273653,0.325905700690034
224,0.664887259678099,0.331961876745003
225,0.669104171550567,0.327651419424637
226,0.656017787014461,0.335652689990057
227,0.658695710121611,0.337841588216042
