"time","sum_size"
1,5505
2,5853
3,6129
4,6644
5,6178
6,6549
7,6910
8,7320
9,6740
10,6223
11,6749
12,6853
13,7431
14,7353
15,7231
16,7939
17,7451
18,7634
19,7463
20,7560
21,7912
22,8464
23,8783
24,8828
25,8417
26,9148
27,9013
28,9686
29,8947
30,9135
31,9230
32,8832
33,9211
34,9048
35,9081
36,9052
37,9100
38,8984
39,9884
40,8852
41,9184
42,9829
43,8818
44,8951
45,8888
46,8997
47,9257
48,9254
49,9222
50,9527
51,9789
52,11145
53,9861
54,9394
55,9977
56,10166
57,9560
58,10057
59,9779
60,9846
61,9713
62,9700
63,9937
64,9633
65,9312
66,9629
67,10078
68,9658
69,10325
70,9867
71,10071
72,10308
73,9977
74,10819
75,10402
76,10599
77,10578
78,10331
79,10333
80,10947
81,11142
82,10703
83,10146
84,10824
85,10442
86,10555
87,10821
88,10966
89,11533
90,10851
91,10638
92,10933
93,11049
94,10296
95,10749
96,10591
97,10615
98,10972
99,10980
100,10886
101,10792
102,11224
103,10806
104,11092
105,11262
106,11318
107,11528
108,11029
109,12152
110,11294
111,11670
112,11962
113,11922
114,11901
115,12274
116,12539
117,12628
118,11884
119,12616
120,13225
121,13392
122,12210
123,12032
124,13522
125,14515
126,13078
127,13506
128,13447
129,13860
130,13524
131,13271
132,14050
133,14490
134,14252
135,14802
136,14383
137,14297
138,13726
139,14529
140,14030
141,14236
142,13822
143,13472
144,14244
145,14941
146,14764
147,14848
148,14651
149,14005
150,14209
151,15624
152,15458
153,14781
154,14809
155,14607
156,15609
157,15026
158,15509
159,14689
160,14936
161,15636
162,15688
163,15216
164,15784
165,16620
166,16581
167,15766
168,15548
169,16816
170,16437
171,16839
172,16748
173,17146
174,17816
175,17205
176,16199
177,16262
178,17085
179,17176
180,16900
181,18458
182,17834
183,17424
184,17650
185,18105
186,17337
187,17839
188,17448
189,17692
190,17084
191,17026
192,17900
193,17850
194,17498
195,17901
196,17779
197,18220
198,17758
199,17739
200,17735
201,18980
202,19603
203,19067
204,19254
205,19605
206,19128
207,19300
208,19590
209,19604
210,20414
211,20348
212,19841
213,20607
214,20434
215,20952
216,21805
217,21626
218,21596
219,21857
220,22572
221,21361
222,20456
223,21818
224,21962
225,22135
226,22354
227,21407
228,20794
229,20838
230,21000
231,22138
232,22670
233,21666
234,22204
235,21486
236,21900
237,23710
238,24064
239,24873
240,24931
241,24232
242,23201
243,23810
244,23418
245,22408
246,22746
247,22702
248,23633
249,23757
250,23325
251,23311
252,23270
253,23505
254,23794
255,23734
256,23769
257,24709
258,25370
259,25791
260,23357
261,22460
262,22353
263,22932
264,23315
265,23974
266,24089
267,24331
268,23904
269,23270
270,23867
271,23930
272,23759
273,24348
274,24017
275,24948
276,24678
277,24384
278,24499
279,25187
280,25632
281,24838
282,23613
283,22552
284,23220
285,23598
286,23366
287,24400
288,25069
289,24644
290,24046
291,25287
292,24175
293,24265
294,24321
295,24861
296,24754
297,24206
298,24474
299,24963
300,25323
301,23724
302,23848
303,25824
304,25300
305,23598
306,23623
307,24116
308,25347
309,24249
310,24296
311,23563
312,23653
313,22874
314,23516
315,22709
316,23083
317,22998
318,22861
319,23418
320,22974
321,23670
322,23873
323,24116
324,24713
325,24009
326,23876
327,23592
328,24578
329,24945
330,25590
331,23741
332,23693
333,23681
334,24046
335,24157
336,24413
337,25561
338,24203
339,24599
340,24224
341,25162
342,24019
343,23986
344,24292
345,24996
346,24703
347,23593
348,24105
349,24076
350,24076
351,25188
352,23999
353,25263
354,23935
355,23475
356,23218
357,25026
358,25103
359,24425
360,24075
361,23907
362,23838
363,23323
364,24422
365,24381
366,25689
367,23821
368,24381
369,23734
370,25254
371,24509
372,22848
373,23669
374,23435
375,23597
376,24418
377,24007
378,24652
379,23858
380,24952
381,24697
382,24320
383,24178
384,25367
385,24511
386,23526
387,23922
388,24296
389,24024
390,25503
391,25267
392,24657
393,24518
394,24082
395,23465
396,23264
397,23120
398,24310
399,24547
400,24030
401,24050
402,24590
403,26209
404,23554
405,24436
406,23983
407,22862
408,23281
409,24109
410,23656
411,24247
412,24269
413,24064
414,24333
415,23337
416,24162
417,24092
418,25049
419,25152
420,24270
421,24168
422,24024
423,23301
424,24406
425,24988
426,24434
427,25066
428,24741
429,24465
430,25969
431,23823
432,24306
433,25069
434,23848
435,24202
436,23961
437,23424
438,23720
439,23393
440,22822
441,23471
442,23411
443,24030
444,23784
445,24053
446,23832
447,24409
448,24980
449,25069
450,23528
451,24487
452,24901
453,24839
454,25708
455,24713
456,23063
457,22744
458,23527
459,24145
460,25413
461,23653
462,24729
463,25013
464,24864
465,24932
466,25335
467,25011
468,24702
469,24694
470,25096
471,24616
472,24685
473,24457
474,24176
475,24714
476,24448
477,24608
478,24304
479,25256
480,25817
481,23101
482,24122
483,23472
484,23120
485,21993
486,23058
487,22603
488,22855
489,23368
490,23607
491,23602
492,24643
493,24453
494,25371
495,24637
496,23368
497,23741
498,24199
499,24585
500,24049
501,24320
502,23848
503,25293
504,24051
505,23930
506,23561
507,23452
508,24393
509,25199
510,24832
511,24358
512,23897
513,25153
514,24837
515,25360
516,25119
517,24951
518,25601
519,23906
520,24061
521,23780
522,23494
523,23422
524,23257
525,23469
526,23593
527,23353
528,23805
529,24190
530,24618
531,24542
532,25439
533,23932
534,24221
535,24087
536,23976
537,23789
538,25139
539,25304
540,23951
541,24677
542,24338
543,25075
544,25477
545,24158
546,23477
547,24176
548,23469
549,22382
550,22566
551,22743
552,22692
553,22659
554,23287
555,24147
556,24029
557,24442
558,24335
559,24739
560,24352
561,24286
562,25322
563,23736
564,23287
565,23756
566,24251
567,24852
568,24783
569,24730
570,24378
571,24701
572,24966
573,26545
574,24371
575,22341
576,22796
577,21938
578,22237
579,21721
580,22200
581,22755
582,22669
583,23281
584,23219
585,24400
586,25231
587,23428
588,24066
589,23884
590,24085
591,23197
592,22802
593,24000
594,24034
595,23467
596,23289
597,24241
598,23916
599,24455
600,24137
601,24111
602,23348
603,24449
604,24800
605,23779
606,26192
607,23630
608,24193
609,23898
610,24392
611,23891
612,24153
613,24527
614,24844
615,25181
616,24734
617,23857
618,23881
619,23574
620,23937
621,23959
622,25334
623,26233
624,23040
625,23901
626,23468
627,22729
628,22818
629,23076
630,23362
631,22637
632,23295
633,23837
634,24283
635,24366
636,23389
637,23723
638,24030
639,23035
640,23087
641,23546
642,23573
643,23968
644,24667
645,24374
646,24323
647,23609
648,24754
649,25067
650,24210
651,24796
652,24030
653,24491
654,25314
655,24733
656,25532
657,23916
658,24781
659,24683
660,24278
661,23785
662,23465
663,24860
664,25029
665,24978
666,25186
667,24061
668,23962
669,25075
670,25233
671,24293
672,23516
673,24548
674,24568
675,25129
676,25187
677,24188
678,25037
679,25888
680,23511
681,23538
682,23559
683,24301
684,24233
685,24909
686,24790
687,25957
688,22981
689,22741
690,22743
691,22440
692,22934
693,22715
694,24196
695,24707
696,23842
697,23647
698,23571
699,23743
700,23851
701,24606
702,24866
703,25926
704,24234
705,23654
706,22872
707,22971
708,22156
709,22414
710,22910
711,23183
712,23721
713,23543
714,23720
715,23746
716,23530
717,23666
718,24533
719,23641
720,23788
721,23724
722,25620
723,24444
724,24814
725,24561
726,25650
727,24109
728,23654
729,23919
730,24492
731,24671
732,25852
733,24140
734,23528
735,22481
736,22777
737,23075
738,23693
739,22475
740,22358
741,22830
742,22934
743,23448
744,23108
745,21983
746,23341
747,23773
748,23650
749,23414
750,23538
751,23413
752,24520
753,24310
754,25159
755,25374
756,23262
757,24719
758,23455
759,23644
760,24184
761,24559
762,25458
763,24454
764,23971
765,24177
766,24248
767,24201
768,23159
769,23694
770,22916
771,23634
772,24372
773,24939
774,24899
775,25141
776,26046
777,24519
778,23846
779,24991
780,25350
781,23514
782,23233
783,23208
784,23703
785,22789
786,24048
787,23043
788,23496
789,23692
790,23766
791,23312
792,23099
793,23943
794,23136
795,23818
796,23643
797,23756
798,24853
799,23582
800,23310
801,25215
802,24687
803,24469
804,24968
805,25282
806,23232
807,23508
808,24410
809,25040
810,26107
811,23519
812,23893
813,23005
814,23416
815,23136
816,22892
817,22899
818,24072
819,24278
820,23714
821,23278
822,24004
823,23003
824,23784
825,23832
826,23903
827,23683
828,24458
829,23558
830,23377
831,25446
832,24741
833,25118
834,24276
835,24380
836,23562
837,24141
838,23999
839,25802
840,23193
841,24226
842,23713
843,23706
844,23656
845,23803
846,23822
847,23813
848,23547
849,23769
850,24006
851,23851
852,23516
853,24548
854,24295
855,25294
856,25013
857,24792
858,23834
859,24726
860,26065
861,23165
862,22036
863,22429
864,23898
865,23628
866,23860
867,24285
868,24223
869,23787
870,24088
871,24777
872,24775
873,23925
874,24197
875,24969
876,24432
877,24432
878,24358
879,24337
880,24317
881,24927
882,25406
883,23690
884,24539
885,24823
886,24466
887,23806
888,23748
889,24125
890,25076
891,25386
892,25088
893,25524
894,24292
895,24189
896,24649
897,24405
898,25037
899,24763
900,25346
901,24630
902,24608
903,23667
904,24533
905,24862
906,24645
907,25539
908,24661
909,24992
910,24167
911,24273
912,24256
913,23782
914,24634
915,24621
916,23631
917,24649
918,25676
919,24397
920,23542
921,22809
922,23297
923,23245
924,24334
925,23767
926,23672
927,23237
928,24095
929,24109
930,24175
931,24417
932,24654
933,24809
934,25205
935,24759
936,24244
937,24835
938,24706
939,25433
940,23648
941,24756
942,25193
943,25480
944,24140
945,24304
946,24705
947,24352
948,24446
949,24600
950,24160
951,25367
952,24571
953,23527
954,24130
955,23974
956,24240
957,24646
958,24160
959,25138
960,24365
961,25591
962,23509
963,24256
964,24654
965,24409
966,24257
967,24534
968,24948
969,24176
970,24317
971,25632
972,24842
973,25088
974,24185
975,23945
976,24821
977,24468
978,24333
979,25758
980,22810
981,23958
982,24955
983,24277
984,24018
985,24144
986,23784
987,24301
988,24274
989,24956
990,24608
991,23912
992,24296
993,25319
994,24096
995,23126
996,22790
997,24131
998,24576
999,24540
1000,24722
1001,25426
1002,23635
1003,24603
1004,24801
1005,24955
1006,23938
1007,22838
1008,22812
1009,23210
1010,24044
1011,24794
1012,25090
1013,26300
1014,23489
1015,22891
1016,22583
1017,22956
1018,23143
1019,23844
1020,24570
1021,23296
1022,23462
1023,23435
1024,23943
1025,22959
1026,23009
1027,22871
1028,23736
1029,23109
1030,23254
1031,23792
1032,25413
1033,23151
1034,23588
1035,23646
1036,24696
1037,25251
1038,23539
1039,24030
1040,23752
1041,23253
1042,24717
1043,24653
1044,25098
1045,24088
1046,23957
1047,23586
1048,23195
1049,24315
1050,24827
1051,25302
1052,24958
1053,24630
1054,25148
1055,25343
1056,24136
1057,25692
1058,25023
1059,24466
1060,24137
1061,24338
1062,24598
1063,24054
1064,25029
1065,24677
1066,23872
1067,23192
1068,23712
1069,24152
1070,24128
1071,23250
1072,24273
1073,23444
1074,24153
1075,23239
1076,24615
1077,23763
1078,23363
1079,23374
1080,24877
1081,25942
1082,23836
1083,24401
1084,24154
1085,24388
1086,24856
1087,24490
1088,25440
1089,24920
1090,24164
1091,24078
1092,23623
1093,23140
1094,22977
1095,22922
1096,23630
1097,24539
1098,25733
1099,24325
1100,23757
1101,23330
1102,23501
1103,23518
1104,23699
1105,23787
1106,22863
1107,23779
1108,23046
1109,23196
1110,24367
1111,23797
1112,26316
1113,23499
1114,24270
1115,23284
1116,22369
1117,22936
1118,22449
1119,22718
1120,23764
1121,23923
1122,23408
1123,23589
1124,24147
1125,23293
1126,23829
1127,23640
1128,24643
1129,24880
1130,23942
1131,23050
1132,24172
1133,25510
1134,24139
1135,23981
1136,23957
1137,24024
1138,23927
1139,24097
1140,25343
1141,24677
1142,24627
1143,24034
1144,24532
1145,24067
1146,24356
1147,24030
1148,24877
1149,25114
1150,25079
1151,24585
1152,25299
1153,23978
1154,24997
1155,25877
1156,24426
1157,23718
1158,23736
1159,24433
1160,24424
1161,24434
1162,23776
1163,24398
1164,24306
1165,25495
1166,23726
1167,23183
1168,22830
1169,22987
1170,22651
1171,23206
1172,23435
1173,24344
1174,23554
1175,24372
1176,24071
1177,24275
1178,23950
1179,23555
1180,24466
1181,24447
1182,23970
1183,23362
1184,24372
1185,24133
1186,23965
1187,24601
1188,24278
1189,25343
1190,25378
1191,25179
1192,24354
1193,24318
1194,25327
1195,24874
1196,22837
1197,22775
1198,22777
1199,23112
1200,23623
1201,24308
1202,25797
1203,23780
1204,23424
1205,23409
1206,23124
1207,23133
1208,23848
1209,23777
1210,24393
1211,24862
1212,24185
1213,24077
1214,24089
1215,24410
1216,24195
1217,23964
1218,24238
1219,25294
1220,25873
1221,23983
1222,23743
1223,23149
1224,23427
1225,23388
1226,23767
1227,23466
1228,24009
1229,23803
1230,23412
1231,23092
1232,23438
1233,23548
1234,23893
1235,25414
1236,23993
1237,24045
1238,24220
1239,23426
1240,23537
1241,24165
1242,24717
1243,24870
1244,25411
1245,23570
1246,25503
1247,24744
1248,23721
1249,24175
1250,23378
1251,23033
1252,24889
1253,24638
1254,25233
1255,24487
1256,24319
1257,23859
1258,24119
1259,23568
1260,24135
1261,24274
1262,23965
1263,24960
1264,25304
1265,24154
1266,24678
1267,24657
1268,26416
1269,22967
1270,22852
1271,22405
1272,22471
1273,23423
1274,22637
1275,23582
1276,23175
1277,23079
1278,23408
1279,23342
1280,23266
1281,23630
1282,24055
1283,24326
1284,23922
1285,22938
1286,22657
1287,22519
1288,24066
1289,23199
1290,24031
1291,23204
1292,22550
1293,22824
1294,23479
1295,24277
1296,24282
1297,25325
1298,24586
1299,23102
1300,24812
1301,24698
1302,24815
1303,25432
1304,23580
1305,24016
1306,24887
1307,24717
1308,24579
1309,24284
1310,23794
1311,25457
1312,25274
1313,25306
1314,25407
1315,23865
1316,24511
1317,23158
1318,24103
1319,24411
1320,23598
1321,23799
1322,24184
1323,23843
1324,25224
1325,22988
1326,23421
1327,23955
1328,24279
1329,23380
1330,23297
1331,23915
1332,24680
1333,23538
1334,24789
1335,24184
1336,23870
1337,25363
1338,24367
1339,22940
1340,23462
1341,23844
1342,24338
1343,25493
1344,23343
1345,22901
1346,23141
1347,22325
1348,23709
1349,24173
1350,23789
1351,24412
1352,23180
