"","time","MR_mean_summ","MR_sd_summ","maladaptation_time"
"1",1,0.718992199669591,0.282407912016793,0
"2",2,0.718917915987167,0.281663912831686,1
"3",3,0.725003432147246,0.280996945319939,0
"4",4,0.705394974492792,0.27862250311113,0
"5",5,0.719986245086067,0.273402849920128,0
"6",6,0.716692790698565,0.278877895951308,0
"7",7,0.688778992599452,0.291630098547674,0
"8",8,0.707925691735538,0.280407512539074,1
"9",9,0.714300219113743,0.274879653425675,1
"10",10,0.693241127123986,0.283854412297053,1
"11",11,0.69230599450353,0.279406975419718,1
"12",12,0.706948274870651,0.277576322482257,1
"13",13,0.715946277899491,0.275989769661257,0
"14",14,0.70781688047095,0.274468643229556,1
"15",15,0.704918432725024,0.271825533061203,0
"16",16,0.709303239645641,0.271381897686061,1
"17",17,0.7018227283293,0.271426901839362,1
"18",18,0.709722783515108,0.269900907084856,1
"19",19,0.701963531178429,0.269396814538773,1
"20",20,0.680573006355184,0.288389213856322,0
"21",21,0.677413225709011,0.286322875184617,0
"22",22,0.676844010755816,0.283445139411928,0
"23",23,0.686141823714149,0.280205612559973,1
"24",24,0.690430859455448,0.280318183308594,0
"25",25,0.693313375407632,0.273761766261046,0
"26",26,0.702640906703327,0.271916524852442,0
"27",27,0.709781194201021,0.271798268614384,1
"28",28,0.701793794594256,0.271433859177843,1
"29",29,0.700763993860665,0.274062570748045,0
"30",30,0.704307178450664,0.276036409068414,0
"31",31,0.701340361424803,0.278306098471814,1
"32",32,0.70573042298432,0.274695432198033,1
"33",33,0.708923899767738,0.269525347764957,0
"34",34,0.695127521613458,0.271339459473603,1
"35",35,0.681907585010647,0.272813784554356,0
"36",36,0.677710439648775,0.282872309028478,0
"37",37,0.684499950894289,0.277903176982369,0
"38",38,0.692873556626294,0.274805268438965,0
"39",39,0.703926810411083,0.270442479867378,0
"40",40,0.703355311912893,0.276724358749187,0
"41",41,0.690156563897195,0.27692202894523,1
"42",42,0.684917292534247,0.27917606009076,1
"43",43,0.686350182634063,0.275118491280433,1
"44",44,0.660960781430197,0.287028353954077,0
"45",45,0.668837563780209,0.280740949705848,1
"46",46,0.675173781927504,0.279742685484971,1
"47",47,0.685811416272076,0.274931448949562,0
"48",48,0.679372504552227,0.277425819672973,1
"49",49,0.684663882963199,0.273395853397519,1
"50",50,0.678214448922649,0.276632297517123,1
"51",51,0.677426950629066,0.275649515590089,0
"52",52,0.693075868276138,0.2726385454321,0
"53",53,0.69006165611508,0.273633546356288,1
"54",54,0.695381313962322,0.272372129793015,0
"55",55,0.68839168483225,0.276263253530631,0
