"","time","mean_sumsize"
"1090",1090,3117.7
"1091",1091,3048.1
"1092",1092,3073.2
"1093",1093,3167.8
"1094",1094,3241.1
"1095",1095,3346.7
"1096",1096,3267.7
"1097",1097,3301.1
"1098",1098,3119.1
"1099",1099,3341
"1100",1100,3292.5
"1101",1101,3318.1
"1102",1102,3411.4
"1103",1103,3465.4
"1104",1104,3331.7
"1105",1105,3568.3
"1106",1106,3487.9
"1107",1107,3437.3
"1108",1108,3415.5
"1109",1109,3573.3
"1110",1110,3585.6
"1111",1111,3606.6
"1112",1112,3536.4
"1113",1113,3539.6
"1114",1114,3659.6
"1115",1115,3648.2
"1116",1116,3738.5
"1117",1117,3751.4
"1118",1118,3829.2
"1119",1119,3964.2
"1120",1120,3967.1
"1121",1121,3937.2
"1122",1122,3950.9
"1123",1123,4134.9
"1124",1124,4116
"1125",1125,4243.2
"1126",1126,4200.8
"1127",1127,4479.6
"1128",1128,4526.3
"1129",1129,4406.7
"1130",1130,4463.6
"1131",1131,4655.7
"1132",1132,4668.2
"1133",1133,4891
"1134",1134,4858
"1135",1135,4999.9
"1136",1136,4856.7
"1137",1137,4896.1
"1138",1138,4842
"1139",1139,4999.5
"1140",1140,5154.1
"1141",1141,5107.3
"1142",1142,5218.7
"1143",1143,5320
"1144",1144,5404.4
"1145",1145,5377.2
"1146",1146,5266.8
"1147",1147,5456.1
"1148",1148,5530.2
"1149",1149,5544.6
"1150",1150,5719.7
"1151",1151,5754
"1152",1152,5872.5
"1153",1153,6170
"1154",1154,6321.8
"1155",1155,6224.5
"1156",1156,6270.9
"1157",1157,6271.4
"1158",1158,6470.8
"1159",1159,6508.4
"1160",1160,6805.2
"1161",1161,6716.1
"1162",1162,6804.6
"1163",1163,6864.1
"1164",1164,7373.8
"1165",1165,7491.8
"1166",1166,7565.5
"1167",1167,7496.8
"1168",1168,7613.2
"1169",1169,7775.3
"1170",1170,7809.4
"1171",1171,8096.1
"1172",1172,8098.6
"1173",1173,8291.8
"1174",1174,8440.6
"1175",1175,8541.5
"1176",1176,8636.1
"1177",1177,8795.3
"1178",1178,8806.5
"1179",1179,8824.4
"1180",1180,9086.4
"1181",1181,9391.8
"1182",1182,9091.8
"1183",1183,9172.1
"1184",1184,9473.2
"1185",1185,9617.6
"1186",1186,10062.8
"1187",1187,10304
"1188",1188,10618.6
"1189",1189,10553.9
"1190",1190,10526.7
"1191",1191,11018.5
"1192",1192,10990.2
"1193",1193,11069
"1194",1194,11301.3
"1195",1195,11469.3
"1196",1196,11558.7
"1197",1197,11830
"1198",1198,12087.3
"1199",1199,12397.6
"1200",1200,12385.4
"1201",1201,12729
"1202",1202,12836.2
"1203",1203,12919.5
"1204",1204,13045
"1205",1205,13259.7
"1206",1206,13635
"1207",1207,13831.5
"1208",1208,13950.3
"1209",1209,14160.2
"1210",1210,14312.4
"1211",1211,14671.6
"1212",1212,14977.4
"1213",1213,14987.6
"1214",1214,15305.8
"1215",1215,15619.2
"1216",1216,15644.1
"1217",1217,16036.4
"1218",1218,16325.7
"1219",1219,16501.8
"1220",1220,16769.6
"1221",1221,17045
"1222",1222,17396.4
"1223",1223,17999.5
"1224",1224,17822.8
"1225",1225,17801.3
"1226",1226,18006.9
"1227",1227,18448
"1228",1228,18561.3
"1229",1229,18661.5
"1230",1230,18969.3
"1231",1231,19006.9
"1232",1232,19194
"1233",1233,19664.6
"1234",1234,19255.9
"1235",1235,19598.8
"1236",1236,19915.4
"1237",1237,19866
"1238",1238,20259.6
"1239",1239,20745
"1240",1240,20315
"1241",1241,20394.2
"1242",1242,21194.1
"1243",1243,20940.3
"1244",1244,21053.4
"1245",1245,21200.9
"1246",1246,21450.2
"1247",1247,21684.7
"1248",1248,21640.6
"1249",1249,22036.8
"1250",1250,22359.4
"1251",1251,22146.2
"1252",1252,22803.1
"1253",1253,22135.7
"1254",1254,22521
"1255",1255,22864.3
"1256",1256,23223.5
"1257",1257,23187.8
"1258",1258,23087
"1259",1259,23826.4
"1260",1260,23891
"1261",1261,23416.3
"1262",1262,23663.5
"1263",1263,23242.3
"1264",1264,23711.6
"1265",1265,23903.7
"1266",1266,24283.2
"1267",1267,24698.5
"1268",1268,24074.9
"1269",1269,24459.7
"1270",1270,23997.6
"1271",1271,24087
"1272",1272,24582.6
"1273",1273,24403.3
"1274",1274,23840.3
"1275",1275,24195.5
"1276",1276,24722.8
"1277",1277,24920.3
"1278",1278,24471.4
"1279",1279,24864.8
"1280",1280,23532.8
"1281",1281,24064
"1282",1282,24211.2
"1283",1283,24576.1
"1284",1284,24135.9
"1285",1285,24887.5
"1286",1286,24079.1
"1287",1287,23850.5
"1288",1288,24042.1
"1289",1289,24704
"1290",1290,24640.3
"1291",1291,24634.6
"1292",1292,24760.2
"1293",1293,24612.3
"1294",1294,24547.4
"1295",1295,24652.8
"1296",1296,24443.7
"1297",1297,24536.1
"1298",1298,24480
"1299",1299,24423.7
"1300",1300,24666.3
"1301",1301,24668.9
"1302",1302,24691
"1303",1303,25192.8
"1304",1304,25202.9
"1305",1305,24608.3
"1306",1306,24767.1
"1307",1307,24757.8
"1308",1308,24826.4
"1309",1309,24440.7
"1310",1310,25345.2
"1311",1311,24663.7
"1312",1312,24420.8
"1313",1313,24632.9
"1314",1314,25019.2
"1315",1315,24328.4
"1316",1316,24391
"1317",1317,24229.4
"1318",1318,24589.5
"1319",1319,24685.5
"1320",1320,24922.6
"1321",1321,24607.2
"1322",1322,24909.4
"1323",1323,24981.1
"1324",1324,24771.9
"1325",1325,23863.5
"1326",1326,24062.6
"1327",1327,24453
"1328",1328,24624.3
"1329",1329,24324.1
"1330",1330,24851.5
"1331",1331,24542.4
"1332",1332,24351.3
"1333",1333,25176.9
"1334",1334,25106.6
"1335",1335,24402.7
"1336",1336,24682.9
"1337",1337,24722.6
"1338",1338,24140.8
"1339",1339,23961.6
"1340",1340,24219.2
"1341",1341,24957.8
"1342",1342,25167.6
"1343",1343,24159.4
"1344",1344,24814.6
"1345",1345,24767.3
"1346",1346,24273.3
"1347",1347,24276.5
"1348",1348,24428.5
"1349",1349,24761.9
"1350",1350,24543
"1351",1351,24735.1
"1352",1352,24734.6
"1353",1353,24122.7
