"","time","mean_sumsize"
"1",1,5670.2
"2",2,6054.9
"3",3,6261.1
"4",4,6584
"5",5,6510.6
"6",6,6726.6
"7",7,6850.5
"8",8,7013.4
"9",9,7201
"10",10,7292.4
"11",11,7377.2
"12",12,7409
"13",13,7710.3
"14",14,7807.5
"15",15,8064.7
"16",16,8078.5
"17",17,8008.4
"18",18,8174.7
"19",19,8278.9
"20",20,8590
"21",21,8574.9
"22",22,8742
"23",23,9105.5
"24",24,9270.5
"25",25,9489
"26",26,9737
"27",27,9807.2
"28",28,10068.5
"29",29,10110.5
"30",30,10296.8
"31",31,10393.2
"32",32,10294
"33",33,10529.6
"34",34,10344
"35",35,10464.8
"36",36,10731.5
"37",37,11169.4
"38",38,11071.6
"39",39,11243
"40",40,11483.3
"41",41,11534.3
"42",42,11568.7
"43",43,11744.6
"44",44,11642.4
"45",45,11815.5
"46",46,11847
"47",47,11990.1
"48",48,12279.2
"49",49,12285.9
"50",50,12459.6
"51",51,12365.4
"52",52,12475.3
"53",53,12425.9
"54",54,12678.3
"55",55,12927.5
"56",56,13056.9
"57",57,13010.9
"58",58,13278.8
"59",59,13332.4
"60",60,13478.2
"61",61,13466.8
"62",62,13678.5
"63",63,13668.7
"64",64,13475.2
"65",65,13929.1
"66",66,13920.7
"67",67,14366.5
"68",68,14264.6
"69",69,14325.9
"70",70,14590.1
"71",71,14342.9
"72",72,14657
"73",73,14723.4
"74",74,14998.3
"75",75,15038.3
"76",76,15204.9
"77",77,15504.1
"78",78,15528.7
"79",79,15709
"80",80,15962.2
"81",81,16130.7
"82",82,16237.8
"83",83,16407.2
"84",84,16730
"85",85,17012.4
"86",86,17068.2
"87",87,17138.3
"88",88,17513.2
"89",89,17595.5
"90",90,17840.6
"91",91,17940.4
"92",92,18175.9
"93",93,18265.8
"94",94,18582.1
"95",95,18810.8
"96",96,19200
"97",97,19365
"98",98,19631.3
"99",99,19631.1
"100",100,20258.5
"101",101,19994.2
"102",102,20224.4
"103",103,20424.3
"104",104,21089.3
"105",105,21424.8
"106",106,21809.2
"107",107,22074.1
"108",108,22124
"109",109,22538.8
"110",110,22522.1
"111",111,22891
"112",112,22869.7
"113",113,23092.2
"114",114,23355.7
"115",115,23790.1
"116",116,23964.2
"117",117,24245.6
"118",118,24492.3
"119",119,24556.6
"120",120,24303.6
"121",121,24778.4
"122",122,24464.7
"123",123,24451.6
"124",124,24467.9
"125",125,24587.8
"126",126,24565.8
"127",127,24501.9
"128",128,24906.5
"129",129,24914.9
"130",130,24858.6
"131",131,24387.2
"132",132,24658
"133",133,24680.9
"134",134,24610.1
"135",135,24078.7
"136",136,24383.8
"137",137,24026.1
"138",138,24535.1
"139",139,24668.9
"140",140,25101.4
"141",141,24699.7
"142",142,24709.4
"143",143,24933.7
"144",144,24289
"145",145,24670.5
"146",146,24334.2
"147",147,24629.7
"148",148,24314.7
"149",149,24080.1
"150",150,24065.9
"151",151,24090.7
"152",152,24955.5
"153",153,24920.4
"154",154,24627.3
"155",155,24394.3
"156",156,24426.1
"157",157,24436.2
"158",158,24823.7
"159",159,24657.6
"160",160,24299
"161",161,24214
"162",162,24480.3
"163",163,24841.8
"164",164,24256.7
"165",165,24612.2
"166",166,24124.8
"167",167,24117.9
"168",168,24529.7
"169",169,24619.4
"170",170,24746
"171",171,25050.2
"172",172,24801.9
"173",173,24889.2
"174",174,24645
"175",175,24727.2
"176",176,24899.3
"177",177,24935.9
"178",178,24557.1
"179",179,24344.8
"180",180,24060.9
"181",181,24253.5
"182",182,24338.5
"183",183,24631.3
"184",184,24649.1
"185",185,24945.1
"186",186,24650.5
"187",187,24984.6
"188",188,24788.8
"189",189,24743.1
"190",190,24392.4
"191",191,24954.3
"192",192,24737.4
"193",193,24345
"194",194,24550.9
"195",195,24649.3
"196",196,24650.5
"197",197,25102.4
"198",198,24665.9
"199",199,24783.5
"200",200,24158.3
"201",201,24465.5
"202",202,24550
"203",203,24355
"204",204,24455.3
"205",205,24420.2
"206",206,24406.1
"207",207,24219
"208",208,24341.6
"209",209,24290.4
"210",210,24560.7
"211",211,24353.2
"212",212,24972.3
"213",213,24797.9
"214",214,24524.1
"215",215,24581.5
"216",216,24404.9
"217",217,24847.9
"218",218,24136.3
"219",219,24803.7
"220",220,24587.2
"221",221,24484.9
"222",222,24589.8
"223",223,24866.9
"224",224,24568.5
"225",225,24660.3
"226",226,24464.3
"227",227,24405
"228",228,24883.3
"229",229,24410.4
"230",230,24652.3
"231",231,24988.6
"232",232,24713.8
"233",233,24464.5
"234",234,24550.1
"235",235,24473
"236",236,24535.4
"237",237,24639.8
"238",238,24545.2
"239",239,24514.6
"240",240,24706.9
"241",241,24877.8
"242",242,24719.5
"243",243,24614.2
"244",244,24779.3
"245",245,24697.4
"246",246,24717.6
"247",247,24562.1
"248",248,24676.3
"249",249,24506.7
"250",250,24873.4
"251",251,25244.5
"252",252,24803.8
"253",253,24648.4
"254",254,24569.1
"255",255,24458.8
"256",256,24387.7
"257",257,24626.8
"258",258,24564.2
"259",259,24725
"260",260,25229.2
"261",261,24640.5
"262",262,25207.8
"263",263,24686.6
"264",264,24771.6
"265",265,24330.1
"266",266,24541.9
"267",267,24314.3
"268",268,24637.3
"269",269,24566.5
"270",270,24644.3
"271",271,24918.6
"272",272,24879.4
"273",273,24645.6
"274",274,24783.5
"275",275,24504.5
"276",276,24421.8
"277",277,24451
"278",278,24807.5
"279",279,24249.9
"280",280,24594.6
"281",281,24537.9
"282",282,24284.9
"283",283,24329.6
"284",284,24423.2
"285",285,24473.5
"286",286,24269.7
"287",287,24639.5
"288",288,24644
"289",289,24712.7
"290",290,24750.2
"291",291,24755.8
"292",292,24731.7
"293",293,24837.6
"294",294,24971.4
"295",295,24519.6
"296",296,24345.5
"297",297,24731.8
"298",298,24749.3
"299",299,24484.6
"300",300,24763.9
"301",301,24992.8
"302",302,24841.2
"303",303,24282.9
"304",304,24269.7
"305",305,24513.2
"306",306,24212.7
"307",307,24057.8
"308",308,23844.5
"309",309,24333.4
"310",310,24480.9
"311",311,24210.2
"312",312,24391.9
"313",313,24463.4
"314",314,24557.6
"315",315,24942.3
"316",316,24588.3
"317",317,24850.6
"318",318,25037.5
"319",319,24630.2
"320",320,24611.3
"321",321,24487.6
"322",322,24403.1
"323",323,24599.3
"324",324,24512.8
"325",325,24775.2
"326",326,24579.8
"327",327,24443.1
"328",328,24916.4
"329",329,24606.4
"330",330,24735.9
"331",331,24477.5
"332",332,24628.1
"333",333,24621.1
"334",334,24729.6
"335",335,24519
"336",336,24469.5
"337",337,24497.7
"338",338,24733.2
"339",339,24533.1
"340",340,24674.1
"341",341,24767.6
"342",342,24578.2
"343",343,24544.1
"344",344,24368.8
"345",345,24410.4
"346",346,24578.4
"347",347,24669
"348",348,24665.6
"349",349,24580.8
"350",350,24740.7
"351",351,24733.8
"352",352,25123.5
"353",353,24584.4
"354",354,24427.2
"355",355,24639.3
"356",356,24533.4
"357",357,24864.9
"358",358,24553.4
"359",359,24289.3
"360",360,24349.5
"361",361,24577.5
"362",362,24380.6
"363",363,24406.7
"364",364,24583.1
"365",365,24880.6
"366",366,24573.6
"367",367,24453
"368",368,24818
"369",369,24471.3
"370",370,24475.3
"371",371,24538.2
"372",372,24458
"373",373,24125.3
"374",374,24379.8
"375",375,23966.5
"376",376,24149.4
"377",377,24326.4
"378",378,24554.1
"379",379,24528
"380",380,24484.4
"381",381,24834.8
"382",382,24486.5
"383",383,24788.5
"384",384,24449
"385",385,24710.4
"386",386,24738
"387",387,24752.1
"388",388,24808.1
"389",389,25041.1
"390",390,24772.3
"391",391,24534.2
"392",392,24636.5
"393",393,24624.5
"394",394,24376.8
"395",395,24591.3
"396",396,24380.6
"397",397,24258.4
"398",398,24398.4
"399",399,24066.6
"400",400,24197.7
"401",401,24554.6
"402",402,24393.2
"403",403,24392.7
"404",404,24531.7
"405",405,24519.8
"406",406,24479.9
"407",407,24471.7
"408",408,24535.4
"409",409,24873.1
"410",410,24579.9
"411",411,25105.4
"412",412,24676.1
"413",413,24916.7
"414",414,24819.4
"415",415,24618.9
"416",416,24615.2
"417",417,24563
"418",418,24601.4
"419",419,24468.1
"420",420,24547.9
"421",421,24902.9
"422",422,24404.3
"423",423,24542.3
"424",424,24429.3
"425",425,24911.4
"426",426,24448.3
"427",427,24250.4
"428",428,24348.2
"429",429,24733
"430",430,24529.2
"431",431,24113.2
"432",432,24262.2
"433",433,25089.1
"434",434,24808.1
"435",435,24805.3
"436",436,24187.1
"437",437,24510
"438",438,24333.7
"439",439,24379.8
"440",440,24433.5
"441",441,24595.2
"442",442,24262.3
"443",443,24116.4
"444",444,24392.2
"445",445,24647.8
"446",446,24697.8
"447",447,24562.7
"448",448,24880.7
"449",449,24596.6
"450",450,24445.8
"451",451,24854.3
"452",452,24628.5
"453",453,24597
"454",454,24578.4
"455",455,24958.5
"456",456,24703.5
"457",457,24537.9
"458",458,24630.9
"459",459,24788.6
"460",460,24736.5
"461",461,25086.1
"462",462,24664.1
"463",463,24564.5
"464",464,24368.3
"465",465,24699.5
"466",466,24457
"467",467,24465.3
"468",468,24674.4
"469",469,24712.3
"470",470,24946.9
"471",471,24733
"472",472,24667.5
"473",473,24486.1
"474",474,24416.1
"475",475,24372.3
"476",476,24474.9
"477",477,24632.3
"478",478,24861.3
"479",479,24940.4
"480",480,24658.3
"481",481,24766.8
"482",482,25055.5
"483",483,24703.3
"484",484,24715.9
"485",485,24932.2
"486",486,24847.8
"487",487,24729.4
"488",488,24388.4
"489",489,24744.3
"490",490,24701.5
"491",491,24909.3
"492",492,24377.6
"493",493,24241.8
"494",494,24372.4
"495",495,24541.1
"496",496,24567.9
"497",497,24353.9
"498",498,24591.4
"499",499,24515
"500",500,24574.5
"501",501,24859.7
"502",502,24398.8
"503",503,24732.8
"504",504,24262.3
"505",505,24745.3
"506",506,24875.3
"507",507,24730.2
"508",508,24929.9
"509",509,24668.6
"510",510,24719.7
"511",511,24981.8
"512",512,24685
"513",513,24580.7
"514",514,24487.4
"515",515,24850.4
"516",516,24332.9
"517",517,24478.6
"518",518,24445.7
"519",519,24746.2
"520",520,24423.3
"521",521,24662.1
"522",522,24806.9
"523",523,24382.2
"524",524,24451.2
"525",525,24789.7
"526",526,24877.6
"527",527,24665.6
"528",528,24347.2
"529",529,24358.1
"530",530,24520.3
"531",531,24527.7
"532",532,24858
"533",533,24796.3
"534",534,24902.9
"535",535,24508.3
"536",536,24731.2
"537",537,24754.2
"538",538,24786.5
"539",539,24802.7
"540",540,25074.4
"541",541,24423.2
"542",542,24930.8
"543",543,24895.9
"544",544,24533.4
"545",545,24461.4
"546",546,24002.1
"547",547,24471.7
"548",548,24121.9
"549",549,24317.9
"550",550,24289.9
"551",551,24769.8
"552",552,24508.3
"553",553,24807.3
"554",554,24372.4
"555",555,24913.8
"556",556,24803.9
"557",557,24463.5
"558",558,24794.9
"559",559,24589.7
"560",560,24899.8
"561",561,24840.3
"562",562,25160.4
"563",563,24537.3
"564",564,24758
"565",565,25286.8
"566",566,23929.7
"567",567,24221.5
"568",568,24137.2
"569",569,24268.3
"570",570,24650.7
"571",571,24285.7
"572",572,24538.6
"573",573,24579.1
"574",574,24406.8
"575",575,24821.9
"576",576,24741.7
"577",577,24920.3
"578",578,24504.1
"579",579,24597.8
"580",580,24489
"581",581,24365
"582",582,24225.3
"583",583,24544.6
"584",584,24355.5
"585",585,24953.5
"586",586,24969.1
"587",587,24949
"588",588,24461.2
"589",589,24531.3
"590",590,24644.5
"591",591,24812.8
"592",592,24862.1
"593",593,25306.7
"594",594,24630.6
"595",595,24342.8
"596",596,24425.8
"597",597,24799.7
"598",598,24476.7
"599",599,24307.5
"600",600,24649.3
"601",601,24815.9
"602",602,24184.7
"603",603,24142
"604",604,24476.5
"605",605,24611.3
"606",606,24492.5
"607",607,24527.5
"608",608,24951.4
"609",609,24552.1
"610",610,24891
"611",611,24681
"612",612,24906.2
"613",613,24907.1
"614",614,25070.1
"615",615,24041
"616",616,24455.1
"617",617,24210.4
"618",618,24116.4
"619",619,24242
"620",620,24292
"621",621,24538.3
"622",622,24709.3
"623",623,24727.1
"624",624,24505.5
"625",625,24368.9
"626",626,24931.6
"627",627,24711.1
"628",628,24756.6
"629",629,24411.1
"630",630,24582.8
"631",631,24976.8
"632",632,24654.6
"633",633,24822.8
"634",634,24771.1
"635",635,24733.4
"636",636,25035.1
"637",637,24707.8
"638",638,24754.7
"639",639,24505.9
"640",640,24690.3
"641",641,24901.7
"642",642,24753.4
"643",643,24383.2
"644",644,24630.5
"645",645,24919.9
"646",646,24545.7
"647",647,24328.6
"648",648,24618.7
"649",649,24716.3
"650",650,24466.5
"651",651,24885.2
"652",652,24792.3
"653",653,24777.8
"654",654,24765.7
"655",655,24897.2
"656",656,24583.5
"657",657,24793.6
"658",658,24255.1
"659",659,24475.9
"660",660,25030.6
"661",661,24634.4
"662",662,24460.9
"663",663,24738.1
"664",664,24886
"665",665,24562.2
"666",666,24617.9
"667",667,24729.9
"668",668,24936.7
"669",669,24795.4
"670",670,24672
"671",671,23972.4
"672",672,24260.8
"673",673,24719.8
"674",674,24695.9
"675",675,24834.1
"676",676,25020.2
"677",677,24897.5
"678",678,24237.4
"679",679,24479.9
"680",680,24571.4
"681",681,24781
"682",682,24687
"683",683,24399.9
"684",684,24582.8
"685",685,24512.4
"686",686,24893.6
"687",687,24615.6
"688",688,24131.4
"689",689,24270.9
"690",690,24364.2
"691",691,24632.9
"692",692,24792.3
"693",693,24768.5
"694",694,24713.4
"695",695,24726.4
"696",696,24640.8
"697",697,24860.1
"698",698,24870.3
"699",699,24880
"700",700,24845.4
"701",701,24803.8
"702",702,25284.9
"703",703,24481.6
"704",704,23884
"705",705,24057.6
"706",706,24099.3
"707",707,24114.1
"708",708,24219.7
"709",709,24594.4
"710",710,24814.2
"711",711,24458.7
"712",712,24717.4
"713",713,24409
"714",714,24505.7
"715",715,24416.2
"716",716,24092.5
"717",717,24465.6
"718",718,24286.6
"719",719,24387.4
"720",720,24548.7
"721",721,24541.5
"722",722,24651.6
"723",723,24633.1
"724",724,24407
"725",725,24833.5
"726",726,24802.6
"727",727,24586.1
"728",728,24864.2
"729",729,24521.6
"730",730,24335.3
"731",731,24723.3
"732",732,24972.1
"733",733,24648.9
"734",734,24985.5
"735",735,24750.7
"736",736,25055.5
"737",737,24447.5
"738",738,24306
"739",739,24384.8
"740",740,24249.2
"741",741,24529.6
"742",742,24663.6
"743",743,24523
"744",744,24833.8
"745",745,24968.5
"746",746,24822.4
"747",747,24492.6
"748",748,24546
"749",749,24541.3
"750",750,24867.2
"751",751,24527.1
"752",752,24006.3
"753",753,24207.4
"754",754,24218.4
"755",755,24434.6
"756",756,23995.1
"757",757,24577.4
"758",758,24618.1
"759",759,24253.6
"760",760,24344.3
"761",761,24067.5
"762",762,24034.4
"763",763,24365.2
"764",764,24251.1
"765",765,24463.5
"766",766,24260.2
"767",767,24598.1
"768",768,24580
"769",769,24167.9
"770",770,24577.8
"771",771,25119.6
"772",772,24483.4
"773",773,24675.3
"774",774,24534.9
"775",775,24860.8
"776",776,24270.6
"777",777,24159.5
"778",778,24375.8
"779",779,24471.3
"780",780,24348
"781",781,24521.1
"782",782,24597.8
"783",783,24978
"784",784,24929.2
"785",785,24434.6
"786",786,24247.5
"787",787,24411.1
"788",788,24650.2
"789",789,24981.5
"790",790,24465.4
"791",791,24059.7
"792",792,24713.9
"793",793,24197.1
"794",794,24570.8
"795",795,24907.5
"796",796,24539.3
"797",797,24764.7
"798",798,24337.6
"799",799,24794.6
"800",800,24797.4
"801",801,24687.2
"802",802,24507.4
"803",803,24726.6
"804",804,24376.1
"805",805,24669
"806",806,24657.1
"807",807,24446.3
"808",808,24707.7
"809",809,24625.2
"810",810,24983.6
"811",811,24259.4
"812",812,24401.1
"813",813,24403.2
"814",814,24547.4
"815",815,24780.4
"816",816,24824.9
"817",817,24781.8
"818",818,24544.5
"819",819,24795.9
"820",820,24579.1
"821",821,24110
"822",822,24685.4
"823",823,24305.4
"824",824,24323.8
"825",825,24280.3
"826",826,24499.4
"827",827,24775.3
"828",828,24734.1
"829",829,24762.7
"830",830,24937.9
"831",831,24760
"832",832,24397.8
"833",833,24199.1
"834",834,24159.9
"835",835,24288.8
"836",836,24715.1
"837",837,24598
"838",838,24402.9
"839",839,24757.9
"840",840,24587.2
"841",841,24986.8
"842",842,24734.3
"843",843,24911.7
"844",844,24898.3
"845",845,24658
"846",846,24864.3
"847",847,24544.5
"848",848,24835.6
"849",849,24878.1
"850",850,24781.3
"851",851,24342.9
"852",852,24326.7
"853",853,24577.5
"854",854,25104.3
"855",855,24421.4
"856",856,24547.5
"857",857,24611.2
"858",858,24253.5
"859",859,24327.7
"860",860,24273.7
"861",861,24478.3
"862",862,24557.9
"863",863,24593.3
"864",864,24528
"865",865,24606.3
"866",866,24767.3
"867",867,24665.5
"868",868,25090.2
"869",869,25581.9
"870",870,24379.9
"871",871,24363.7
"872",872,24156.5
"873",873,24262.1
"874",874,24609.4
"875",875,24326
"876",876,24503.4
"877",877,24229.8
"878",878,24346.9
"879",879,24331.2
"880",880,24851.5
"881",881,24385.9
"882",882,24671.4
"883",883,24640.1
"884",884,24546.5
"885",885,24877.9
"886",886,24580.7
"887",887,24983.3
"888",888,24775.2
"889",889,24443.1
"890",890,24583.5
"891",891,24934.4
"892",892,24773
"893",893,24583.8
"894",894,24805.5
"895",895,24993.2
"896",896,24735.4
"897",897,25029.8
"898",898,24977.1
"899",899,24521.9
"900",900,24420.4
"901",901,24245
"902",902,24490.7
"903",903,24843.3
"904",904,24526.9
"905",905,25025
"906",906,24650.5
"907",907,24860.1
"908",908,24610
"909",909,24520.3
"910",910,25058
"911",911,24676.2
"912",912,24791.1
"913",913,24757.7
"914",914,24798.1
"915",915,24203.1
"916",916,24662.4
"917",917,24107.5
"918",918,24434.1
"919",919,24402.7
"920",920,24461
"921",921,24523.4
"922",922,24709.4
"923",923,24549.3
"924",924,24821.2
"925",925,24593.5
"926",926,24680.3
"927",927,24693.2
"928",928,24642.2
"929",929,24802
"930",930,24813.1
"931",931,24532.2
"932",932,24445.1
"933",933,24565.7
"934",934,24567.8
"935",935,24590
"936",936,24677.5
"937",937,24685.3
"938",938,24466.4
"939",939,24734.3
"940",940,24826.2
"941",941,24899.6
"942",942,24413.9
"943",943,23802.4
"944",944,24260.9
"945",945,23918
"946",946,24525.9
"947",947,24426.3
"948",948,24905.1
"949",949,24483.1
"950",950,24267.8
"951",951,24732.3
"952",952,24871.7
"953",953,24478.5
"954",954,24597.1
"955",955,24532.2
"956",956,24468.1
"957",957,24520.2
"958",958,25012.8
"959",959,24928.8
"960",960,24572.1
"961",961,24567.8
"962",962,24505.2
"963",963,24566.2
"964",964,24653.1
"965",965,24848.5
"966",966,24451.3
"967",967,24886.9
"968",968,24365
"969",969,24334.7
"970",970,24696.5
"971",971,24942
"972",972,24917.6
"973",973,24652.5
"974",974,24576
"975",975,25024.4
"976",976,24446.5
"977",977,24692.9
"978",978,24703.3
"979",979,24537.8
"980",980,24680.2
"981",981,24950.6
"982",982,25119.7
"983",983,24955
"984",984,25005.7
"985",985,24325.2
"986",986,24753
"987",987,24868.1
"988",988,24941.5
"989",989,24506.6
"990",990,24679.6
"991",991,24750
"992",992,24677.1
"993",993,24567.1
"994",994,24670.7
"995",995,24755.1
"996",996,24711.1
"997",997,24996.3
"998",998,24569.3
"999",999,24555.7
"1000",1000,20898.4
"1001",1001,18691.3
"1002",1002,17106.2
"1003",1003,15734.7
"1004",1004,14064.2
"1005",1005,13147.4
"1006",1006,12132.1
"1007",1007,11405.1
"1008",1008,10511.4
"1009",1009,10197.3
"1010",1010,9766.9
"1011",1011,9273.2
"1012",1012,8710.9
"1013",1013,8419.5
"1014",1014,8018.7
"1015",1015,7677.9
"1016",1016,7512.3
"1017",1017,6996.4
"1018",1018,6852.8
"1019",1019,6320.7
"1020",1020,6148.9
"1021",1021,6009.4
"1022",1022,5974.7
"1023",1023,5950.3
"1024",1024,5619.4
"1025",1025,5469.3
"1026",1026,5297.4
"1027",1027,5172.8
"1028",1028,4922.6
"1029",1029,4707.9
"1030",1030,4659.5
"1031",1031,4755.3
"1032",1032,4554.8
"1033",1033,4532.6
"1034",1034,4370.4
"1035",1035,4261
"1036",1036,4127.8
"1037",1037,4122.6
"1038",1038,3972.5
"1039",1039,3766.5
"1040",1040,3751.8
"1041",1041,3705
"1042",1042,3646.1
"1043",1043,3675.9
"1044",1044,3512.6
"1045",1045,3410
"1046",1046,3281.4
"1047",1047,3274.8
"1048",1048,3255.1
"1049",1049,3247.9
"1050",1050,3196.2
"1051",1051,3193.2
"1052",1052,3058.2
"1053",1053,3124.1
"1054",1054,3139.3
"1055",1055,2989.6
"1056",1056,3071.4
"1057",1057,3026.2
"1058",1058,3064.8
"1059",1059,3081.2
"1060",1060,2984
"1061",1061,3000.8
"1062",1062,2927.3
"1063",1063,2864.6
"1064",1064,2906.6
"1065",1065,2973.8
"1066",1066,2862
"1067",1067,2812.5
"1068",1068,2839.6
"1069",1069,2869.2
"1070",1070,2878.7
"1071",1071,2772.8
"1072",1072,2979.5
"1073",1073,2877.7
"1074",1074,2848.6
"1075",1075,2902.1
"1076",1076,2808.1
"1077",1077,2842
"1078",1078,2888
"1079",1079,2836
"1080",1080,2985.6
"1081",1081,2978.3
"1082",1082,2929
"1083",1083,2950.2
"1084",1084,3091.7
"1085",1085,3123
"1086",1086,3078.3
"1087",1087,3171.9
"1088",1088,3180.8
"1089",1089,3092.1
