"","time","mean_MR_mean_summ","mean_MR_sd_summ","mean_maladaptation_time"
"1254",1254,0.0352460945355443,0.0831476489690589,0.4
"1255",1255,0.0348055694880354,0.082358324530075,0.2
"1256",1256,0.0349688448983211,0.0827579024971713,0.5
"1257",1257,0.0355407333888789,0.0834973778845793,0.5
"1258",1258,0.0345660584284371,0.0820861505098376,0.4
"1259",1259,0.0352351174955529,0.0828899752051083,0.4
"1260",1260,0.0357628778233755,0.0840003427501808,0.5
"1261",1261,0.0344481240159885,0.0815347472593159,0.2
"1262",1262,0.0358039267156107,0.0843548158895971,0.5
"1263",1263,0.0342647021787285,0.0818308123532804,0.3
"1264",1264,0.0349865712494945,0.0830414892664979,0.5
"1265",1265,0.0350757190050587,0.0830763389915172,0.5
"1266",1266,0.0359920015588011,0.0843559825939363,0.5
"1267",1267,0.0355124835167622,0.0834258499592154,0.2
"1268",1268,0.0357454845407146,0.0843352084417836,0.7
"1269",1269,0.0363722261950169,0.0853964875281499,0.8
"1270",1270,0.0348836712167996,0.0826759748049767,0.5
"1271",1271,0.0351777544795172,0.0832364875215437,0.6
"1272",1272,0.0350608114811772,0.0826092366828147,0.2
"1273",1273,0.0348209855067979,0.0822581652951466,0.4
"1274",1274,0.0349722910198703,0.0828197780240347,0.6
"1275",1275,0.0346444411607067,0.0824312931940315,0.3
"1276",1276,0.0354878968913624,0.0838305882342044,0.5
"1277",1277,0.0360103460131199,0.0848499825428165,0.5
"1278",1278,0.036151488891579,0.0851025698868005,0.6
"1279",1279,0.0357983801236821,0.0842195476374537,0.4
"1280",1280,0.0358192775007879,0.0850706861157393,0.8
"1281",1281,0.0352043739988893,0.0835863346378845,0.4
"1282",1282,0.0352266070011139,0.0833038856140397,0.4
"1283",1283,0.0349438275362122,0.0824836498293879,0.2
"1284",1284,0.0352201431141323,0.0834817084038698,0.6
"1285",1285,0.0365314625347066,0.0853988997565488,0.6
"1286",1286,0.036944641997517,0.0861384583522235,0.7
"1287",1287,0.0354321703915928,0.0835879067779099,0.5
"1288",1288,0.0350614014759578,0.0831260727081927,0.5
"1289",1289,0.0368789808239103,0.0864533343050689,0.8
"1290",1290,0.0360153546581463,0.0846412242328275,0.4
