"param_iteration","timeperiod","Lifestage","mean_MR","sd_MR"
2,"Soon","Adult",0.0218340337080973,0.0548652754410973
2,"Soon","Seedling",0.0828487125754477,0.131462483841843
2,"Soon","Subadult",0.0537235796033084,0.101041820430765
2,"After","Adult",0.0211066272230276,0.0547772643669204
2,"After","Seedling",0.0812016559778338,0.13123809136144
2,"After","Subadult",0.0486386936671768,0.0963508863485363
3,"Soon","Adult",0.0512513239108949,0.101852589594624
3,"Soon","Seedling",0.0880302546742247,0.140698342792734
3,"Soon","Subadult",0.0791214321745595,0.131690370545658
3,"After","Adult",0.0514431604035371,0.099687610932773
3,"After","Seedling",0.0928824808925845,0.146888463730231
3,"After","Subadult",0.0813151886889593,0.134851268220153
4,"Soon","Adult",0.0278528598703262,0.067777362543434
4,"Soon","Seedling",0.083057618928413,0.134359084862101
4,"Soon","Subadult",0.0625868364490521,0.111760866654569
4,"After","Adult",0.0270847423577555,0.0646896327481773
4,"After","Seedling",0.0769696986542652,0.128491941355342
4,"After","Subadult",0.055638893921638,0.103975693644816
7,"Soon","Adult",0.0197926119235306,0.0548722455082418
7,"Soon","Seedling",0.0756274069725224,0.123261548464695
7,"Soon","Subadult",0.055874656656576,0.100935338080907
7,"After","Adult",0.0187098474356347,0.0506757696858046
7,"After","Seedling",0.0736174962319581,0.122344348959836
7,"After","Subadult",0.0577598691750166,0.105289382515346
8,"Soon","Adult",0.0543238088825174,0.104471018836598
8,"Soon","Seedling",0.0992728829984546,0.151785801972409
8,"Soon","Subadult",0.0797852071151445,0.133711080528086
8,"After","Adult",0.0504274872149494,0.103368889963816
8,"After","Seedling",0.100895052203893,0.152012606211667
8,"After","Subadult",0.0832634625706564,0.134779359311948
9,"Soon","Adult",0.0237251558188683,0.0585016083861702
9,"Soon","Seedling",0.0778498215654271,0.130043697519537
9,"Soon","Subadult",0.0550080120152035,0.100903793664293
9,"After","Adult",0.0229679092294521,0.0566181308340033
9,"After","Seedling",0.0792476093269264,0.126769723311889
9,"After","Subadult",0.0505435603504679,0.0973441057449012
10,"Soon","Adult",0.0172864683306519,0.0517066282399034
10,"Soon","Seedling",0.0771164449620086,0.129094504315599
10,"Soon","Subadult",0.0529830959468047,0.100931293479095
