"param_iteration","timeperiod","Lifestage","mean_MR","sd_MR"
7,"After","Seedling",0.0906655782058446,0.141684062197553
7,"After","Subadult",0.0794185729573898,0.123052156412278
8,"Soon","Adult",0.584096944273957,0.370731009654905
8,"Soon","Seedling",0.409697885307941,0.365358844560038
8,"Soon","Subadult",0.465692828276087,0.373611069454049
8,"After","Adult",0.135101870803045,0.20160530758472
8,"After","Seedling",0.145795307846988,0.200001962839449
8,"After","Subadult",0.154568774152722,0.203786550460561
9,"Soon","Adult",0.137566449983002,0.232175025530829
9,"Soon","Seedling",0.100283972300888,0.168722791980721
9,"Soon","Subadult",0.0852621363191136,0.161792362016409
9,"After","Adult",0.0401392016264925,0.0856434495905083
9,"After","Seedling",0.074025649413676,0.116437399573685
9,"After","Subadult",0.0571216504696891,0.112803392196673
10,"Soon","Adult",0.10360724693075,0.198210968483519
10,"Soon","Seedling",0.134011778033996,0.200856378376427
10,"Soon","Subadult",0.0918183481222183,0.155094783007734
10,"After","Adult",0.0319107219128267,0.0722611592724283
10,"After","Seedling",0.0835699140823621,0.14555500040536
10,"After","Subadult",0.0615946429813047,0.114871881826832
11,"Soon","Adult",0.164607493665374,0.262100397083913
11,"Soon","Seedling",0.175426911508839,0.238892290788271
11,"Soon","Subadult",0.148083015453998,0.219165185069126
11,"After","Adult",0.0433696573799872,0.0835600948561761
11,"After","Seedling",0.106894491165818,0.167848388627019
11,"After","Subadult",0.0747362205846222,0.130664251255823
12,"Soon","Adult",0.10009088958776,0.203771847005736
12,"Soon","Seedling",0.138006977002594,0.209314549096184
12,"Soon","Subadult",0.112118823716094,0.19919157829668
12,"After","Adult",0.0376865961693772,0.0787942282756006
12,"After","Seedling",0.0923470214299684,0.140844184263126
12,"After","Subadult",0.0866200025784466,0.13832717922451
13,"Soon","Adult",0.120435598883278,0.243766885027646
13,"Soon","Seedling",0.141282364411834,0.225533497268792
13,"Soon","Subadult",0.0849863384325836,0.176351372137167
13,"After","Adult",0.0277788808930703,0.0641905878284356
13,"After","Seedling",0.0611764234193502,0.111792754293763
13,"After","Subadult",0.054399900311318,0.104744391898874
14,"Soon","Adult",0.350002405180725,0.357770000759557
14,"Soon","Seedling",0.335771939866905,0.350697307688555
14,"Soon","Subadult",0.3468599878278,0.354338567990887
14,"After","Adult",0.136173711746427,0.183023841794459
14,"After","Seedling",0.160081365562392,0.223959571613477
14,"After","Subadult",0.166774382085931,0.23293114954709
15,"Soon","Adult",0.207534548823702,0.29379388729255
15,"Soon","Seedling",0.163280083439622,0.24378686988499
15,"Soon","Subadult",0.143693282246474,0.239443350142543
15,"After","Adult",0.0619603736060463,0.10508022012869
15,"After","Seedling",0.0957750612451528,0.142660621719971
15,"After","Subadult",0.0791918331260722,0.134656373798672
16,"Soon","Adult",0.13725996947052,0.226511133582491
16,"Soon","Seedling",0.171500668545449,0.268358628376873
16,"Soon","Subadult",0.14418201342784,0.221245035948686
16,"After","Adult",0.0169592303236788,0.0419468943240176
16,"After","Seedling",0.0838243211953322,0.132685449592078
16,"After","Subadult",0.0486762712455856,0.0990013588506746
17,"Soon","Adult",0.0591271178403364,0.142177295855486
17,"Soon","Seedling",0.116532843894077,0.205068150170747
17,"Soon","Subadult",0.0685623604401359,0.122482748192608
17,"After","Adult",0.0160552937523304,0.0446724798963099
17,"After","Seedling",0.0778529315060702,0.137997218071988
17,"After","Subadult",0.0503933906268378,0.0942508715154149
18,"Soon","Adult",0.229758287391357,0.297102435373509
18,"Soon","Seedling",0.226849506042427,0.290090900244306
18,"Soon","Subadult",0.212341446078115,0.274144596020519
18,"After","Adult",0.0603083096495458,0.10908875067252
18,"After","Seedling",0.0838687810790972,0.134710838862745
18,"After","Subadult",0.0643792098305953,0.105705613229685
19,"Soon","Adult",0.195497582604116,0.295548918441991
19,"Soon","Seedling",0.208951951822877,0.266340932128925
19,"Soon","Subadult",0.191909215096381,0.277436833154176
19,"After","Adult",0.0353628579589354,0.0755584635843073
19,"After","Seedling",0.0940789820131776,0.156066988953842
19,"After","Subadult",0.0711894473848499,0.11433496113381
21,"Soon","Adult",0.0621200312351201,0.159872935297509
21,"Soon","Seedling",0.0997254467832302,0.174853140240655
21,"Soon","Subadult",0.0775768390127195,0.144795026797519
21,"After","Adult",0.0217868722085243,0.0627970591601016
21,"After","Seedling",0.0747937961126161,0.138445090954643
21,"After","Subadult",0.0530984262744906,0.103897090409523
22,"Soon","Adult",0.231501809295111,0.307067478065771
22,"Soon","Seedling",0.277029543292632,0.326483914058223
22,"Soon","Subadult",0.225573912049257,0.285714504369452
22,"After","Adult",0.0352564025829311,0.077010580741684
22,"After","Seedling",0.102786777865411,0.153733769245355
22,"After","Subadult",0.0706666933132212,0.11981243013371
23,"Soon","Adult",0.27997903715415,0.339733147774301
23,"Soon","Seedling",0.258184449694012,0.302186143347599
23,"Soon","Subadult",0.292413315039549,0.333107124792016
23,"After","Adult",0.0817411369115453,0.143883884444125
23,"After","Seedling",0.107885088124295,0.162047386320389
23,"After","Subadult",0.105143900866894,0.150964108736281
24,"Soon","Adult",0.120936260943586,0.239845259418562
24,"Soon","Seedling",0.14537634846834,0.238030677057484
24,"Soon","Subadult",0.0991344238813646,0.174169216505262
24,"After","Adult",0.0257673923083021,0.0670198695362748
24,"After","Seedling",0.0862198510206857,0.139529183001664
24,"After","Subadult",0.0564394886306162,0.108874688311714
25,"Soon","Adult",0.188736200848709,0.274753182056067
25,"Soon","Seedling",0.152109003622534,0.231423172932703
25,"Soon","Subadult",0.170700632459814,0.24848536513894
25,"After","Adult",0.0740376311697663,0.1282500298209
25,"After","Seedling",0.0817430485701682,0.137816225035761
25,"After","Subadult",0.0769929901023828,0.134904365992554
26,"Soon","Adult",0.411563164182635,0.388333278354081
26,"Soon","Seedling",0.343631320226229,0.367088753684955
26,"Soon","Subadult",0.36840550611039,0.353040259042926
26,"After","Adult",0.124226945464336,0.192515967574643
26,"After","Seedling",0.114054704893865,0.173409497275266
26,"After","Subadult",0.120594787269061,0.185713642135885
27,"Soon","Adult",0.103468211113261,0.211572474540961
27,"Soon","Seedling",0.144621842028019,0.243672405153736
27,"Soon","Subadult",0.0769657152596338,0.156929810816435
27,"After","Adult",0.0178143149167163,0.0477134284636478
27,"After","Seedling",0.0755307050552243,0.127945273805158
27,"After","Subadult",0.0396398881215786,0.0817832096636648
28,"Soon","Adult",0.409877564498263,0.366970670175678
28,"Soon","Seedling",0.465692695454687,0.373079141584714
28,"Soon","Subadult",0.429210770385286,0.371459447451617
28,"After","Adult",0.20166027285507,0.259433974657129
28,"After","Seedling",0.226836963324439,0.271322528357589
28,"After","Subadult",0.203979399535396,0.268957755820582
29,"Soon","Adult",0.199266977903262,0.289305186776755
29,"Soon","Seedling",0.200163524974687,0.301970619845114
29,"Soon","Subadult",0.166478813843416,0.263478291001276
29,"After","Adult",0.0513481209101492,0.0971200405111503
29,"After","Seedling",0.0889199349612194,0.144324168133388
29,"After","Subadult",0.0773170794674866,0.143441368468765
30,"Soon","Adult",0.0900485171131739,0.169682276617154
30,"Soon","Seedling",0.154661132700807,0.217703415054718
30,"Soon","Subadult",0.0996976883798609,0.165707708374921
30,"After","Adult",0.00515510829813539,0.0229658695497483
30,"After","Seedling",0.0781109719015092,0.121842586994939
30,"After","Subadult",0.0399582794894048,0.0898577205984246
31,"Soon","Adult",0.134864508384384,0.251074313991586
31,"Soon","Seedling",0.170750328716036,0.259501119755771
31,"Soon","Subadult",0.114727685781123,0.18718361841748
31,"After","Adult",0.0198481242234056,0.0532679954370925
31,"After","Seedling",0.0828234548717355,0.13045975953502
31,"After","Subadult",0.0619966220069439,0.107763887124489
32,"Soon","Adult",0.182772349602676,0.279314714441025
32,"Soon","Seedling",0.182308832664404,0.260435944111195
32,"Soon","Subadult",0.177315140107654,0.269925695259634
32,"After","Adult",0.0675537376590602,0.12612038497172
32,"After","Seedling",0.115450508508278,0.168550174034802
32,"After","Subadult",0.0843058710261997,0.145210054518385
33,"Soon","Adult",0.135214432491402,0.238025783382153
33,"Soon","Seedling",0.152019859053975,0.248424648896651
33,"Soon","Subadult",0.0919445564700545,0.16907813157672
33,"After","Adult",0.0188222883288632,0.0463463615230919
33,"After","Seedling",0.0865570521659545,0.136260285438843
33,"After","Subadult",0.0684733609839515,0.130552408262813
34,"Soon","Adult",0.0617013400566294,0.156387466800026
34,"Soon","Seedling",0.114880525555943,0.17385753245012
34,"Soon","Subadult",0.0768364050529958,0.131512168704588
34,"After","Adult",0.0262658831205655,0.0643506815831257
34,"After","Seedling",0.0793217924580582,0.136782257241391
34,"After","Subadult",0.0526934562455113,0.107761529133415
35,"Soon","Adult",0.247326052951823,0.324205658950741
35,"Soon","Seedling",0.310961020686426,0.336196199609949
35,"Soon","Subadult",0.263699623608333,0.316977140994706
35,"After","Adult",0.0712570507496431,0.132725620097577
35,"After","Seedling",0.109491504510184,0.156145153603623
35,"After","Subadult",0.11710781162183,0.157867620599339
36,"Soon","Adult",0.120677688773888,0.205593774413621
36,"Soon","Seedling",0.124975239554479,0.201321515072018
36,"Soon","Subadult",0.0940380040497803,0.171121358805597
36,"After","Adult",0.0381888612578732,0.0789002305573764
36,"After","Seedling",0.0740976389275379,0.122416012525344
36,"After","Subadult",0.0688176578279824,0.107932047327848
37,"Soon","Adult",0.116472578460416,0.232265763069824
37,"Soon","Seedling",0.147842737004113,0.230445841484112
37,"Soon","Subadult",0.107941856487666,0.188007651449786
37,"After","Adult",0.03711696425502,0.0843321906313197
37,"After","Seedling",0.0970935756925936,0.144642098255771
37,"After","Subadult",0.0700158299276935,0.12263738206324
38,"Soon","Adult",0.135738211640209,0.247649977323819
38,"Soon","Seedling",0.163427203988695,0.228915892688362
38,"Soon","Subadult",0.12584686780312,0.228312211481398
38,"After","Adult",0.0288115503928116,0.0637609438227321
38,"After","Seedling",0.072779541812255,0.113373569561132
38,"After","Subadult",0.0540305235792172,0.0993450684696761
39,"Soon","Adult",0.128965801607275,0.236186605697189
39,"Soon","Seedling",0.144108485091702,0.204378376454609
39,"Soon","Subadult",0.099090315389588,0.169290836084844
39,"After","Adult",0.0399527958643239,0.0787745675539871
39,"After","Seedling",0.0829168125092797,0.132930770401906
39,"After","Subadult",0.0664316806907179,0.115237096537135
40,"Soon","Adult",0.166100182199175,0.26028652531781
40,"Soon","Seedling",0.192619621157946,0.259972900037574
40,"Soon","Subadult",0.131055918408086,0.205828839836832
40,"After","Adult",0.0124913512851163,0.0388613044047018
40,"After","Seedling",0.0744933622352145,0.120084867053994
40,"After","Subadult",0.0558507846428021,0.107098469062085
41,"Soon","Adult",0.151557173010189,0.242721846139363
41,"Soon","Seedling",0.190447253100157,0.242979600630722
41,"Soon","Subadult",0.180918102712207,0.245913521131073
41,"After","Adult",0.0503334260502575,0.102400227519748
41,"After","Seedling",0.0779727916087755,0.127598743537465
41,"After","Subadult",0.0805101822343941,0.130967619755915
42,"Soon","Adult",0.396332403003564,0.345170626094013
42,"Soon","Seedling",0.41600734556633,0.331354309620877
42,"Soon","Subadult",0.394254566621728,0.344167146760027
42,"After","Adult",0.0851191800828148,0.137843842976085
42,"After","Seedling",0.14104566646759,0.208121725786456
42,"After","Subadult",0.138837470567335,0.190601693234361
43,"Soon","Adult",0.147121300190992,0.262757980035062
43,"Soon","Seedling",0.151842448836722,0.235362831987009
43,"Soon","Subadult",0.125798232478358,0.214366624014167
43,"After","Adult",0.0212514911855968,0.0634550172658598
43,"After","Seedling",0.0736382791023664,0.126904056417938
43,"After","Subadult",0.061651717101725,0.127625672910629
44,"Soon","Adult",0.231776937361125,0.290276302918864
44,"Soon","Seedling",0.195616117007857,0.26662876089835
44,"Soon","Subadult",0.174254926578777,0.242888816791816
44,"After","Adult",0.0609921213714955,0.124558717919228
44,"After","Seedling",0.100553002219612,0.161945403702223
44,"After","Subadult",0.112678409633559,0.152114766527919
45,"Soon","Adult",0.124019280494832,0.244105266635883
45,"Soon","Seedling",0.139937916368355,0.219965770333281
45,"Soon","Subadult",0.0986469329338858,0.175431134405075
45,"After","Adult",0.0361745648207837,0.0739578148841313
45,"After","Seedling",0.0777304898378665,0.128451476869275
45,"After","Subadult",0.0473183425651809,0.100244278561414
46,"Soon","Adult",0.185512700363481,0.279725024335239
46,"Soon","Seedling",0.179998158755566,0.269798045029916
46,"Soon","Subadult",0.122523423042354,0.193405631590633
46,"After","Adult",0.0334141322700117,0.0717542028153829
46,"After","Seedling",0.0799025951365801,0.128757854106846
46,"After","Subadult",0.0684686700299559,0.111798355511412
47,"Soon","Adult",0.0684056317065073,0.162869333425521
47,"Soon","Seedling",0.0995402907689493,0.166994500216994
47,"Soon","Subadult",0.0710359352048215,0.140799847971648
47,"After","Adult",0.0181925853884388,0.0493382009255426
47,"After","Seedling",0.099182750426338,0.137645235718012
47,"After","Subadult",0.0472378221083919,0.0928922800566549
49,"Soon","Adult",0.363541453667589,0.357628163194976
49,"Soon","Seedling",0.285962737955504,0.32811602901953
49,"Soon","Subadult",0.27904812439578,0.326467667939661
49,"After","Adult",0.0521870186635305,0.100705771051766
49,"After","Seedling",0.102302521129107,0.146482022768778
49,"After","Subadult",0.0830724500296049,0.130962087721197
50,"Soon","Adult",0.117342430940925,0.232310617014362
50,"Soon","Seedling",0.131783565121795,0.203355134454313
50,"Soon","Subadult",0.102489345119762,0.188966154087285
50,"After","Adult",0.0233741415659324,0.0605943250294805
50,"After","Seedling",0.0808656687927,0.12985242686684
50,"After","Subadult",0.0533693720614402,0.102301133043883
51,"Soon","Adult",0.255148352364614,0.299405080223529
51,"Soon","Seedling",0.20690030829865,0.277623878155333
51,"Soon","Subadult",0.188956439530167,0.264407467453057
51,"After","Adult",0.106776324348308,0.159312122380503
51,"After","Seedling",0.114432357372843,0.155633215370711
51,"After","Subadult",0.104829718851941,0.160288298812381
52,"Soon","Adult",0.060809633794736,0.143155712038701
52,"Soon","Seedling",0.116635449915633,0.205065771284403
52,"Soon","Subadult",0.0710194697540012,0.131204934107964
52,"After","Adult",0.0225140435353601,0.0499891915862066
52,"After","Seedling",0.0777027469594384,0.124176276168291
52,"After","Subadult",0.0569127238953682,0.0982530979941009
53,"Soon","Adult",0.184681942710833,0.291774129652227
53,"Soon","Seedling",0.224231437574545,0.309994225405806
53,"Soon","Subadult",0.184702953721908,0.282029788902343
53,"After","Adult",0.0249678926348134,0.0577679884558434
53,"After","Seedling",0.0773655693486403,0.125687828624304
53,"After","Subadult",0.0625739087910988,0.109596156083479
54,"Soon","Adult",0.332430099897564,0.364403901654772
54,"Soon","Seedling",0.242913910892796,0.303005015957503
54,"Soon","Subadult",0.252508393026254,0.314830279974802
54,"After","Adult",0.0867744433883118,0.136467615582938
54,"After","Seedling",0.115929587779608,0.179246657419323
54,"After","Subadult",0.0860322337732389,0.144408927949488
55,"Soon","Adult",0.138444611587275,0.252520815270384
55,"Soon","Seedling",0.186702334267953,0.259897037428563
55,"Soon","Subadult",0.132659619203863,0.218339911034999
55,"After","Adult",0.0375986836170258,0.0775569123368751
55,"After","Seedling",0.0775127542549902,0.112171332066435
55,"After","Subadult",0.0656957183335579,0.111750126950931
56,"Soon","Adult",0.0837089480009826,0.194152121929917
56,"Soon","Seedling",0.12133399689882,0.19095061771456
56,"Soon","Subadult",0.0757122364190852,0.142969925386934
56,"After","Adult",0.0111571361214707,0.0425406181966291
56,"After","Seedling",0.0626984576368424,0.118454497745086
56,"After","Subadult",0.0498688020687666,0.0984679958924177
57,"Soon","Adult",0.0783629338792832,0.16587622395628
57,"Soon","Seedling",0.117107605952344,0.1927410321306
57,"Soon","Subadult",0.115949016737617,0.206899923552421
57,"After","Adult",0.0243601405450623,0.0593638121683234
57,"After","Seedling",0.0800563135105991,0.141329094852613
57,"After","Subadult",0.0618946522401031,0.111512644495858
58,"Soon","Adult",0.131394820144325,0.243676033201277
58,"Soon","Seedling",0.136854221794964,0.237367570663224
58,"Soon","Subadult",0.120870350908828,0.231461369677672
58,"After","Adult",0.0391414546236267,0.086777056905792
58,"After","Seedling",0.0813792660385169,0.139966499709847
58,"After","Subadult",0.0636404948844599,0.110697923839828
59,"Soon","Adult",0.304336954301119,0.335983267967801
59,"Soon","Seedling",0.320069080600381,0.340880034469902
59,"Soon","Subadult",0.299672392485435,0.362697839692631
59,"After","Adult",0.0467968400689445,0.0947493380953087
59,"After","Seedling",0.0909633297639829,0.134684787929253
59,"After","Subadult",0.086862807104939,0.13287950178065
60,"Soon","Adult",0.127892072418466,0.213493675061753
60,"Soon","Seedling",0.185998591185897,0.261322217335011
60,"Soon","Subadult",0.108795856912256,0.176469795559825
60,"After","Adult",0.016313766202499,0.0466508519611742
60,"After","Seedling",0.0972854262248025,0.147218947633605
60,"After","Subadult",0.0646608986749514,0.110077197464474
61,"Soon","Adult",0.318115142144426,0.341577081310862
61,"Soon","Seedling",0.331366028626822,0.358717894977142
61,"Soon","Subadult",0.321565745828839,0.358577136369463
61,"After","Adult",0.0592994178294779,0.11999582238285
61,"After","Seedling",0.123065270466406,0.179169112163423
61,"After","Subadult",0.108691225769239,0.162831806779349
62,"Soon","Adult",0.289020804526399,0.343131418021715
62,"Soon","Seedling",0.283678998337385,0.318507905713306
62,"Soon","Subadult",0.261968927551362,0.320032596561585
62,"After","Adult",0.0535908200522974,0.103204700010578
62,"After","Seedling",0.073975869858566,0.120700803005452
62,"After","Subadult",0.0809844124926939,0.126727221308454
63,"Soon","Adult",0.119340133027195,0.23157598224822
63,"Soon","Seedling",0.177144577372698,0.263754839449782
63,"Soon","Subadult",0.0895906257633664,0.15764943599378
63,"After","Adult",0.0187321538445768,0.0555272996984502
63,"After","Seedling",0.0618559467324432,0.113620038653134
63,"After","Subadult",0.0469481862676629,0.0964131523304199
64,"Soon","Adult",0.338291729536597,0.343502823350771
64,"Soon","Seedling",0.359095597576172,0.348558873822751
64,"Soon","Subadult",0.321612705090808,0.328469830417104
64,"After","Adult",0.0419992107492935,0.0928577493742059
64,"After","Seedling",0.0982280882158037,0.144457576260246
64,"After","Subadult",0.0837898279649272,0.135168577255849
65,"Soon","Adult",0.200930460215582,0.292031328491666
65,"Soon","Seedling",0.214739041570848,0.28188282817139
65,"Soon","Subadult",0.14242142500794,0.225979708451582
65,"After","Adult",0.0485472183515257,0.105890096805732
65,"After","Seedling",0.0868103167266694,0.133216496578988
65,"After","Subadult",0.0695942291704127,0.127411895146816
66,"Soon","Adult",0.199121179124218,0.292999251555729
66,"Soon","Seedling",0.245122035843617,0.320154424644947
66,"Soon","Subadult",0.141902620264069,0.247487620724176
66,"After","Adult",0.0177267915988318,0.0557565259663572
66,"After","Seedling",0.0831370867306961,0.122419133899359
66,"After","Subadult",0.0646332245787211,0.116037017275608
67,"Soon","Adult",0.25891854256585,0.308914664869879
67,"Soon","Seedling",0.280440884789394,0.316766026559445
67,"Soon","Subadult",0.280498110820328,0.307058195998137
67,"After","Adult",0.0675960021634052,0.113300152992686
67,"After","Seedling",0.107407963828253,0.164540623602569
67,"After","Subadult",0.110214900130644,0.154342194829737
68,"Soon","Adult",0.349284981055661,0.346391243261421
68,"Soon","Seedling",0.242063333537576,0.320681735906636
68,"Soon","Subadult",0.276110844037716,0.316823014102821
68,"After","Adult",0.0926957827515892,0.153263885274607
68,"After","Seedling",0.128861033786322,0.199488460222697
68,"After","Subadult",0.110206785462804,0.18875519505729
69,"Soon","Adult",0.144271945436511,0.254605877140177
69,"Soon","Seedling",0.152741459370202,0.228671291700293
69,"Soon","Subadult",0.134698565127446,0.213381305651721
69,"After","Adult",0.0618285660297773,0.12014209453345
69,"After","Seedling",0.103143806573169,0.149637990280442
69,"After","Subadult",0.0878713787675746,0.154922609228652
70,"Soon","Adult",0.104717774906197,0.218172878889248
70,"Soon","Seedling",0.154164690723357,0.242093187276228
70,"Soon","Subadult",0.0854430059263876,0.17208023846728
70,"After","Adult",0.0353390456839432,0.0774740117831912
70,"After","Seedling",0.0707088570602021,0.119009460537787
70,"After","Subadult",0.0549540539319255,0.106083253173917
71,"Soon","Adult",0.277850960275075,0.328568549534524
71,"Soon","Seedling",0.282657710096504,0.353012646706662
71,"Soon","Subadult",0.235346059027879,0.304751049408449
71,"After","Adult",0.0434780752702852,0.0879566205307146
71,"After","Seedling",0.0824183052425579,0.137153383807304
71,"After","Subadult",0.0620224233290505,0.109091330110964
72,"Soon","Adult",0.105204949605537,0.179514796309035
72,"Soon","Seedling",0.120914955648546,0.164023933501898
72,"Soon","Subadult",0.111038481215407,0.161972443736012
72,"After","Adult",0.0484057534591224,0.108542656264123
72,"After","Seedling",0.0763394119492698,0.126093153388458
72,"After","Subadult",0.072299818668443,0.129882040443683
73,"Soon","Adult",0.0623838236161481,0.151760047887582
73,"Soon","Seedling",0.120098351536899,0.189416284514055
73,"Soon","Subadult",0.0791563209580156,0.147257426501499
73,"After","Adult",0.0212375251212663,0.0515438894767164
73,"After","Seedling",0.0657657112498033,0.115423377008494
73,"After","Subadult",0.0446828964522611,0.0847847011830522
74,"Soon","Adult",0.0813724425043055,0.166627591343351
74,"Soon","Seedling",0.158024879520083,0.248821287059311
74,"Soon","Subadult",0.107429706170342,0.192012414746253
74,"After","Adult",0.0407205647607076,0.0833515068932154
74,"After","Seedling",0.0758119131339553,0.132216777575131
74,"After","Subadult",0.0597365543690927,0.106276274802248
75,"Soon","Adult",0.188449692250759,0.287492723034368
75,"Soon","Seedling",0.21131068167568,0.286086379901023
75,"Soon","Subadult",0.178489426104908,0.267150895932092
75,"After","Adult",0.0211897229997857,0.0567628734229117
75,"After","Seedling",0.0771442004943799,0.1354302661823
75,"After","Subadult",0.0549051163893629,0.104223037607601
76,"Soon","Adult",0.122646222408832,0.229136957100588
76,"Soon","Seedling",0.155632401319937,0.254607611271473
76,"Soon","Subadult",0.0978021727385481,0.180088455061751
76,"After","Adult",0.010032566965053,0.033893227159344
76,"After","Seedling",0.0713541882555037,0.12209965428825
76,"After","Subadult",0.0500952328180058,0.0961945049396355
77,"Soon","Adult",0.150053035252748,0.246794742585362
77,"Soon","Seedling",0.223544484336021,0.281149677747435
77,"Soon","Subadult",0.12851107612482,0.202361113442753
77,"After","Adult",0.0126393210974671,0.0376557638221982
77,"After","Seedling",0.062360438531775,0.112453490844794
77,"After","Subadult",0.0508270482090102,0.0919310158527947
78,"Soon","Adult",0.355947047953444,0.341177596216832
78,"Soon","Seedling",0.414968181359373,0.354357987637426
78,"Soon","Subadult",0.367840297513279,0.341750892056016
78,"After","Adult",0.0859038100571096,0.136689084432452
78,"After","Seedling",0.152565764267865,0.212180694879715
78,"After","Subadult",0.120085018443504,0.191469223920243
79,"Soon","Adult",0.18505124550393,0.26719989040184
79,"Soon","Seedling",0.208880182493485,0.285555533601256
79,"Soon","Subadult",0.175615896379937,0.265551882653488
79,"After","Adult",0.0588478735720653,0.11390799161047
79,"After","Seedling",0.0914281581266027,0.138308555051365
79,"After","Subadult",0.084210627421252,0.148242670233225
80,"Soon","Adult",0.0669177983134392,0.175100671823818
80,"Soon","Seedling",0.108419235535541,0.179969630704257
80,"Soon","Subadult",0.0562290620979268,0.123944356591016
80,"After","Adult",0.016926909543819,0.0457193955803716
80,"After","Seedling",0.0611802739682994,0.107324697454253
80,"After","Subadult",0.0485151770099257,0.100077092411848
81,"Soon","Adult",0.214938991453678,0.308630731035779
81,"Soon","Seedling",0.245220842344435,0.319345494423023
81,"Soon","Subadult",0.143053323521079,0.261617574836899
81,"After","Adult",0.0246296205073089,0.0580617329356717
81,"After","Seedling",0.0795099746412025,0.122651662801022
81,"After","Subadult",0.0617518824807877,0.12002731111989
82,"Soon","Adult",0.0658934752519404,0.138527531542128
82,"Soon","Seedling",0.122971837716287,0.196332569808385
82,"Soon","Subadult",0.0778866610342313,0.147630577126816
82,"After","Adult",0.0291139419558895,0.0668219068151814
82,"After","Seedling",0.0827588464296664,0.128560039103407
82,"After","Subadult",0.0527157000319319,0.0993270329300971
83,"Soon","Adult",0.191983465194036,0.294114139964247
83,"Soon","Seedling",0.198815961914206,0.264376509418661
83,"Soon","Subadult",0.195005886389004,0.292706343119459
83,"After","Adult",0.0346499465739513,0.0709544528406049
83,"After","Seedling",0.0863007419409916,0.127892051961628
83,"After","Subadult",0.0696502778282353,0.110583458418871
84,"Soon","Adult",0.0491385048282695,0.129959582186784
84,"Soon","Seedling",0.100314133991424,0.188224424967414
84,"Soon","Subadult",0.0739150736186394,0.126762407870246
84,"After","Adult",0.0237904098318115,0.0653198466719176
84,"After","Seedling",0.0972124436807725,0.146413972108565
84,"After","Subadult",0.0489373297525791,0.0884345873792337
85,"Soon","Adult",0.114539737610011,0.21579354810467
85,"Soon","Seedling",0.141875784089087,0.207276239628236
85,"Soon","Subadult",0.118174376132709,0.18140141424095
85,"After","Adult",0.043377488051092,0.094420304929747
85,"After","Seedling",0.105806873494784,0.157246038891648
85,"After","Subadult",0.0727712080829054,0.122172744430685
86,"Soon","Adult",0.105292846388571,0.230592539213884
86,"Soon","Seedling",0.174062826176014,0.250590130441803
86,"Soon","Subadult",0.102711760810231,0.178850348594033
86,"After","Adult",0.015838425265143,0.0462192344904152
86,"After","Seedling",0.0742220900246845,0.122339382510716
86,"After","Subadult",0.0519442826505736,0.0939506290086372
87,"Soon","Adult",0.373984815638656,0.364867423179423
87,"Soon","Seedling",0.285234639626136,0.340253954541641
87,"Soon","Subadult",0.259957373586023,0.319822950781588
87,"After","Adult",0.102565077748414,0.154790301425138
87,"After","Seedling",0.140368187257785,0.182000150956529
87,"After","Subadult",0.132318876429096,0.189911416274404
88,"Soon","Adult",0.157290097183175,0.260563720522472
