"param_iteration","timeperiod","pop_struct","pop_size","mean_MR","sd_MR"
32,"After",1552180.43928062,2395625,0.0645924087678176,0.118103140620123
33,"Before",155073.619449719,239895,0.481861591379693,0.377071262879508
33,"Soon",1356985.26512067,2125926,0.0724886133336011,0.1279408417932
33,"After",1542431.13876119,2417490,0.0727476920377131,0.126514110031645
34,"Before",222000.408402095,253710,0.666365553492944,0.340436185145067
34,"Soon",1828546.30010708,2178874,0.0783795450751081,0.135354640505146
34,"After",2085639.6613659,2486755,0.079196486732949,0.1351571152308
35,"Before",235921.312024226,255212,0.570221233994116,0.371923343961864
35,"Soon",1884145.15054078,2192287,0.0428712310903037,0.0917425698690141
35,"After",2141789.38893088,2500111,0.042115820033102,0.0901527792899574
36,"Before",124142.931599479,243643,0.490151008757497,0.376096619065366
36,"Soon",1197196.64223617,2100618,0.058779523534317,0.111771271326706
36,"After",1361356.33517259,2386462,0.0594012933276726,0.112226803888688
37,"Before",144812.808801572,243225,0.500275266829184,0.372535198864001
37,"Soon",1359206.49779975,2128678,0.0673427958862541,0.121074370264761
37,"After",1548106.15052261,2428209,0.0655075981223908,0.119864505090877
39,"Before",83066.7661547612,230186,0.434114422910203,0.372494176985969
39,"Soon",874246.494192207,2015201,0.0589160491678549,0.112624347803688
39,"After",976743.920346906,2260792,0.0570897600428995,0.110634047455453
40,"Before",123934.973349014,242810,0.461830571606749,0.371746267502238
40,"Soon",1133666.36701651,2054960,0.0441739785208265,0.0942746121927845
40,"After",1300639.19115666,2375660,0.0438080742665163,0.0940750427766927
41,"Before",193467.519663393,254752,0.560588086896747,0.380775759680124
41,"Soon",1587764.78232315,2161803,0.059269269294968,0.111223254408666
41,"After",1812464.18319996,2465830,0.0611148215847447,0.1133351922414
42,"Before",228141.253033717,251974,0.624653882044239,0.354426696213016
42,"Soon",1918532.24828566,2184943,0.153106494963662,0.213464289909732
42,"After",2207340.1502217,2507641,0.139066833718461,0.200538405995093
43,"Before",188225.377943332,251289,0.476660317230196,0.3614233539518
43,"Soon",1637967.96514667,2196483,0.0673789135689011,0.120858659469614
43,"After",1834307.9438721,2467770,0.07024113174714,0.124365047069532
44,"Before",120818.086206291,243049,0.357254392946249,0.3495979811004
44,"Soon",1188586.4081382,2068146,0.106199998432976,0.163541565881715
44,"After",1348899.1032549,2343593,0.105185240707403,0.160949328666073
45,"Before",60038.8247461547,227676,0.359984482819699,0.348253948297556
45,"Soon",623881.901242007,1964161,0.0517584898847263,0.105572176079237
45,"After",706339.749716799,2210054,0.0484407272718212,0.10050159600488
46,"Before",95051.5717017896,237345,0.423778618980205,0.37327402152919
46,"Soon",973860.216093308,2068457,0.0559149325646083,0.108919780988202
46,"After",1093017.34072476,2324510,0.0537998559470786,0.106008485187782
47,"Before",106388.921828816,241488,0.479792690556207,0.368910917927966
47,"Soon",1090305.33652557,2075438,0.0649673433537303,0.118751616195563
47,"After",1231954.55165492,2363048,0.0657326388334445,0.119622636973916
48,"Before",219419.602468964,254139,0.575674452399634,0.373901382345931
48,"Soon",1811537.36749906,2189916,0.0555080221418762,0.106584272242533
48,"After",2040089.20027422,2467359,0.0547978554938747,0.106377106386117
49,"Before",243623.422649166,250981,0.454115572939498,0.376090048397865
49,"Soon",1965824.23076913,2200685,0.0505176268465448,0.100704231013197
49,"After",2235358.12121942,2500860,0.050672479983611,0.101965810299626
50,"Before",181744.43000136,247586,0.624297800435138,0.34568620833254
50,"Soon",1518048.81938157,2164139,0.0472800201953695,0.0973689104763247
50,"After",1709522.67212971,2444314,0.0471401071094284,0.0970956784335897
51,"Before",149903.380419882,246623,0.428654627994334,0.360713754324104
51,"Soon",1202515.77697858,2087519,0.050826668723514,0.102424773449845
51,"After",1335647.59009064,2348195,0.0501097760637082,0.101097380918676
52,"Before",235093.24543621,253223,0.344885073437302,0.351133995729876
52,"Soon",1955984.14598319,2205034,0.093074953950747,0.149648460512877
52,"After",2232850.49139557,2517831,0.0878804970754637,0.145533990213688
53,"Before",88485.5444357703,238293,0.528832882234278,0.369676361281688
53,"Soon",876383.970873258,2026978,0.0417945355211139,0.0921928415399991
53,"After",982267.995192259,2280697,0.0415525462045246,0.0917659339860032
54,"Before",223778.589398827,256714,0.236532638046367,0.275744452900146
54,"Soon",1896205.88947271,2231004,0.130799336120478,0.188157673010229
54,"After",2147961.13859789,2526694,0.133602525567279,0.19180885295816
55,"Before",58642.816527607,231369,0.443351450971651,0.374047952222546
55,"Soon",600434.708627809,1973611,0.122415158755366,0.190324240197851
55,"After",689628.137051676,2257978,0.0951667057572946,0.151049237674288
56,"Before",227967.022226476,249968,0.527702201145426,0.377323311058039
56,"Soon",1859788.97220688,2181913,0.0313271577125216,0.0765982841819782
56,"After",2108003.86113366,2491873,0.0313577916454979,0.0765454977709662
57,"Before",137498.299534391,245318,0.424097650636028,0.3703303376899
57,"Soon",1227019.00768529,2094231,0.0575707264424512,0.109924028722527
57,"After",1383566.02484769,2366098,0.0565755824197976,0.109125243063626
58,"Before",114608.302827576,237927,0.506253383688546,0.373191653529747
58,"Soon",1110384.38769518,2080840,0.0534431870804519,0.105063985164326
58,"After",1242694.17692756,2354122,0.0542472928816654,0.106230424608561
59,"Before",85299.2022847401,238657,0.691808240202629,0.326421192509074
59,"Soon",678834.528004279,1950691,0.037813317299315,0.0880610911273907
59,"After",838053.78448912,2309586,0.036672045612714,0.0853323990849444
60,"Before",126370.4646728,241465,0.56676010960083,0.364936928949035
60,"Soon",1081006.59645756,2052818,0.0366583900273485,0.0853344857200097
60,"After",1235572.93877773,2339977,0.0373210733689926,0.0862193475086538
61,"Before",232174.628771306,255641,0.511723531292,0.38679426878167
61,"Soon",1870139.95711115,2199840,0.0443926454077562,0.0929368971078743
61,"After",2128666.65367862,2506827,0.0439908672381567,0.0924492366387518
62,"Before",94744.3174135453,234045,0.336397477413283,0.351179244459789
62,"Soon",1040020.66495833,2057424,0.111326008952709,0.174810412593723
62,"After",1193107.57519526,2346284,0.10440741941156,0.162688906379101
63,"Before",145035.146286747,246050,0.489635018321742,0.367865893202201
63,"Soon",1214468.26501438,2101362,0.0490142966912938,0.100067488622578
63,"After",1392190.04095971,2388858,0.0480092151444932,0.0984743287943727
64,"Before",67946.4694192865,229499,0.442746547870248,0.373402007676918
64,"Soon",707969.131434161,2008129,0.215679909578579,0.279771321874873
64,"After",830752.403858116,2289250,0.157501467952194,0.218609472581049
65,"Before",226297.552111726,253896,0.598102926454701,0.358787990180407
65,"Soon",1846533.96913772,2195200,0.0535416512764812,0.105032656120178
65,"After",2070587.1422517,2461107,0.0521211604970583,0.103201385431924
66,"Before",242935.480068892,263579,0.423502511791706,0.36409781276934
66,"Soon",1921151.2482144,2224592,0.051206181200262,0.101205158966274
66,"After",2173339.0427008,2519080,0.0520428867197626,0.102364531841705
67,"Before",225146.628600074,245501,0.53671785663287,0.353649373887828
67,"Soon",1638278.14282376,2146690,0.0456352443791722,0.0954543645529064
67,"After",1884852.01337715,2429344,0.0421974286507133,0.0907892775047125
68,"Before",218271.104700388,254081,0.526062943515477,0.356067949880211
68,"Soon",1708870.21741903,2181614,0.0432011200506542,0.0921372586048844
68,"After",1929627.95668332,2464874,0.0422385809850366,0.0908127527241305
69,"Before",96674.0147870457,234941,0.529273455395899,0.381703348679066
69,"Soon",936666.885928911,2032508,0.0505621758022052,0.102420559187688
69,"After",1058283.31275676,2288400,0.0487996248997462,0.0999896351771325
70,"Before",80326.8371556912,241335,0.585664427256269,0.372169984154526
70,"Soon",785055.826082563,1985001,0.0532651010147113,0.107476606248488
70,"After",889091.088912708,2290232,0.0509571365367189,0.103088199195921
71,"Before",229926.497933378,258062,0.475840278633381,0.370533495271731
71,"Soon",1856296.20886401,2216781,0.0483214787345081,0.0982636890605031
71,"After",2122302.31780136,2535474,0.0484134757068661,0.0979894835506337
72,"Before",76869.5033548841,225502,0.53152273737621,0.37196893910681
72,"Soon",753849.501273889,1952168,0.0367030934866769,0.0864172784572887
72,"After",860866.156993441,2239741,0.0365351516877606,0.0863751750836414
73,"Before",146559.638841332,239738,0.574151286481495,0.362311941526663
73,"Soon",1288828.73599133,2101580,0.060528414330824,0.113352508705371
73,"After",1471921.56008068,2381835,0.0601569337502005,0.113129533821702
74,"Before",197006.775279561,252666,0.443310133784555,0.370377557319287
74,"Soon",1653756.55234091,2173520,0.0837083519836457,0.13836713431618
74,"After",1846778.35772806,2436814,0.0883231943815286,0.144304394722886
75,"Before",119232.793534389,242134,0.451762114588718,0.369503365100424
75,"Soon",1034802.40628699,2065371,0.0417743576355318,0.0919525920877818
75,"After",1167962.20885812,2336452,0.0411880489160486,0.091435448451842
76,"Before",20992.8588417048,86514,0.404139934809317,0.371589932438006
76,"Soon",143352.416423043,592908,0.0177873127825849,0.0587343956449182
76,"After",292159.660821901,1217807,0.0182855844091419,0.0594761313296646
77,"Before",172981.2119823,250943,0.47089411274938,0.362647563621567
77,"Soon",1478125.94795631,2158179,0.0541240027350706,0.105689469134826
77,"After",1656209.43305589,2416047,0.0546571960969539,0.106151620181269
78,"Before",196422.376584425,252127,0.527278798455035,0.37933767880754
78,"Soon",1615753.38423692,2171915,0.0531602433211936,0.104490276116122
78,"After",1850720.84291524,2488128,0.0529886080851042,0.104182572530819
79,"Before",84999.9929815821,235301,0.429697979159136,0.368895190361614
79,"Soon",871066.555105051,2013868,0.0454940022133729,0.0963056161435294
79,"After",984036.095413474,2270726,0.0460803154394729,0.0975083469305816
80,"Before",235704.812991055,255633,0.404486191407521,0.348193122611214
80,"Soon",1937237.39647024,2184792,0.0365586468345245,0.0834996464194881
80,"After",2203320.17908943,2483781,0.0357997264258115,0.0819284549741056
81,"Before",234054.664199615,250635,0.548419040234158,0.350412181537945
81,"Soon",1834242.6586628,2167790,0.0277228487668942,0.0710762515026716
81,"After",2082061.32435125,2454592,0.0268981451452858,0.0700449577592897
82,"Before",121236.901445117,235089,0.516889381714637,0.382441241277817
82,"Soon",1189448.27049403,2092155,0.137600126838625,0.201778389430082
82,"After",1351578.86773955,2363512,0.12273247053082,0.181262667000827
83,"Before",124946.759524318,245320,0.523279839383541,0.357816042897623
83,"Soon",1187733.54494154,2099300,0.0518136012283242,0.10369737623178
83,"After",1334552.15667642,2354245,0.0521707793910769,0.104090951731253
84,"Before",236613.646394278,258462,0.537277964261958,0.386965210814405
84,"Soon",1941670.4145705,2223617,0.08301163841447,0.13786630897529
84,"After",2188609.48279273,2515534,0.0815127973341446,0.137057542703111
85,"Before",212893.463089625,243936,0.494745363878436,0.389854252083377
85,"Soon",1363907.00785116,2094908,0.0553041808893544,0.110788432603754
85,"After",1562214.16567649,2375920,0.0488049113142141,0.100201524408398
86,"Before",131754.542453389,241257,0.42630807535558,0.372075305942355
86,"Soon",1185167.52822823,2074865,0.0642867280662171,0.119119826553938
86,"After",1365084.67222405,2395880,0.0655314231264453,0.120758495977142
87,"Before",195495.666871796,251758,0.486108309511836,0.378802941616884
87,"Soon",1518620.64672226,2141284,0.0401723472003823,0.0886436744809972
87,"After",1723910.74806825,2438522,0.0397416861885718,0.0885773708085863
88,"Before",69784.8992745721,240958,0.69747538639289,0.315540366552462
88,"Soon",618782.35084553,1779411,0.048674723686411,0.102511413725538
88,"After",768357.659816264,2196861,0.0469564293099942,0.0991526645321728
89,"Before",105049.827781512,242650,0.598313070183565,0.369244506819084
89,"Soon",804366.591416784,2023351,0.0340044644426003,0.0826159822748962
89,"After",931524.375965058,2310400,0.0336614226932354,0.0813793229512242
90,"Before",211104.945272283,251585,0.476623204498465,0.364696455665688
90,"Soon",1776473.86754771,2196548,0.126741899076422,0.185010386048168
90,"After",1990739.727082,2461943,0.117535815840316,0.177018238560731
91,"Before",226914.299728703,250949,0.374180290254241,0.357989349530638
91,"Soon",1829344.35412202,2182458,0.0381423256245964,0.0850734511090886
91,"After",2049080.20985735,2468726,0.0388525891443253,0.0862035465617572
92,"Before",213646.264059562,252800,0.595149729396494,0.374659945427638
92,"Soon",1683725.5321504,2168218,0.050496473254041,0.100879024722931
92,"After",1936776.83229373,2489976,0.0500818096925972,0.100298878096264
93,"Before",230061.551454527,257852,0.467981872284419,0.366092773523563
93,"Soon",1889161.62928401,2218350,0.0689293940270314,0.122662932773455
93,"After",2179849.45698308,2557597,0.0676248525883229,0.120450558925934
94,"Before",242056.210428967,260909,0.451274833218674,0.362503107960594
94,"Soon",1995307.08474714,2229128,0.111738976596604,0.169847738619344
94,"After",2270476.53416372,2543766,0.110441371484469,0.167870541424643
95,"Before",205798.929393232,250366,0.531343281655773,0.364148037494164
95,"Soon",1679290.85512024,2160303,0.0525419665910187,0.103353544929529
95,"After",1933866.83820413,2492913,0.0513884611694086,0.102112517959969
96,"Before",209070.614368649,229341,0.360425357019033,0.346458846380812
96,"Soon",536974.242467447,1838370,0.0282701339984067,0.0732967586057576
96,"After",643275.059515254,2252578,0.0262969123478829,0.0705784911865057
97,"Before",82876.4161794131,235156,0.565678936126054,0.382993226299213
97,"Soon",841098.527858131,1999363,0.150206848065554,0.216287518800362
97,"After",974808.860154332,2304780,0.130904635879764,0.189138587527959
98,"Before",190208.736463358,248761,0.568482331897087,0.372166779927734
98,"Soon",1692459.91220309,2198432,0.124067484734973,0.181500497159941
98,"After",1910557.22452235,2490849,0.123326549311506,0.182530760459511
99,"Before",230634.320772289,240897,0.62881158522931,0.357366533857498
99,"Soon",1210207.06725321,2077499,0.0456315998349869,0.0982088527953669
99,"After",1379841.32283984,2354816,0.0429595104364047,0.0913003025474184
100,"Before",235787.905359379,251796,0.581337442359999,0.355502578085027
100,"Soon",2002122.38653183,2202954,0.0789378008455187,0.136188525280668
100,"After",2268770.9301601,2495992,0.0754228399634544,0.131282218239231
101,"Before",135070.170125425,243204,0.621675301995241,0.347219396654833
101,"Soon",1258505.86830463,2105787,0.0570845624609291,0.109720764676417
101,"After",1426984.85987153,2400941,0.0574323204987568,0.10995514057728
102,"Before",202758.723983297,255301,0.592470404752034,0.365105090128721
102,"Soon",1645774.23414024,2180238,0.048854952421151,0.0986454450996328
102,"After",1859023.45756869,2465067,0.0499560777273323,0.100414153831491
103,"Before",194828.807438204,254137,0.563477587121011,0.367045028419563
103,"Soon",1620096.52138346,2153444,0.0909574681268141,0.147812660088865
103,"After",1840386.31413193,2447013,0.0914102719165149,0.147474728423114
104,"Before",57696.7687480029,229107,0.619684772973206,0.364510592041736
104,"Soon",353846.166763973,1232403,0.0286889812085683,0.0762187077476907
104,"After",622158.541655201,2162017,0.0288039294563939,0.0768129223746085
105,"Before",114390.831189612,209262,0.527622612073547,0.372626645608051
105,"Soon",1287052.25453559,2103007,0.0970819646315898,0.154885183394655
105,"After",1471013.01309479,2402833,0.095306916035535,0.153085051841525
106,"Before",111609.07418912,244024,0.508304979957367,0.380652501522362
106,"Soon",1033400.82952416,2074478,0.0522046060560701,0.104453697072888
106,"After",1175198.92696827,2357814,0.0510686177812117,0.102650493861176
107,"Before",232467.874885356,254320,0.598024216754543,0.364724147395833
107,"Soon",1801000.2896285,2180810,0.0335107809508844,0.0800299072372328
107,"After",2052020.39820132,2484052,0.0334323852044788,0.0795926083111446
108,"Before",222784.195351111,256464,0.431891021271415,0.372254928337228
108,"Soon",1860039.23387655,2202251,0.104953455360456,0.162219827011335
108,"After",2107503.76597435,2500645,0.100920434033286,0.157493716692742
109,"Before",97146.9526270067,236644,0.497061647279357,0.369788410479751
109,"Soon",958616.947795696,2039848,0.0439349599740872,0.0944923003937289
109,"After",1068793.94098475,2265809,0.0444242275800156,0.0951424177749369
110,"Before",102013.639753448,237832,0.454285879858004,0.361207988556335
110,"Soon",1037198.82351033,2047816,0.0746540322684793,0.129246836346274
110,"After",1201475.63728405,2350378,0.0734183902363309,0.130050669878423
111,"Before",84636.667930526,234555,0.679627763663484,0.330821876511536
111,"Soon",756630.204115095,2052044,0.112479409867412,0.189222843215131
111,"After",866244.727327639,2303379,0.0812024580085153,0.135709677976293
112,"Before",209909.408492387,245657,0.527178682506449,0.377256071984181
112,"Soon",1752739.14526909,2152528,0.0899779264709267,0.149228141570006
112,"After",2009888.48036162,2450541,0.0837954905621093,0.139968359328147
113,"Before",218058.847188852,255201,0.525603223927872,0.378767114095283
113,"Soon",1797160.77604874,2206197,0.0583317662395681,0.110083395320086
113,"After",2054683.69910038,2523637,0.0581013301090699,0.109286246071791
114,"Before",178236.000478597,239459,0.585129111196891,0.378227870419536
114,"Soon",1190484.59560822,2055704,0.0327001360397516,0.0792483912326245
114,"After",1376401.85517768,2363705,0.0320402696540711,0.0790032715767113
115,"Before",164564.668170193,247813,0.45445969686689,0.376287130537626
115,"Soon",1359627.99892975,2107035,0.0922115044868983,0.153894201724678
115,"After",1559966.14028712,2407980,0.0870392749019975,0.143076560442063
116,"Before",221691.834380021,253272,0.372803122555849,0.373576560962393
116,"Soon",1750372.19390469,2174360,0.0413114732968596,0.0892529693086963
116,"After",2008005.28451563,2498905,0.0416365220855516,0.0898678366754019
117,"Before",113556.601355262,239402,0.591503091840195,0.356106209205827
117,"Soon",1152036.63428358,2062923,0.0961215254545348,0.153476212114841
117,"After",1289570.36948517,2341988,0.0944681349164119,0.151477236740731
118,"Before",235958.681795034,255957,0.594117458637724,0.381868159045605
118,"Soon",1905054.89478654,2220889,0.0476955553900241,0.0969580402610726
118,"After",2174096.23687031,2535187,0.0476393581693847,0.0973423977383938
119,"Before",117398.175281582,233824,0.488745001558342,0.380981461429181
119,"Soon",1107029.26675,2060012,0.04543212831928,0.0956403251985336
119,"After",1247505.46136049,2314904,0.0465516991145695,0.0972702351386044
120,"Before",83966.5672799323,230042,0.531346645162474,0.370642855480232
120,"Soon",813405.803531276,2034635,0.0404076253169964,0.090574660965325
120,"After",921419.613728101,2301584,0.0398007199529733,0.0902246218539439
121,"Before",17324.1721282231,74223,0.55400388166293,0.384595867968234
121,"Soon",62554.884333419,261486,0.0511728590419523,0.103768288238784
121,"After",79906.6339432037,324899,0.0458611918294813,0.0967794085265061
122,"Before",141662.030120996,247296,0.387944735910442,0.350953901213053
122,"Soon",1304263.53814683,2098691,0.0693163340025725,0.123309886316997
122,"After",1507696.984071,2411386,0.0693631397435301,0.123425567257955
123,"Before",218518.16742368,258517,0.527354995784113,0.368784586797974
123,"Soon",1746785.43171681,2200768,0.0541501917601686,0.104726858110402
123,"After",2003247.12754934,2524338,0.055004986746744,0.105969537905466
124,"Before",221206.006666567,250542,0.477447301463594,0.376512027092671
124,"Soon",1759910.19426661,2189946,0.0415586518276708,0.0903318236598616
124,"After",1985392.01364158,2461258,0.0404324167262042,0.0883571380328414
125,"Before",89703.1306045412,242817,0.451616334544664,0.377706508490031
125,"Soon",856822.283479387,2029366,0.0452606162719701,0.0965044147958401
125,"After",963933.803231666,2255890,0.0460180494123186,0.0978803954920273
126,"Before",237526.19418485,257480,0.5775848945665,0.37236453410541
126,"Soon",1918407.8335788,2208630,0.0416929230419304,0.0899224665648484
126,"After",2186672.16429095,2521295,0.0427509433812893,0.0914252502569049
127,"Before",97353.0815818344,233336,0.474183716058893,0.369892251828234
127,"Soon",972520.579198933,2019420,0.0464468804391618,0.0974721299620616
127,"After",1115013.5566435,2302545,0.0469066264558875,0.0982120333404316
128,"Before",172910.905483148,253797,0.488491730510862,0.376248866526393
128,"Soon",1517500.68032807,2168908,0.0656697350081036,0.118481049499694
128,"After",1723287.29105182,2469176,0.0652217365963352,0.118943079219278
129,"Before",186874.934201017,248222,0.361669567600219,0.338328466006814
129,"Soon",1545447.29233256,2111955,0.0738158968852455,0.129160688484727
129,"After",1797903.6341985,2443986,0.0739195614150597,0.128337908266512
130,"Before",84912.9620570122,216946,0.535359360460122,0.369361752749114
130,"Soon",874971.351099782,1992876,0.0466122953712519,0.097970005895964
130,"After",1004559.53360854,2281753,0.046883495382008,0.0978024377543285
131,"Before",226960.880471808,256101,0.500697841360164,0.388530871185602
131,"Soon",1838021.13333849,2159887,0.118284971537919,0.174874807512488
131,"After",2165932.43158211,2543465,0.113517140215045,0.172813876289029
132,"Before",201946.433127199,249635,0.539401857938581,0.373682504681104
132,"Soon",1547514.57192636,2141328,0.0434090123512247,0.0931838874229969
132,"After",1773981.87691321,2450198,0.0433969731254737,0.0924817607350871
133,"Before",228444.38269135,254542,0.481083419930978,0.369396262412248
133,"Soon",1864586.31173654,2216574,0.0473317572166914,0.0972192634672901
133,"After",2128283.15192123,2532803,0.0462640880414806,0.0952772307281725
134,"Before",230509.690489894,255479,0.442912599764698,0.373888216260569
134,"Soon",1913497.36784623,2209976,0.0776565579946479,0.132921434388872
134,"After",2164971.70727065,2508170,0.0793058188434087,0.133848658173131
135,"Before",137632.872999938,243487,0.494018093386588,0.378718677398217
135,"Soon",1271253.53238742,2121530,0.0536039747517073,0.105109692875939
135,"After",1444748.02591915,2404347,0.0549624966285545,0.106840881414485
136,"Before",159978.002653406,244612,0.51011673194079,0.374029438709315
136,"Soon",1457523.11171047,2141539,0.116030125818568,0.175118533451935
136,"After",1641735.84894254,2427800,0.112481608908261,0.169973478668252
137,"Before",175188.413054417,250900,0.579609518975615,0.352740317850974
137,"Soon",1482611.26013825,2142575,0.0694309184812121,0.123415147125734
137,"After",1663139.34517664,2408699,0.0724684221269768,0.128669287458668
138,"Before",113476.752953598,243528,0.507906313257312,0.36998816534773
138,"Soon",1126954.65187428,2055650,0.084468799137025,0.139866274448929
138,"After",1295425.51828968,2365975,0.0867955610405704,0.143117354535129
