"param_iteration","timeperiod","pop_struct","pop_size","mean_MR","sd_MR"
264,"Soon",1880350.84039417,2186081,0.0348983078300771,0.0813646384654216
264,"After",2136680.44712036,2491177,0.0340465267086221,0.0805682480175708
265,"Before",117738.915815025,243970,0.572277106576257,0.363565494249155
265,"Soon",922069.199821969,2078294,0.123987540034907,0.193745298039813
265,"After",1060645.23867888,2352153,0.10216733881851,0.162171844846614
266,"Before",242825.195997036,257809,0.632697864080171,0.356032944103302
266,"Soon",1960081.8370829,2219251,0.032130442318742,0.0773144068679129
266,"After",2217022.27482581,2518875,0.0331954977411425,0.0793817155523316
267,"Before",229925.018266143,256214,0.474841817569249,0.365584865124347
267,"Soon",1811801.98831198,2188754,0.0380812855395777,0.0857023078978163
267,"After",2031548.94957804,2464073,0.0386771422185857,0.0865492305120058
268,"Before",70615.1835055355,239783,0.586882902898272,0.366015640429245
268,"Soon",737848.781578722,2004725,0.0631498752677231,0.120572087734463
268,"After",834920.028450923,2264076,0.0581041818047494,0.111580225444278
269,"Before",226285.767049258,260083,0.519973676387825,0.368108727824824
269,"Soon",1858236.72441752,2205810,0.0809536135889226,0.135703411502856
269,"After",2135229.39398229,2537494,0.0831006765261629,0.137522524795753
270,"Before",217810.329994427,255489,0.490893475240202,0.381136890110757
270,"Soon",1764656.20338144,2175451,0.0644824868090629,0.117950094431463
270,"After",2012241.17736664,2471811,0.0635268504502157,0.116696978147771
271,"Before",215618.222580532,257625,0.585518460898599,0.355934480236434
271,"Soon",1814849.27321317,2219317,0.0783968663292443,0.132377900521703
271,"After",2054186.51327406,2515098,0.0793190630293465,0.134003229662215
272,"Before",208497.459533781,248596,0.491881643791607,0.375833020327836
272,"Soon",1733852.44100839,2181616,0.0688909330329997,0.122975517080137
272,"After",1981807.44163375,2505347,0.0704681443851497,0.124481426128708
273,"Before",220126.149148887,257092,0.550601417542172,0.388465179500288
273,"Soon",1788720.69082129,2221410,0.0474292269075941,0.0967455419874418
273,"After",2010593.63802216,2504166,0.0484368251237016,0.0981303232193812
274,"Before",241255.398284234,256334,0.511263883532733,0.369738954044677
274,"Soon",2001463.25123943,2234487,0.0773539616163361,0.132758611598908
274,"After",2253770.236895,2522416,0.0769561378410448,0.132066471087237
275,"Before",69627.7337099091,232634,0.577655643633743,0.374462804351089
275,"Soon",622192.953689528,1838622,0.0354817526222057,0.0843924630903477
275,"After",778526.835316051,2287890,0.0357602366109478,0.0848004207983526
276,"Before",11005.1267602828,51765,0.53325939073217,0.360988980649436
276,"Soon",33283.659010284,132315,0.035066747661176,0.0855968631475793
276,"After",99744.0941306189,395704,0.0319871458668964,0.0792872722278956
277,"Before",78344.4509508357,229586,0.548842493956264,0.368515790650977
277,"Soon",827262.984053461,1999519,0.0837169114343675,0.144199744950088
277,"After",951239.455626304,2270238,0.078943422164153,0.13552335889804
278,"Before",177915.642862589,246919,0.587153749188424,0.365276912172928
278,"Soon",1453039.350181,2122936,0.0764705072911878,0.134048387187446
278,"After",1692311.78590653,2444741,0.0748451772299196,0.130576004613482
279,"Before",186133.282085507,247384,0.37999929761612,0.349178261665012
279,"Soon",1558959.83576602,2172428,0.0592521265426461,0.111803826663738
279,"After",1748603.48865482,2448126,0.059643929293643,0.112036769905198
280,"Before",236641.585350911,256090,0.472804288039353,0.373386361843457
280,"Soon",1974114.43005591,2210010,0.0646332278854062,0.117998811736247
280,"After",2242763.02424894,2519557,0.0645273121289097,0.117722483310724
281,"Before",200718.439489031,247206,0.589403948758931,0.36625869458892
281,"Soon",1667670.55559581,2157146,0.0968390922977503,0.15816747500763
281,"After",1885801.88122528,2435110,0.0904462625533901,0.146470948677264
282,"Before",67028.8033205476,222517,0.409144067702365,0.365517128333721
282,"Soon",720281.924898743,1987132,0.0838948186331899,0.145191685502694
282,"After",818734.725666376,2256097,0.0759623737118518,0.132437687900733
283,"Before",200615.7729724,252275,0.54066123527083,0.359797507128864
283,"Soon",1680583.21252317,2182404,0.0859558682244761,0.142315158191306
283,"After",1892848.6757228,2459482,0.0855226024569913,0.14219649438771
284,"Before",172438.286747948,246947,0.481887580551263,0.375104865544063
284,"Soon",1457976.0502098,2131505,0.0529266854745683,0.104513905089738
284,"After",1664845.01434413,2426785,0.0517897181070325,0.102750161533164
285,"Before",175876.168853828,247539,0.359144351460443,0.354776650810716
285,"Soon",1186837.76620915,2061690,0.0403384963954257,0.0889011764363781
285,"After",1375813.46757243,2384114,0.0387194317366486,0.086785501068451
286,"Before",225041.260679337,252859,0.560061638984395,0.378999160374419
286,"Soon",1851569.2406721,2192849,0.0629019821386106,0.115580289876156
286,"After",2115741.17452206,2510925,0.0614049804620182,0.11383847688365
287,"Before",178978.51186056,246627,0.439659006418243,0.369491461051533
287,"Soon",1072936.0333622,2066436,0.0316949996904355,0.0779478885843387
287,"After",1264001.92851532,2387108,0.0318196623054421,0.0783193256403037
288,"Before",234547.298361684,254907,0.483046997823877,0.380552067293257
288,"Soon",1969551.67493583,2219810,0.109238631260184,0.165903122485841
288,"After",2221155.94700998,2500244,0.113919692236303,0.174167621502837
289,"Before",149519.358758586,247302,0.428318653850783,0.365454814814239
289,"Soon",1292181.98654295,2109721,0.0449597014550387,0.0949594377425895
289,"After",1454845.81235728,2378266,0.0440454399420261,0.0936279721360092
290,"Before",154873.614456374,242553,0.484163555834747,0.367398114074543
290,"Soon",1381317.13304132,2094259,0.0781690005800961,0.13319693328479
290,"After",1584773.55676304,2406941,0.076071898007213,0.131528169711817
291,"Before",216848.033463802,248897,0.481961419275184,0.361601245458277
291,"Soon",1803030.20452001,2182733,0.0788563386002638,0.134798832432557
291,"After",2058365.3569952,2471510,0.0754476821509169,0.129749304170352
292,"Before",94547.7610819079,239900,0.435530233575065,0.370722706731269
292,"Soon",955085.477341462,2023411,0.0940256373052275,0.153267272471028
292,"After",1115455.75495655,2353668,0.0887821643811012,0.145015029343854
293,"Before",222998.648287778,255687,0.397839469921755,0.350458103836873
293,"Soon",1894310.64904966,2217877,0.142699670846713,0.19913986291413
293,"After",2148672.27050767,2509320,0.143816565667769,0.200198429987312
294,"Before",192781.625453203,245297,0.626021750463063,0.344676799720528
294,"Soon",1548669.25975116,2114520,0.123674768949533,0.187104089097102
294,"After",1783950.35161979,2431308,0.10926888552204,0.168472591769017
295,"Before",47213.8841302014,178496,0.596157341035168,0.3709252312961
295,"Soon",555940.41164859,1892904,0.097385138924653,0.163115862158719
295,"After",660571.65115905,2234259,0.0790385239913513,0.135007986099594
296,"Before",218988.624513371,258887,0.412136440424995,0.359847267826677
296,"Soon",1851245.05028205,2242678,0.10769417662187,0.164097333883324
296,"After",2068039.39335673,2512777,0.110410601192313,0.16642519823434
297,"Before",210559.602271921,253926,0.508609591481607,0.370860148586097
297,"Soon",1687306.18911507,2160343,0.0507345488503453,0.101134465301979
297,"After",1950973.90038877,2496542,0.0504980957689299,0.101321338370642
298,"Before",86497.1456521156,235624,0.439583261734155,0.368781268167133
298,"Soon",886735.076375915,2046178,0.198930395033786,0.257245556844517
298,"After",986786.770211485,2283391,0.184151522097351,0.24078850007939
299,"Before",149249.243491896,250491,0.567710097176008,0.367530574927756
299,"Soon",1309701.00938723,2092637,0.0679940261273125,0.122548711164054
299,"After",1492680.45145073,2385826,0.0657220207931024,0.11920496141839
300,"Before",92464.4453229709,223460,0.482925819898444,0.373336023202136
300,"Soon",957625.251345228,2030634,0.0418072723187953,0.0920135197265012
300,"After",1088735.07364297,2301268,0.0414749829284726,0.0917126591672215
301,"Before",181732.506595265,247061,0.527753552925082,0.373703798020328
301,"Soon",1595040.87025054,2163440,0.164883581667942,0.223112250399339
301,"After",1821648.94787487,2469746,0.149399627736058,0.205904805858227
302,"Before",97513.442857633,234532,0.395472587155448,0.35955411220191
302,"Soon",985304.3178384,2039692,0.0656221649013836,0.120225515867293
302,"After",1117405.71254831,2308794,0.0658144858648966,0.120239462469472
303,"Before",225116.368495889,250632,0.447961219278543,0.376666512870391
303,"Soon",1853965.3959814,2182871,0.0488359063938976,0.0993226043314783
303,"After",2108247.83598028,2492213,0.0493580204577011,0.100869085256611
304,"Before",133764.464745488,243071,0.597032608069969,0.360657580821913
304,"Soon",1054794.75581752,2032484,0.0407314128907119,0.0907077234402608
304,"After",1220580.26749932,2347970,0.0393715877682974,0.0890244801660106
305,"Before",125447.402824278,238100,0.513715647204135,0.376982751587008
305,"Soon",1158662.11146717,2069267,0.0431431955895424,0.0931596127955521
305,"After",1326005.74168681,2362451,0.0433660753939684,0.0934077332207576
306,"Before",225877.418207107,256058,0.593655300126598,0.364226205977463
306,"Soon",1835161.69142485,2206372,0.0531017683452438,0.103850147693926
306,"After",2077255.3591392,2499747,0.053314592211689,0.104697683606249
307,"Before",162739.944813509,250885,0.574933579118538,0.359280913752907
307,"Soon",1414759.03737929,2142265,0.0500980400300532,0.101230798056024
307,"After",1579390.62288018,2403739,0.0490815980802585,0.0997682533894907
308,"Before",123715.744677832,239902,0.333202473540076,0.339715183520263
308,"Soon",997112.432850231,2026278,0.0467781567014789,0.0977164142452477
308,"After",1180353.41237816,2354869,0.0465002455075612,0.0974896718816719
309,"Before",81890.7900716712,232708,0.480588534660003,0.367349260248579
309,"Soon",872698.187104912,2013946,0.0784209871042411,0.137749914922024
309,"After",986944.563752579,2264908,0.0721679179367459,0.127326680263428
310,"Before",200582.326397264,248897,0.410703811659022,0.363999160842894
310,"Soon",1722414.21371675,2202633,0.0649155592848109,0.11721408472277
310,"After",1938240.40425868,2489430,0.067648865783107,0.121392679756379
311,"Before",167116.585922879,246859,0.527539095003793,0.371595157800339
311,"Soon",1455260.2868953,2135909,0.133410372764507,0.193765405548054
311,"After",1641862.3721839,2410759,0.124035677919006,0.182881797678339
312,"Before",242414.82365118,260775,0.468227687502827,0.377392478412908
312,"Soon",1956831.98815772,2232556,0.0461202663698322,0.0952809071951881
312,"After",2242657.98760343,2557151,0.0468851292265297,0.0960626174941722
313,"Before",200637.731763725,252991,0.42999879174561,0.340574742467932
313,"Soon",1681008.58144613,2168553,0.0988502385360661,0.15631357437399
313,"After",1934911.16677552,2502143,0.104141568607051,0.161603082217894
314,"Before",127888.699287261,241166,0.459421960365445,0.368608555770512
314,"Soon",1116332.95648149,2091394,0.0416379632045276,0.090704387695096
314,"After",1242701.63013027,2349146,0.0413075963068241,0.0903169779196583
315,"Before",150899.058116333,246791,0.595450927402791,0.370357810881372
315,"Soon",1305080.69679874,2120357,0.0637060928335524,0.11723252193485
315,"After",1456267.04351496,2364114,0.06313343234794,0.116245235174595
316,"Before",78732.7243848786,242324,0.655717286119432,0.337057521816763
316,"Soon",731982.207736071,1935897,0.0606203774001503,0.116371330472498
316,"After",893460.307372851,2304053,0.0561001179397784,0.109285863019027
317,"Before",233242.650363704,260097,0.448117411237157,0.375815042873389
317,"Soon",1882276.26320884,2234676,0.0505436387964242,0.100706341797335
317,"After",2101783.02269785,2499451,0.0501867746563667,0.0997578819490271
318,"Before",138753.616129635,241390,0.528823736536127,0.36770622749087
318,"Soon",1282568.5725548,2100106,0.136569986314933,0.200707734841575
318,"After",1478161.54600855,2411906,0.119601792766684,0.178921453405215
319,"Before",224314.999578126,257537,0.348568214628538,0.33925606213146
319,"Soon",1910669.19348023,2237948,0.149563065426124,0.206371462248882
319,"After",2162903.03947037,2539486,0.154013083796713,0.211189745266663
320,"Before",148646.756517852,246231,0.63139844288348,0.351033961311184
320,"Soon",1190730.26150089,2103842,0.0479005696559545,0.0992789641625673
320,"After",1338928.15062781,2372664,0.0488836807658735,0.100303016677143
321,"Before",136777.613192732,247759,0.573263909819963,0.364226821792782
321,"Soon",1162941.95247548,2055332,0.0455233299371155,0.0956012788345329
321,"After",1327080.69094322,2353736,0.0456162926363753,0.0956588828666702
322,"Before",172015.241977584,247034,0.472110226693717,0.384929494337328
322,"Soon",1491738.61709721,2159518,0.0657551449065854,0.118361858923575
322,"After",1666370.97067297,2405034,0.0672216555531026,0.120897488022869
323,"Before",207051.789297268,251476,0.440200279812376,0.368818886305452
323,"Soon",1598509.31456269,2141259,0.0535763004166994,0.105452822980391
323,"After",1831170.94292112,2452311,0.052863434593527,0.104294755112633
324,"Before",118458.290274742,242121,0.562406031319942,0.375517649987067
324,"Soon",1091233.56543906,2038075,0.0789993149853444,0.136804933787964
324,"After",1266205.90405086,2366162,0.0786029087126349,0.135252448087353
325,"Before",180932.753279279,248052,0.407358302716373,0.358509173689122
325,"Soon",1529869.73949898,2153603,0.058394190212423,0.110332327662088
325,"After",1731787.80691999,2441230,0.0581162216443469,0.110012493752326
326,"Before",215747.712871203,251184,0.475311686765897,0.383920023072505
326,"Soon",1788404.56374491,2189004,0.0592226623593618,0.111577247404805
326,"After",2038525.31271084,2496139,0.0575635324363658,0.109594137727673
327,"Before",179910.055074991,243145,0.525808813208118,0.378201308086118
327,"Soon",1607041.96578321,2172220,0.134268081011043,0.191580262941498
327,"After",1816070.90181016,2463230,0.134272225742635,0.191357511620867
328,"Before",236837.988910696,258515,0.376527984675167,0.354740209984494
328,"Soon",1885172.33074986,2206095,0.0466353884938896,0.0962507874438915
328,"After",2160589.41934652,2523593,0.0466954730116922,0.096169163281596
329,"Before",221050.970073903,247417,0.534043453125666,0.3742658106576
329,"Soon",1776821.79294091,2158993,0.063582083885201,0.118886922642528
329,"After",2000844.46107211,2444348,0.0616209289605907,0.116514813643057
330,"Before",154589.682377837,243451,0.491614786372467,0.365431424686035
330,"Soon",1323350.82353135,2131442,0.0540492279713823,0.105790476447845
330,"After",1490887.03295772,2394568,0.0545612887040912,0.107207042926214
331,"Before",239190.811643589,258682,0.578297099066752,0.374682037657219
331,"Soon",1992442.69179297,2237501,0.0770933972074954,0.131627640017117
331,"After",2274543.46990517,2556597,0.07701674928534,0.132298994141621
332,"Before",227368.719410914,260412,0.433856604695432,0.375662691006629
332,"Soon",1849321.69300539,2191684,0.104879514647418,0.16236092712929
332,"After",2131904.99964076,2527017,0.108999738571121,0.166608764442116
333,"Before",145109.465531012,243441,0.530865695281477,0.372904854643321
333,"Soon",1245523.62409434,2111194,0.0435112563497853,0.0934814391003963
333,"After",1415728.25957246,2399102,0.0437061558474184,0.0935052418133736
334,"Before",122970.529799584,240592,0.58651640825275,0.366651787112738
334,"Soon",1131358.51903764,2066538,0.0490980062055201,0.0999326951342717
334,"After",1286579.72808167,2350431,0.0494745157346213,0.100484245996656
335,"Before",118913.643079856,245787,0.476705305363066,0.380691125617834
335,"Soon",1099918.66127663,2060376,0.0487664947018471,0.0997570016504681
335,"After",1251009.50370863,2351874,0.0482941514858024,0.0990731893308636
336,"Before",237348.3322378,256203,0.568769289826855,0.364714654829247
336,"Soon",1973151.7515749,2246186,0.113965113137413,0.172736781479172
336,"After",2213869.71532332,2522787,0.111727967479787,0.167351795953474
337,"Before",230636.393245627,255952,0.435270883005859,0.351634421155203
337,"Soon",1906047.68346167,2229176,0.0506399087823037,0.100897302779483
337,"After",2156918.07333449,2528358,0.0515346780443457,0.102252141685529
338,"Before",60189.8478901097,234246,0.566695257505614,0.372202072688903
338,"Soon",571986.153034491,1839109,0.0387189478079049,0.0893497744338854
338,"After",704727.009220398,2216595,0.0375226000383482,0.0873599101544724
340,"Before",15409.7088230795,66489,0.702562967341861,0.312935490054448
340,"Soon",74494.538539048,288335,0.0388035853441276,0.0905342689049204
340,"After",199894.099187634,810084,0.0354673811987551,0.0840834307770981
341,"Before",132108.925146653,244961,0.549132751508421,0.356900261551139
341,"Soon",1209788.311184,2085533,0.0727934792348208,0.129508636940862
341,"After",1363162.9369117,2359694,0.0683656124224179,0.122814085275287
342,"Before",224275.841575046,254522,0.555250652171747,0.374949472378544
342,"Soon",1814082.59706814,2196011,0.0404951272538271,0.0885058677580643
342,"After",2084289.3649202,2523465,0.0408020893106168,0.0891217508020395
343,"Before",14706.6765599154,61135,0.53226771172628,0.367755535606828
343,"Soon",99713.1614088991,420182,0.0341639358605709,0.0840336467632221
343,"After",152273.430754547,645831,0.0306812600502874,0.0755342261043767
344,"Before",57291.6208739125,208735,0.36453460635984,0.35246437156917
344,"Soon",593208.328173678,1911082,0.0456016290260944,0.0979638665637342
344,"After",702698.067474202,2222621,0.0450954224646123,0.0958392137948354
345,"Before",227002.489328732,256340,0.381375413516134,0.355756587217844
345,"Soon",1854951.96802195,2187892,0.055598351917341,0.107010177467222
345,"After",2112739.19733719,2489860,0.0547611704049647,0.106578948256929
346,"Before",229934.5317222,249703,0.505939853061512,0.366938942632608
346,"Soon",1930375.2626512,2226863,0.0426330758413089,0.0912605199434729
346,"After",2163597.70208954,2501022,0.0429887475418939,0.0914256073360839
347,"Before",179465.151413679,246267,0.625886204996298,0.353637790692766
347,"Soon",1172837.91027219,2086202,0.0836816773135641,0.145116084219697
347,"After",1365750.20826554,2382405,0.0765051786984673,0.132329285990802
348,"Before",196444.508950277,251448,0.564858024603644,0.369008426977995
348,"Soon",1578786.74382682,2143628,0.0424759206397139,0.0916496445691036
348,"After",1800690.50305821,2452917,0.0413466873166377,0.0903113830115584
349,"Before",186044.187811525,247875,0.521399404764751,0.378453777759087
349,"Soon",1391934.21019938,2133257,0.0424954805094349,0.0916499544005251
349,"After",1553450.68551541,2405545,0.0433097944438706,0.0924821151449806
350,"Before",203579.914972268,239489,0.644713320776246,0.351001424149452
350,"Soon",1342520.50008727,2099594,0.049685511264504,0.102499145579671
350,"After",1550401.53906817,2396922,0.0481303503022334,0.0981815805054867
351,"Before",114340.395712399,236851,0.447328469054208,0.377499975247756
351,"Soon",1083057.68929421,2058509,0.0454491230383064,0.0956793079038986
351,"After",1238284.56567573,2343619,0.0456747258470242,0.0958959493389668
352,"Before",69608.4215329843,237900,0.704868204066622,0.317490934033549
352,"Soon",720552.490202652,2009570,0.140603855869757,0.214465183709444
352,"After",847374.201174989,2324014,0.106671522250523,0.166926114235408
353,"Before",214686.222946788,252434,0.539805509761898,0.366444435623445
353,"Soon",1662140.78314487,2162271,0.0387570026762324,0.0870471992613844
353,"After",1898513.10456113,2455288,0.0380730687213703,0.0857744395949051
354,"Before",100835.474493409,235594,0.336408190162917,0.344563094235082
354,"Soon",926985.16034653,2054064,0.0420924337256817,0.0918987617685956
354,"After",1043311.81444664,2309371,0.0422518399936763,0.0929726816892971
355,"Before",162083.44886957,249759,0.503159575147777,0.367209205930736
355,"Soon",1431591.40700681,2121443,0.0671681702842628,0.121301026603161
355,"After",1608129.82866561,2405869,0.0639285155831534,0.117343386636945
356,"Before",233944.484702216,257041,0.53893350581592,0.358409420204348
356,"Soon",1913363.68309447,2228939,0.061247770834351,0.113077812030316
356,"After",2187846.73106964,2550241,0.0615461365665309,0.113787398584756
357,"Before",237982.77582264,259509,0.600374420029071,0.364236312480753
357,"Soon",1992511.61670337,2257766,0.0732218172422135,0.127275161307525
357,"After",2237095.20929341,2545635,0.0756009943969999,0.130811750379433
358,"Before",217936.02449777,249283,0.393613486275292,0.350568317572379
358,"Soon",1741631.47016559,2165234,0.0434654965122306,0.092580867148551
358,"After",1988157.26009234,2461649,0.0444015258813149,0.0935600190402396
359,"Before",219697.184290946,254688,0.391847092518908,0.356707345219102
359,"Soon",1772716.67170145,2205988,0.0461124596675747,0.0956424589232777
359,"After",2016939.32558539,2507221,0.0456390864725599,0.0946021363155654
360,"Before",185119.040224458,250143,0.521147963750073,0.374033160619234
360,"Soon",1613972.35989713,2183726,0.0577178970562335,0.109881762359797
360,"After",1819299.55457977,2462848,0.0571795994773173,0.109114117030806
361,"Before",158656.518700381,243510,0.526987580205356,0.367862603584767
361,"Soon",1207433.99939138,2090492,0.0385026434386865,0.0870942968355746
361,"After",1369685.86158752,2367807,0.0390928424414272,0.0886260165393677
362,"Before",124656.357673224,238564,0.418157225794125,0.368386144032061
362,"Soon",1209834.00909321,2107047,0.0731042570762616,0.127254672559235
362,"After",1353158.5287894,2363887,0.0698227407758539,0.123531717019783
363,"Before",215410.331307952,250785,0.560044010393346,0.36243598487764
363,"Soon",1709270.4074725,2139837,0.0406315070783989,0.0889857601142806
363,"After",1964331.02142556,2456364,0.0408801935613405,0.0892684638868504
364,"Before",97689.5908332087,238065,0.55122203297083,0.371649592868184
364,"Soon",939446.192375173,2033232,0.0430277861532646,0.0938465217358094
364,"After",1061202.51933191,2291738,0.0431450783555707,0.0938477284465682
365,"Before",171900.140451206,246469,0.466207482061338,0.366825534070371
365,"Soon",1415863.73431788,2103371,0.06264094114784,0.11624558718095
365,"After",1616953.25304056,2399042,0.0618085794994101,0.114691109064142
366,"Before",201514.944004653,242347,0.546348245889862,0.365683235377348
366,"Soon",1770427.92988335,2200375,0.0618931822122802,0.114111907560086
366,"After",2017553.48371986,2506607,0.0620004448324679,0.113661436769609
367,"Before",213902.233607372,249776,0.333624802892772,0.341903093364594
367,"Soon",1581341.10258385,2139411,0.0286891133234327,0.0736895436344591
367,"After",1781376.42550932,2435288,0.0285643799427326,0.073808724358993
368,"Before",139489.723932535,243574,0.39553628086821,0.361134584979765
368,"Soon",1278925.70313814,2090071,0.0610817924901188,0.114117215922624
368,"After",1460385.10510102,2397650,0.061554233563401,0.114413639823001
369,"Before",125291.141574467,241238,0.562935785694909,0.365146048584101
369,"Soon",1231727.74904355,2100473,0.0899459404543551,0.146870178891224
369,"After",1387341.31263526,2390443,0.0874472950491827,0.14287516876336
370,"Before",158499.37667208,245232,0.551658091924985,0.376598607650405
370,"Soon",1402690.49300638,2136076,0.0512288572357968,0.102278591174908
370,"After",1581327.72187762,2416063,0.0502844729828944,0.10096301151612
372,"Before",220896.497729194,246012,0.468601955573041,0.380779112665294
372,"Soon",1426097.83589317,2094169,0.0360220284644017,0.0834880239520245
372,"After",1648266.03260623,2401763,0.0340322122812792,0.079898822424357
373,"Before",226176.025433425,254151,0.487297534595166,0.381885252263975
373,"Soon",1867356.1178499,2210672,0.0945305605737927,0.153670359509184
373,"After",2116232.51511763,2503506,0.0908716030423366,0.145826966241442
374,"Before",178818.363661547,246247,0.533652510964036,0.371784741533469
374,"Soon",1370213.63179374,2133142,0.0341323843949229,0.0816582538437933
374,"After",1534522.16039353,2406872,0.0335776579421115,0.0809465313470654
375,"Before",204316.22789497,249445,0.482290342357257,0.376510739561379
375,"Soon",1690238.69322128,2152302,0.242036631698246,0.29783517486838
375,"After",1935214.55247989,2442595,0.17238082005601,0.230905351724471
376,"Before",210733.820082413,248120,0.533422561507188,0.375326258744709
376,"Soon",1748132.91173676,2195561,0.0442802508233035,0.0932012345779222
376,"After",1984089.0624311,2497190,0.0441165623149888,0.093144887658272
378,"Before",185778.25367308,252864,0.472879165181034,0.350705734832057
378,"Soon",1547202.99882762,2175355,0.0557339692290146,0.106655386769461
378,"After",1716292.60927266,2421547,0.0559727743192791,0.107394275172252
379,"Before",242200.595919341,256694,0.524435869599463,0.378921795944777
379,"Soon",1971700.16690633,2241510,0.0586109235218931,0.110870202617583
379,"After",2224589.85574182,2526386,0.0584413858208914,0.110857479795951
380,"Before",84086.8384830405,227157,0.588090782439254,0.367004540988778
380,"Soon",857182.039537151,2000484,0.0466272213932224,0.098542092514987
380,"After",976682.911546533,2264959,0.046386319277663,0.0980570281162318
381,"Before",198098.703879352,253375,0.450841996385348,0.375308777222362
381,"Soon",1644864.68225364,2187958,0.0509778928590055,0.101482133671701
381,"After",1838929.09875581,2450677,0.0513656884926041,0.101630677199419
382,"Before",235685.88563735,256343,0.526998962550577,0.377785285036345
382,"Soon",2005553.39357949,2246047,0.088160279053159,0.143751459131761
382,"After",2272392.5038887,2551548,0.0880307891726036,0.144382874159114
383,"Before",92709.9538128311,235748,0.383628501482806,0.35867300107186
383,"Soon",933790.719001819,2050919,0.157378036488686,0.219667712088101
383,"After",1054644.80484098,2325303,0.139658157805599,0.199475505485998
384,"Before",197524.941922742,250220,0.650945583963951,0.36107498226947
384,"Soon",1669086.3120728,2174184,0.104065722040911,0.165286001238455
384,"After",1875956.59124528,2444907,0.0990646212296934,0.155403342726521
385,"Before",49683.3265899179,193874,0.542764313027457,0.368982994996609
385,"Soon",535605.845131758,1828099,0.117852154095854,0.196973401078515
385,"After",648793.514979038,2151027,0.0927098877832234,0.149987205785586
386,"Before",227379.131402458,258546,0.540079572197341,0.364960736649429
386,"Soon",1890113.50945723,2221450,0.102613813384481,0.159761969803212
386,"After",2132253.16930773,2510243,0.0999599153956062,0.156806405043853
387,"Before",148305.949805487,239164,0.355915377296239,0.340349125179988
387,"Soon",1103458.70242707,2057749,0.0308191665703862,0.0773625079976096
387,"After",1277815.81856596,2367016,0.0307446072382968,0.0770767382364515
388,"Before",106619.176135972,236238,0.401347766970978,0.371527401637691
388,"Soon",1087741.95628026,2026280,0.0921969758120482,0.149551239719726
388,"After",1247836.42672975,2336545,0.0881765833644955,0.144778056075776
389,"Before",223430.995193382,254172,0.516743044071772,0.364053597569542
389,"Soon",1840889.77236968,2189650,0.0665823135898372,0.120090181160982
389,"After",2100693.5446011,2491369,0.0670620383976031,0.121002438846138
390,"Before",125321.580609836,240406,0.430047216120806,0.368721179355209
390,"Soon",1137441.8359653,2073416,0.0468245294796857,0.0978174374295945
390,"After",1297860.92315168,2362507,0.0459157245523339,0.0964221325598553
391,"Before",161272.113589951,245741,0.536488900588677,0.373495766746674
391,"Soon",1380064.2644887,2122117,0.0490794822377782,0.099948444109983
391,"After",1573738.20235076,2418468,0.0488905195486347,0.0995051923223396
392,"Before",241849.375568431,258340,0.563605781038681,0.363152270556156
392,"Soon",2003633.68448131,2218478,0.0707174976050947,0.12593767339978
392,"After",2284523.49062292,2536834,0.072757655306711,0.12679487512825
393,"Before",227848.761689543,247130,0.579408348689577,0.365235576156719
393,"Soon",1773194.31486297,2158264,0.0559896614188674,0.109493072317783
393,"After",1999512.82940364,2424803,0.0557336628779353,0.107766024639655
394,"Before",184263.345725166,248735,0.488078252397657,0.38035878012681
394,"Soon",1472026.0440046,2125367,0.057872587025287,0.110074628133339
394,"After",1706478.75428442,2456386,0.0573921816475843,0.109655879985838
395,"Before",85717.2764256433,240461,0.461724808178552,0.374641355286076
395,"Soon",838935.795612074,2020573,0.0643798883174521,0.120469470803303
395,"After",943314.498059676,2284101,0.0620018089071731,0.115944232604708
396,"Before",65530.4184398287,228151,0.504723256360055,0.384332943870444
396,"Soon",606529.059115176,1837723,0.0394370441652096,0.0903567750744857
396,"After",728463.015565103,2220804,0.0375150526938847,0.0868932303306538
397,"Before",221823.328398544,256342,0.49606767614653,0.388535105942994
397,"Soon",1813781.16260638,2203911,0.0523891579314132,0.10289304053795
397,"After",2046371.10152652,2483966,0.0534092113781901,0.104875479748954
398,"Before",163061.609310773,252034,0.470442632870754,0.370451068497553
398,"Soon",1336340.95672088,2090107,0.048184453541672,0.0989498435485509
398,"After",1545436.13652849,2401669,0.0479421694783454,0.0987389394225787
399,"Before",122914.806317727,241551,0.404677389585749,0.364203250074167
399,"Soon",998585.260698681,2067890,0.0411023562802311,0.0908448225978109
399,"After",1150935.0914724,2364974,0.0411258059865784,0.0909693168600945
400,"Before",69287.0422673237,237902,0.618560977687609,0.343572228784985
400,"Soon",610354.688180418,1859397,0.040364405871976,0.090956729514495
400,"After",727273.843525997,2203681,0.0397480989889769,0.0904150558298304
401,"Before",136775.912378267,143882,0.586226707580696,0.358445896509221
401,"Soon",301044.290459504,1037372,0.0303069289382642,0.0762544943536367
401,"After",578745.849942673,2123517,0.0282418167415817,0.0734096517976869
402,"Before",141334.747923361,245796,0.36469589877231,0.341623684204327
402,"Soon",1302130.31474481,2091081,0.0780114382454195,0.13487827982866
402,"After",1494191.83479884,2399577,0.0756965857652346,0.131481356087693
403,"Before",224247.289382636,254708,0.555647543499385,0.37576887685999
403,"Soon",1855556.75289439,2231221,0.0751398075956265,0.130087942199035
403,"After",2076860.90512696,2504054,0.0747148459032968,0.128799853538028
