"","time","MR_mean_summ","MR_sd_summ"
"1",1,0.829434130143943,0.385456463266894
"2",2,0.808537121443457,0.380893986669417
"3",3,0.808965822688981,0.46852816094416
"4",4,0.789251427088486,0.416698281959418
"5",5,0.780155253768275,0.396723744773759
"6",6,0.786793122348142,0.393990623828962
"7",7,0.780740534648133,0.388287831089817
"8",8,0.772860512664154,0.381797308039609
"9",9,0.764374996690566,0.367194547594355
"10",10,0.763609830907673,0.374052755975733
"11",11,0.742463382606274,0.362912033096086
"12",12,0.747267771109028,0.357510173663231
"13",13,0.747147082637797,0.3632702594196
"14",14,0.671222358190508,0.400584277064359
"15",15,0.71378703673811,0.38433376167147
"16",16,0.72773429105051,0.377581400353964
"17",17,0.731052792490139,0.373950278544578
"18",18,0.766843925457354,0.424379378859403
"19",19,0.701781213164476,0.377504740499891
"20",20,0.807645595180475,0.404005712899843
"21",21,0.758052823988768,0.3862177790135
"22",22,0.72006949919026,0.356731402675303
"23",23,0.71586120345743,0.349104395740945
"24",24,0.721591659371737,0.358184667946549
"25",25,0.714499684871392,0.363469666242682
"26",26,0.716651066188843,0.344147349777735
"27",27,0.710967429844219,0.357906465507033
"28",28,0.742178509323091,0.34493486976867
"29",29,0.72375697695248,0.348388119232144
"30",30,0.742853673945942,0.346505443705516
"31",31,0.678793613907878,0.347347727766568
"32",32,0.690284951083785,0.360555131017712
"33",33,0.691904900925227,0.36396766773682
"34",34,0.690796750999459,0.368610996282938
"35",35,0.701104192221252,0.324739761238642
"36",36,0.683401507704868,0.333223228133381
"37",37,0.682034484086334,0.349224709625532
"38",38,0.693759042285824,0.353526161220199
"39",39,0.682390920620594,0.364677360000632
"40",40,0.874520402140157,0.385064777398554
"41",41,0.791435127957407,0.397604988990419
"42",42,0.692433777657052,0.369032967222211
"43",43,0.732002564198444,0.372514569594339
"44",44,0.700301198943802,0.370973223817965
"45",45,0.689259943296519,0.366187665844347
"46",46,0.657581517413933,0.370548788526754
"47",47,0.661116744603168,0.367732729924966
"48",48,0.602669031778386,0.348380218131331
"49",49,0.623218113133964,0.361136393766813
"50",50,0.461303010278374,0.370360983709119
"51",51,0.53980497810218,0.387205438280626
"52",52,0.585244388811312,0.386258788774709
"53",53,0.726019280721088,0.37937533051214
"54",54,0.662805050595775,0.384248391576074
"55",55,0.629493812928661,0.380571772919365
"56",56,0.548347518653608,0.358103654086716
"57",57,0.527699786033973,0.338454864915906
"58",58,0.557817051950973,0.361769863456153
"59",59,0.551975246731186,0.340229636862522
"60",60,0.550698892139537,0.350913955913985
"61",61,0.72990115971049,0.361781757527786
"62",62,0.638490895590862,0.369871086558127
"63",63,0.571167934675402,0.351558112883856
"64",64,0.380661407985215,0.355751956887769
"65",65,0.463429624084183,0.370303743246043
"66",66,0.537041601096615,0.361779840092351
"67",67,0.569953302017481,0.331858035504103
"68",68,0.549297445356726,0.353391003974359
"69",69,0.537554571250848,0.361103362497667
"70",70,0.542023601292922,0.360706022636253
"71",71,0.521753739759142,0.403481157880576
"72",72,0.520970962609378,0.384586923068155
"73",73,0.44360354064009,0.348287613760708
"74",74,0.651397829961494,0.369597668438753
"75",75,0.488930411165322,0.35508614217135
"76",76,0.501964754332638,0.364574719729419
"77",77,0.39438239658803,0.341968005950705
"78",78,0.447952688966796,0.365307640967708
"79",79,0.478083035496406,0.371844734300577
"80",80,0.49479822096383,0.373977061376702
"81",81,0.464497075791683,0.338201179569787
"82",82,0.477011887861648,0.355277424317059
"83",83,0.573402987820874,0.42164176141829
"84",84,0.514403237002401,0.406795263362901
"85",85,0.480527288960432,0.387081890682159
"86",86,0.454100482342627,0.372657631594396
"87",87,0.216717830231241,0.296390419063992
"88",88,0.239079783012632,0.28531973601653
"89",89,0.307517994055287,0.324468052229227
"90",90,0.346844645820304,0.322478440536219
"91",91,0.345494635776394,0.337145848139654
"92",92,0.345377854962184,0.346886792823885
"93",93,0.536460519931893,0.425486342819255
"94",94,0.457717258798382,0.397417154419372
"95",95,0.699191757286213,0.575866029639508
"96",96,0.493634382674825,0.491958954294047
"97",97,0.515256719190111,0.359429716587883
"98",98,0.304863667950709,0.322288396827438
"99",99,0.299535956751121,0.291849746915749
"100",100,0.572789622614944,0.453068948641028
