"","time","MR_mean_summ","MR_sd_summ","maladaptation_time"
"1",1,0.641279811706318,0.361533088421012,0
"2",2,0.646697896644739,0.361285924022572,1
"3",3,0.710405074645169,0.411732857692863,0
"4",4,0.70086469532132,0.39730727435412,0
"5",5,0.69460345389876,0.388711346791772,0
"6",6,0.705346566410482,0.395297359141965,0
"7",7,0.700631430923215,0.391393389946483,0
"8",8,0.682944864325466,0.374733920462436,0
"9",9,0.681602369483151,0.375794847855978,1
"10",10,0.681130643468146,0.373912357856704,0
"11",11,0.70143742479314,0.363431130177713,0
"12",12,0.696307000604619,0.367101823833194,0
"13",13,0.701902920313952,0.363194708289584,1
"14",14,0.698250062034999,0.364160472708831,0
"15",15,0.695394043643196,0.364727297827689,0
"16",16,0.686347144001905,0.347177886893933,0
"17",17,0.683354368758365,0.350949069216893,1
"18",18,0.685369902336553,0.353705022832457,1
"19",19,0.656926045129215,0.362654942419859,0
"20",20,0.66501827038933,0.360792711607144,0
"21",21,0.691848160385273,0.365055546934162,1
"22",22,0.695553394411192,0.362869070055357,0
"23",23,0.694448897469131,0.363008627012429,0
"24",24,0.693762593103254,0.364334558669441,0
"25",25,0.692839729687687,0.364992207273837,0
"26",26,0.691763644864002,0.36496374930922,0
"27",27,0.688270677319145,0.363982673152581,1
"28",28,0.71818325797473,0.390157685308937,0
"29",29,0.679445116020362,0.393509207291316,1
"30",30,0.680671217358051,0.374381134308273,1
"31",31,0.687278223617782,0.377179420590668,0
"32",32,0.687574901376726,0.374933355506341,1
"33",33,0.677912177391912,0.367991696394789,1
"34",34,0.699550008982471,0.361501864496175,1
"35",35,0.693985841354884,0.358307105454678,1
"36",36,0.69211965071413,0.357356503579908,0
"37",37,0.672436388916312,0.3499370825807,1
"38",38,0.675915332715571,0.353110728221926,1
"39",39,0.677281458635315,0.342183017486137,0
"40",40,0.677106579267069,0.344567895557399,0
"41",41,0.685643094801636,0.339919320267267,1
"42",42,0.683162487898521,0.344369909276619,1
"43",43,0.681785124959961,0.347560655197607,1
"44",44,0.689786522955778,0.344970271837162,1
"45",45,0.69312113205742,0.34230559108309,0
"46",46,0.688947983649494,0.345207549472403,0
"47",47,0.708055528897652,0.345832739889723,0
"48",48,0.72845322091364,0.360285018050994,0
"49",49,0.675019551417441,0.373182359295583,0
"50",50,0.70098533527486,0.359615518727948,0
"51",51,0.69939050004814,0.358954666275576,1
"52",52,0.696051289262255,0.359433141610213,0
"53",53,0.7088634312746,0.365146231641184,0
"54",54,0.704567852552157,0.36475640808657,1
"55",55,0.712453210318092,0.361375557176977,0
"56",56,0.733035508437373,0.362838753546756,1
"57",57,0.742354211304035,0.353819484008022,1
"58",58,0.732115388549717,0.3484054553793,1
"59",59,0.744947594283019,0.348091895875061,0
"60",60,0.723657724559973,0.346383257858774,1
"61",61,0.706521747726423,0.344893999052525,1
"62",62,0.706563563657535,0.342815717502489,1
"63",63,0.695540933802894,0.355315105097391,1
"64",64,0.739792542613758,0.369001304069524,0
"65",65,0.770004688077146,0.3780523199002,1
"66",66,0.752532979190973,0.372949161251077,1
"67",67,0.745446064357857,0.370507883028593,0
"68",68,0.785941099694371,0.369844676783625,1
"69",69,0.778651376945494,0.357537073925999,1
"70",70,0.771006351964163,0.359349157734612,1
"71",71,0.763054232022739,0.347012375979071,1
"72",72,0.738379429735928,0.352909021009804,0
"73",73,0.744258452217778,0.350004299510419,1
"74",74,0.760516297447183,0.345422068483133,1
"75",75,0.769854943151984,0.344588421705682,0
"76",76,0.76228695574222,0.34558212719254,0
"77",77,0.758304535834812,0.347140914085447,1
"78",78,0.75598527089173,0.340996245966094,1
"79",79,0.764244856111132,0.34168128428558,0
"80",80,0.758349525734767,0.3390989127974,1
"81",81,0.763125542320421,0.348276793237945,1
"82",82,0.789878425488035,0.360367320434995,0
"83",83,0.750558630802424,0.35992492731146,0
"84",84,0.748441603335075,0.356126353778449,0
"85",85,0.769899937451521,0.351031629906909,1
"86",86,0.765100298319755,0.351220362385415,0
"87",87,0.763345055358141,0.34198298812193,1
"88",88,0.761555209192379,0.340282746786366,1
"89",89,0.760595002630622,0.342523954901991,1
"90",90,0.771243612649767,0.345192364852367,0
"91",91,0.776812135684022,0.339119618813286,1
"92",92,0.785317514045062,0.335069752882292,1
"93",93,0.788852334825253,0.334756053736068,1
"94",94,0.795340814414686,0.339360586905223,1
"95",95,0.808716884478781,0.338402444180982,0
"96",96,0.774113550849136,0.356063559019729,0
"97",97,0.788399567535752,0.355883860347266,0
"98",98,0.780813220074136,0.36083106543438,0
"99",99,0.783709115392868,0.350660213759504,1
"100",100,0.758388285242852,0.359352378268163,1
