"time","sum_size"
1,682
2,761
3,770
4,872
5,943
6,870
7,715
8,641
9,598
10,844
11,832
12,806
13,778
14,678
15,629
16,1027
17,793
18,809
19,806
20,807
21,971
22,797
23,720
24,1096
25,1229
26,1316
27,1151
28,1243
29,998
30,1147
31,1373
32,1425
33,1318
34,1182
35,1099
36,972
37,1012
38,906
39,1034
40,1195
41,972
42,888
43,922
44,952
45,932
46,914
47,962
48,878
49,1035
50,888
51,1037
52,1158
53,1561
54,1177
55,1016
56,1093
57,975
58,1032
59,926
60,928
61,870
62,938
63,1379
64,1065
65,1034
66,1127
67,989
68,996
69,925
70,864
71,1068
72,1002
73,1085
74,1258
75,1290
76,1266
77,1174
78,1042
79,959
80,907
81,1158
82,995
83,991
84,905
85,982
86,1169
87,1085
88,954
89,1071
90,1304
91,1047
92,1133
93,1195
94,1309
95,1425
96,1163
97,1165
98,1032
99,1039
100,1369
101,1241
102,1380
103,1376
104,1265
105,1341
106,1401
107,1185
108,1374
109,1249
110,1175
111,1175
112,1581
113,1649
114,1446
115,1374
116,1217
117,1490
118,1393
119,1294
120,1362
121,1388
122,1795
123,1413
124,1500
125,1414
126,1422
127,1306
128,1544
129,1424
130,1404
131,1825
132,1658
133,1538
134,1537
135,1498
136,1444
137,1605
138,1367
139,1638
140,1578
141,1586
142,1618
143,1523
144,1711
145,1774
146,1965
147,1804
148,1692
149,1668
150,1511
151,2020
152,1722
153,2046
154,1640
155,1695
156,1840
157,1685
158,1474
159,1488
160,1731
161,1550
162,1674
163,1922
164,2135
165,2243
166,1951
167,1900
168,2161
169,2029
170,2140
171,2265
172,1954
173,1919
174,1906
175,2151
176,1775
177,1847
178,1848
179,1790
180,1674
181,1570
182,1727
183,2247
184,1911
185,1764
186,1686
187,2012
188,1837
189,1637
190,1829
191,1908
192,2134
193,2097
194,2204
195,2312
196,2275
197,2191
198,2413
199,2096
200,2073
201,1957
202,1890
203,2027
204,1835
205,1862
206,1892
207,2011
208,2143
209,2388
210,2267
211,2149
212,2258
213,2313
214,2376
215,2736
216,2408
217,2452
218,2100
219,2500
220,2000
221,2047
222,1955
223,1738
224,1879
225,1826
226,1806
227,2007
228,2220
229,1931
230,2298
231,2351
232,2413
233,2138
234,2207
235,2145
236,2157
237,1880
238,2026
239,2482
240,2292
241,1966
242,2077
243,2056
244,1952
245,1872
246,1980
247,2020
248,1905
249,1985
250,1878
251,1972
252,2115
253,2441
254,2685
255,2013
256,1780
257,1870
258,1927
259,2180
260,2065
261,1885
262,2266
263,1961
264,2132
265,2139
266,1925
267,1830
268,2011
269,2141
270,2129
271,1838
272,1984
273,1888
274,2109
275,2130
276,1865
277,1723
278,1936
279,2007
280,1859
281,1721
282,1916
283,1756
284,2115
285,1875
286,2117
287,1942
288,2282
289,2052
290,1916
291,2027
292,1872
293,2008
294,1988
295,2056
296,1862
297,2009
298,1969
299,2114
300,1853
301,1840
302,1873
303,2108
304,2188
305,2225
306,2492
307,2264
308,2301
309,2942
310,1705
311,1877
312,1950
313,1791
314,1478
315,1537
316,1581
317,1511
318,1451
319,1305
320,1381
321,1295
322,1520
323,1393
324,1818
325,1458
326,1398
327,1269
328,1408
329,1294
330,1443
331,1602
332,1869
333,1643
334,1479
335,1448
336,1979
337,1673
338,1535
339,1474
340,1865
341,1544
342,1393
343,1655
344,1550
345,1662
346,1721
347,1708
348,1712
349,1723
350,2029
351,1860
352,1996
353,1699
354,1950
355,1663
356,1884
357,1817
358,2062
359,1790
360,1792
361,1686
362,1503
363,1524
364,1496
365,1584
366,1912
367,1901
368,1796
369,1559
370,2046
371,2184
372,2399
373,1875
374,1975
375,1932
376,2127
377,2111
378,2031
379,2420
380,2055
381,1885
382,1757
383,1996
384,2022
385,2083
386,1774
387,2131
388,2149
389,2100
390,2509
391,2191
392,2208
393,2023
394,1907
395,2025
396,1942
397,2354
398,2258
399,2437
400,2164
401,2313
402,1957
403,2020
404,1860
405,1917
406,2130
407,2036
408,2192
409,2561
410,2062
