"time","sum_size"
1,5593
2,6178
3,6789
4,6304
5,6817
6,7089
7,6876
8,6897
9,7316
10,7486
11,7247
12,6957
13,7353
14,7753
15,7234
16,7314
17,7490
18,7499
19,7573
20,8370
21,8009
22,8310
23,8360
24,8801
25,9158
26,8749
27,8389
28,8210
29,8642
30,8692
31,8767
32,9221
33,9282
34,8715
35,9089
36,9463
37,9031
38,8954
39,8819
40,9565
41,9342
42,9953
43,9482
44,10460
45,9885
46,10295
47,10233
48,9741
49,9894
50,9814
51,9569
52,9763
53,10014
54,10428
55,9569
56,9879
57,9726
58,9378
59,10338
60,9950
61,9758
62,10534
63,10272
64,10200
65,10669
66,10983
67,10892
68,10774
69,10339
70,10097
71,9946
72,9888
73,9739
74,10315
75,9903
76,9930
77,9707
78,10102
79,10043
80,10111
81,10399
82,10282
83,10214
84,10086
85,10201
86,10341
87,10581
88,10274
89,10896
90,10540
91,10891
92,11552
93,10485
94,10152
95,9894
96,10160
97,10359
98,10852
99,10166
100,10648
101,11366
102,11878
103,11759
104,11470
105,11266
106,11745
107,11265
108,11583
109,11711
110,12344
111,12037
112,11708
113,12105
114,12082
115,12589
116,12978
117,12741
118,13156
119,13123
120,12344
121,13322
122,12530
123,13180
124,12783
125,12462
126,12313
127,13806
128,12637
129,13101
130,13076
131,12711
132,13427
133,14178
134,13477
135,13762
136,14027
137,13823
138,13071
139,14084
140,13906
141,14144
142,13140
143,13013
144,13958
145,13442
146,13357
147,13821
148,14096
149,14186
150,15175
151,14809
152,14746
153,15198
154,16108
155,14633
156,15878
157,15673
158,14713
159,14528
160,14379
161,14673
162,15133
163,15209
164,15591
165,15638
166,15519
167,15413
168,14992
169,16667
170,17011
171,16195
172,16077
173,15640
174,15428
175,16124
176,16133
177,15878
178,15944
179,16581
180,16223
181,16117
182,16236
183,17277
184,16428
185,16830
186,17449
187,17245
188,17851
189,18403
190,17554
191,17562
192,17677
193,17682
194,17569
195,17335
196,17823
197,17297
198,17074
199,17765
200,18270
201,18082
202,18504
203,18231
204,19210
205,18524
206,18901
207,18599
208,19058
209,19451
210,19450
211,20023
212,19258
213,19276
214,19496
215,19790
216,21176
217,20242
218,19740
219,20495
220,20943
221,21414
222,20774
223,20216
224,21095
225,20897
226,20753
227,20248
228,21190
229,20716
230,20821
231,21188
232,21352
233,21437
234,21327
235,21849
236,21088
237,21896
238,21368
239,22163
240,20856
241,22002
242,22578
243,21657
244,22117
245,22576
246,22842
247,22949
248,22796
249,23694
250,24431
251,23991
252,24218
253,24582
254,23354
255,22722
256,22693
257,23928
258,23389
259,24955
260,23647
261,23466
262,24186
263,24370
264,23716
265,23910
266,24880
267,24952
268,25085
269,25115
270,25003
271,26116
272,23987
273,23914
274,23518
275,22772
276,22851
277,22955
278,23551
279,23714
280,23527
281,23777
282,23631
283,25316
284,24167
285,24339
286,23681
287,24719
288,24647
289,24528
290,24034
291,24456
292,25324
293,24325
294,23088
295,22986
296,23341
297,23429
298,23958
299,23757
300,24056
301,24737
302,24860
303,24017
304,24662
305,25128
306,24552
307,25037
308,23694
309,23863
310,23929
311,23740
312,25728
313,23701
314,23923
315,24477
316,24719
317,24884
318,24688
319,24981
320,25733
321,25101
322,23822
323,23613
324,24989
325,23737
326,25190
327,24808
328,24288
329,23843
330,25565
331,24681
332,24619
333,23710
334,24683
335,24885
336,25977
337,23099
338,22752
339,23055
340,23176
341,23365
342,23301
343,23739
344,23585
345,22291
346,22549
347,23179
348,22967
349,23569
350,24927
351,25624
352,23321
353,23304
354,24002
355,24244
356,24441
357,24508
358,24403
359,23872
360,23649
361,25168
362,24418
363,24081
364,23953
365,24130
366,23882
367,23219
368,23211
369,25016
370,25138
371,25571
372,24586
373,25251
374,23452
375,24031
376,23498
377,24878
378,24412
379,23445
380,24902
381,25292
382,24712
383,24576
384,24366
385,24098
386,23917
387,25245
388,24826
389,23580
390,24841
391,25251
392,24974
393,24471
394,24155
395,25007
396,24455
397,25719
398,24131
399,23920
400,24318
401,25231
402,24174
403,24627
404,25533
405,24217
406,23491
407,23328
408,23902
409,23607
410,23523
411,24576
412,24007
413,22731
414,22605
415,24476
416,24856
417,24378
418,25260
419,24928
420,24680
421,24177
422,24134
423,24046
424,25405
425,23731
426,23207
427,24035
428,23961
429,23836
430,24284
431,24151
432,24508
433,26177
434,23768
435,22466
436,23129
437,24238
438,24399
439,23631
440,23625
441,23653
442,23718
443,23734
444,24910
445,25580
446,24283
447,24728
448,24178
449,24380
450,23934
451,24037
452,24036
453,23194
454,24478
455,23956
456,23935
457,24385
458,24195
459,24998
460,24234
461,25175
462,25111
463,24647
464,24928
465,24312
466,25949
467,23762
468,23319
469,23200
470,23697
471,23343
472,24592
473,23658
474,24050
475,23603
476,25220
477,25027
478,24942
479,24270
480,25278
481,24504
482,24173
483,24599
484,25160
485,24629
486,24965
487,24510
488,25223
489,24879
490,25049
491,23887
492,24631
493,25159
494,24216
495,25141
496,24623
497,25026
498,25521
499,24784
500,25275
501,24674
502,23826
503,24098
504,23931
505,25024
506,24870
507,23758
508,24072
509,24035
510,23635
511,24859
512,24965
513,24659
514,25329
515,24395
516,26175
517,22512
518,23284
519,22228
520,23280
521,23946
522,22944
523,23450
524,24011
525,23953
526,23500
527,23239
528,23867
529,23442
530,23238
531,24482
532,25169
533,23974
534,25165
535,25561
536,23163
537,23410
538,23468
539,23419
540,23117
541,22651
542,23775
543,24653
544,23726
545,24690
546,23875
547,24244
548,23704
549,24458
550,24416
551,24074
552,23913
553,25697
554,24273
555,23119
556,24238
557,24569
558,25167
559,25197
560,24462
561,23174
562,24011
563,23922
564,23566
565,23448
566,22673
567,22933
568,22541
569,23180
570,24019
571,25761
572,24180
573,23740
574,23333
575,23232
576,24225
577,23953
578,23993
579,23124
580,23361
581,23343
582,23643
583,24305
584,24038
585,25500
586,25824
587,23635
588,23029
589,22787
590,22530
591,23025
592,23005
593,23231
594,24319
595,23128
596,23191
597,23393
598,22846
599,23548
600,23282
601,24852
602,24441
603,23820
604,23277
605,23852
606,24212
607,24803
608,25707
609,23402
610,24238
611,23991
612,24771
613,24914
614,24813
615,24741
616,24602
617,25406
618,24254
619,24141
620,23460
621,24205
622,24746
623,25185
624,24834
625,25492
626,24030
627,24874
628,25296
629,24509
630,23498
631,23491
632,23759
633,23843
634,24204
635,24148
636,23655
637,23561
638,24981
639,23781
640,24585
641,24965
642,25109
643,24356
644,24371
645,24608
646,25399
647,24382
648,24541
649,24998
650,25416
651,24535
652,23450
653,23288
654,24165
655,22701
656,24074
657,24095
658,23880
659,24453
660,24313
661,23528
662,23777
663,24097
664,24714
665,23910
666,24928
667,25049
668,25464
669,23909
670,23638
671,23157
672,24542
673,24287
674,24604
675,24049
676,25361
677,24951
678,24995
679,24719
680,24679
681,25342
682,24459
683,24936
684,24300
685,23899
686,24669
687,25500
688,24434
689,24162
690,24101
691,25818
692,24732
693,23454
694,25256
695,23533
696,22519
697,23641
698,24293
699,25073
700,24375
701,24254
702,23334
703,23113
704,23895
705,25006
706,24524
707,25105
708,24666
709,24973
710,24027
711,24124
712,24630
713,24361
714,24642
715,24389
716,25384
717,23596
718,24291
719,25249
720,24065
721,24841
722,24606
723,24655
724,24608
725,24663
726,24679
727,24724
728,24602
729,24453
730,25039
731,25509
732,25446
733,23036
734,24593
735,24084
736,24839
737,23962
738,25407
739,24857
740,24192
741,23692
742,25485
743,23879
744,23384
745,24980
746,25458
747,24083
748,23291
749,23660
750,24428
751,23795
752,23443
753,23863
754,25567
755,24090
756,22966
757,22661
758,22265
759,23144
760,23594
761,24127
762,24339
763,23934
764,22832
765,23160
766,23755
767,23917
768,24174
769,24243
770,24417
771,25147
772,25314
773,24569
774,25328
775,24242
776,24313
777,24267
778,23666
779,24170
780,23845
781,24346
782,25535
783,24201
784,23581
785,25052
786,24906
787,24893
788,23948
789,24680
790,23976
791,23665
792,23940
793,24131
794,24585
795,25698
796,22911
797,23870
798,24213
799,24036
800,23770
801,23516
802,24495
803,25192
804,24316
805,24164
806,23679
807,23746
808,25238
809,24375
810,23831
811,24240
812,24305
813,24445
814,25830
815,24235
