"time","sum_size"
1,854
2,652
3,786
4,646
5,579
6,856
7,875
8,846
9,804
10,683
11,626
12,673
13,804
14,694
15,662
16,624
17,949
18,836
19,716
20,656
21,747
22,739
23,883
24,940
25,780
26,979
27,793
28,1010
29,885
30,1091
31,854
32,909
33,882
34,878
35,1097
36,957
37,1021
38,969
39,839
40,1065
41,1120
42,977
43,851
44,781
45,978
46,989
47,875
48,1027
49,984
50,1073
51,1071
52,1012
53,860
54,786
55,952
56,1337
57,1091
58,1126
59,927
60,840
61,924
62,877
63,977
64,1024
65,943
66,842
67,777
68,961
69,983
70,1014
71,1396
72,1117
73,1100
74,1267
75,1119
76,1174
77,1346
78,1568
79,1594
80,1295
81,1260
82,1113
83,1365
84,1409
85,1277
86,1368
87,1228
88,1525
89,1202
90,1051
91,1160
92,1239
93,1058
94,1446
95,1313
96,1099
97,1261
98,1407
99,1321
100,1300
101,1111
102,1087
103,1405
104,1242
105,1223
106,1075
107,1117
108,1164
109,1033
110,969
111,930
112,902
113,1043
114,1198
115,1036
116,947
117,918
118,898
119,939
120,1145
121,987
122,930
123,994
124,1183
125,1259
126,1063
127,1057
128,1220
129,1148
130,1047
131,1028
132,1018
133,1054
134,971
135,1039
136,958
137,1534
138,1290
139,1236
140,1079
141,1010
142,1345
143,1130
144,1152
145,1269
146,1400
147,1516
148,1597
149,1704
150,1577
151,1753
152,1541
153,1603
154,1520
155,1315
156,1463
157,1486
158,1290
159,1284
160,1363
161,1322
162,1403
163,1317
164,1471
165,1272
166,1268
167,1429
168,1530
169,1635
170,1596
171,1404
172,1422
173,1471
174,1411
175,1499
176,1694
177,1617
178,1381
179,1294
180,1294
181,1389
182,1368
183,1505
184,1291
185,1240
186,1483
187,1373
188,1604
189,1729
190,1572
191,1418
192,1327
193,1667
194,1441
195,1473
196,1464
197,1595
198,1500
199,1590
200,1993
201,1898
202,1958
203,1990
204,1897
205,1679
206,1697
207,1483
208,1634
209,2168
210,1998
211,1610
212,1580
213,1462
214,1352
215,1579
216,1816
217,1530
218,1547
219,1953
220,2042
221,2357
222,2126
223,1828
224,1783
225,1916
226,2336
227,1996
228,1825
229,1890
230,2111
231,2347
232,1881
233,1834
234,1885
235,1832
236,1690
237,1697
238,1891
239,1965
240,1785
241,1793
242,1635
243,2202
244,2206
245,2215
246,2179
247,2155
248,2038
249,2266
250,2357
251,2513
252,2093
253,1986
254,2096
255,2287
256,2184
257,2373
258,2457
259,2919
260,1639
261,1601
262,1664
263,1904
264,1879
265,2004
266,1829
267,1712
268,1602
269,1887
270,1677
271,1986
272,1809
273,1757
274,1763
275,1559
276,1730
277,1954
278,1628
279,1863
280,1793
281,1856
282,1990
283,1883
284,1901
285,1929
286,2055
287,2054
288,2155
289,1793
290,1786
291,1959
292,1879
293,1910
294,2457
295,2550
296,1936
297,1931
298,2315
299,2170
300,1928
301,1877
302,1859
303,1854
304,1923
305,1816
306,1879
307,1756
308,1760
309,1734
310,1686
311,1607
312,2084
313,2135
314,2007
315,1959
316,2468
317,2266
318,2219
319,2484
320,2232
321,2327
322,2252
323,2123
324,2293
325,2206
326,2455
327,2426
328,2289
329,2552
330,2097
331,2361
332,2402
333,2187
334,2127
335,1923
336,2204
337,2148
338,1925
339,2152
340,1937
341,2038
342,2053
343,2137
344,1961
