"time","sum_size"
1,11804
2,13214
3,12667
4,13441
5,14186
6,13523
7,13710
8,14787
9,15134
10,15267
11,15060
12,15421
13,14953
14,15158
15,15651
16,16207
17,15742
18,15755
19,17168
20,19084
21,18052
22,18035
23,17075
24,17766
25,17468
26,17080
27,18999
28,18078
29,17817
30,17736
31,18245
32,19034
33,18678
34,18985
35,18830
36,17979
37,18302
38,18519
39,18717
40,18144
41,18628
42,18528
43,20555
44,19470
45,20299
46,20527
47,19991
48,19560
49,19158
50,20334
51,21055
52,21090
53,20190
54,19022
55,20095
56,19958
57,20162
58,20103
59,20212
60,19918
61,19235
62,19620
63,19721
64,19924
65,20119
66,20137
67,19713
68,19615
69,20782
70,20559
71,21021
72,20867
73,21102
74,20341
75,20438
76,20184
77,20039
78,19878
79,20562
80,20521
81,20963
82,20306
83,19577
84,20384
85,20541
86,21674
87,21636
88,21809
89,21435
90,20696
91,21370
92,21306
93,20886
94,20537
95,22050
96,21869
97,21887
98,22118
99,21768
100,21695
101,23683
102,22290
103,23247
104,22405
105,21923
106,21388
107,21274
108,23207
109,23382
110,23464
111,23386
112,23789
113,25643
114,24367
115,24122
116,24301
117,25066
118,25154
119,25784
120,24931
121,24870
122,24861
123,24787
124,25100
125,25067
126,26572
127,26787
128,27157
129,25246
130,27288
131,28344
132,27984
133,27779
134,27199
135,27017
136,27043
137,27553
138,28097
139,28256
140,27175
141,28364
142,28195
143,28399
144,27425
145,28571
146,29053
147,29145
148,30118
149,29559
150,28839
151,28062
152,28786
153,28680
154,29251
155,29287
156,28260
157,29894
158,29069
159,29816
160,29779
161,30021
162,29648
163,30398
164,29862
165,30549
166,32562
167,32599
168,32683
169,30779
170,31130
171,32121
172,32096
173,31949
174,33061
175,33864
176,33146
177,31362
178,31541
179,32650
180,33659
181,33855
182,33774
183,33853
184,33670
185,35529
186,33879
187,36230
188,34021
189,35328
190,34283
191,35262
192,36005
193,34999
194,35983
195,35069
196,34811
197,35633
198,36385
199,36820
200,36764
201,36839
202,37367
203,37138
204,38115
205,37050
206,37708
207,36645
208,37607
209,37643
210,36847
211,38707
212,39670
213,38441
214,38325
215,39953
216,39409
217,38389
218,38216
219,38817
220,40563
221,40329
222,41735
223,39544
224,40099
225,39456
226,41498
227,41077
228,40901
229,42315
230,42584
231,41949
232,42049
233,42331
234,42582
235,43954
236,44199
237,45412
238,45220
239,45932
240,45302
241,43285
242,44859
243,46724
244,47458
245,47922
246,47412
247,45390
248,45756
249,47088
250,47573
251,46343
252,47045
253,47559
254,46856
255,48123
256,50102
257,48766
258,47836
259,48398
260,47502
261,48614
262,47937
263,48718
264,49166
265,50374
266,49938
267,51143
268,48150
269,47808
270,48024
271,48178
272,50447
273,48730
274,47590
275,47704
276,47633
277,51440
278,47843
279,46386
280,47188
281,48687
282,48630
283,48560
284,48221
285,49539
286,48366
287,49826
288,49268
289,49976
290,48884
291,48348
292,48657
293,50622
294,49402
295,50279
296,49577
297,49604
298,49911
299,50996
300,50107
301,47892
302,48105
303,50909
304,48317
305,47087
306,48509
307,48599
308,47911
309,47147
310,48242
311,49355
312,48943
313,49884
314,51537
315,47431
316,48534
317,49535
318,48137
