"time","MR_mean_summ","MR_sd_summ"
1,0.702049768073334,0.291890365369973
2,0.711874152549391,0.288932896957057
3,0.698066124459081,0.295124375383111
4,0.693275533087232,0.305574164654889
5,0.697590824905044,0.300770695042214
6,0.700626090575378,0.294671029619198
7,0.716592091327807,0.28961231594942
8,0.702666196494143,0.307108435319429
9,0.70258288780324,0.304399502257149
10,0.691929821893757,0.305818842570111
11,0.696593782640178,0.298935032906767
12,0.714569615944001,0.291251684543181
13,0.713762790075366,0.295356301347238
14,0.713369961163868,0.293905229858465
15,0.709732210914184,0.29931088211888
16,0.694229680801289,0.303058809268788
17,0.700015486806397,0.300452462389909
18,0.700318910926574,0.300664678384198
19,0.667785579104238,0.308296980510606
20,0.684074499302071,0.300786116514086
21,0.679629015940771,0.303309679645882
22,0.671680472976019,0.307815406498171
23,0.685783666832042,0.307310672144793
24,0.676041644699228,0.313190382925241
25,0.684004907057645,0.308310574503565
26,0.682923408611192,0.308007709336442
27,0.681992216605872,0.309652584602889
28,0.66395738633976,0.315580208626917
29,0.683395885801388,0.308586175859713
30,0.682617455897247,0.3073575677961
31,0.690433293642725,0.303751782974208
32,0.691540663731646,0.302167521354147
33,0.687383441270491,0.310495100007353
34,0.684140083831941,0.306965880857881
35,0.683724828893626,0.305433260207642
36,0.685741367977355,0.307220478283207
37,0.693662880183608,0.303992582574672
38,0.690987790667922,0.309594083277924
39,0.695170043674748,0.307871136772099
40,0.689343806805365,0.312520098188543
41,0.690232985981141,0.31370079442181
42,0.692016089055444,0.312414390891273
43,0.693713489243164,0.302457768031413
44,0.696415864567266,0.30392131410261
45,0.695367533896943,0.304217963181434
46,0.701315993989492,0.302461288018087
47,0.691767782039434,0.305907785690683
48,0.670782309883375,0.315235757303729
49,0.676898765279561,0.315393762460148
50,0.668870445518281,0.31745771962658
51,0.6835540572439,0.313631525799797
52,0.683594281368184,0.313046540262142
53,0.694293425949763,0.306088800671508
54,0.690239938801717,0.307948889992786
55,0.682760285127034,0.317695216114035
56,0.689737849273989,0.310523921937563
57,0.697040053752884,0.308434805415961
58,0.682735607159721,0.30710239671145
59,0.685140745315894,0.306231960045687
60,0.684364545914121,0.306923815824439
61,0.689254512862339,0.306098414033625
62,0.679814073897365,0.314336071602553
63,0.682147843520123,0.313165556473537
64,0.661243891751895,0.319996430053121
65,0.654658025352995,0.3186981119025
66,0.668675810859691,0.316554802782547
67,0.678820397365435,0.311512494598023
68,0.674837027698143,0.314728803911627
69,0.68696046216101,0.30906452720822
70,0.678735912617629,0.315669167009915
71,0.681735677056846,0.310917392765292
72,0.685455485859522,0.310488680633106
73,0.687891335669838,0.309372478781855
74,0.682883458703211,0.309335035090589
75,0.693242699396572,0.307087314802731
76,0.688299988267298,0.311529105343066
77,0.688230393081519,0.310627626519911
78,0.671109008214143,0.323174176244512
79,0.672561272331232,0.318018640368691
80,0.679819932161839,0.316481043016723
81,0.688603679088014,0.312304533993393
82,0.680758017303124,0.315617948982929
83,0.669894541583807,0.317372809870846
84,0.664701003638396,0.317269871080901
85,0.656026863056438,0.325976824715861
86,0.665768619667251,0.32110929493751
87,0.676892011383441,0.321304985250002
88,0.681021568636145,0.316886022540637
89,0.676002375167913,0.319869879275781
90,0.679172431799876,0.322761895390603
91,0.662921732735818,0.322455283081239
92,0.66457883274518,0.324545096535321
93,0.671317093900497,0.320053416291251
94,0.670631242802545,0.323984025892467
95,0.656939971612192,0.326427990453047
96,0.642943574152559,0.334365471185478
97,0.645813285764303,0.332704690641066
98,0.6628095459249,0.327297473230311
99,0.650629509170937,0.332205274290314
100,0.650581776885687,0.332162970391815
101,0.665672805595438,0.331717853561256
102,0.659126981591285,0.331756402830575
103,0.66637025549745,0.326089652912431
104,0.660054231367841,0.328178735383801
105,0.666245523314423,0.326216610743932
106,0.660464584048051,0.328115059735353
107,0.657423126596332,0.328300590700526
108,0.666726930929816,0.323055473896843
109,0.661533598978515,0.320695919120386
110,0.667784796316927,0.321584243148978
111,0.649135520011485,0.330335345491834
112,0.662761803452454,0.323603594479124
113,0.657203140707068,0.331208949787142
114,0.65002153951705,0.331400168324824
115,0.650350972928014,0.330228818662922
116,0.659828584118544,0.327920842920856
117,0.66300839824297,0.326894716780689
118,0.664356391267795,0.327418350266893
119,0.656731407445655,0.329154864913722
120,0.649077862486327,0.333420823695212
121,0.654774654227058,0.328073585700224
122,0.645484686850271,0.332384854644827
123,0.655655537473827,0.32989441472768
124,0.657270691488261,0.325563836574595
125,0.655095724299047,0.330406795297239
126,0.658063361954685,0.328409086610362
127,0.664820713701605,0.329292533746815
128,0.645360378650714,0.335471583523826
129,0.654586448167594,0.333178535034905
130,0.657984157275739,0.328774461465255
131,0.66210634693936,0.328321551819815
132,0.663174875080278,0.325063884650786
133,0.666775443831713,0.321506010449011
134,0.656910549184715,0.32674923553984
135,0.648465761413285,0.329303659659985
136,0.65809445251274,0.327497368216334
137,0.660774870704457,0.324721546311775
138,0.651395414947747,0.33153009507235
139,0.644467723619851,0.338536532282654
140,0.649390753358793,0.335184115082472
