"time","sum_size"
1,5807
2,5924
3,6055
4,6577
5,6703
6,6535
7,7395
8,6714
9,7393
10,7040
11,7234
12,7059
13,7020
14,7908
15,7777
16,7662
17,7723
18,7614
19,7737
20,8004
21,7953
22,8170
23,7510
24,8332
25,8314
26,8164
27,8416
28,8602
29,8360
30,9190
31,8462
32,8220
33,8236
34,8764
35,9349
36,9238
37,8561
38,8824
39,8997
40,10004
41,9270
42,9201
43,9347
44,9174
45,8669
46,8841
47,9405
48,9881
49,9542
50,9686
51,9918
52,9838
53,9788
54,9643
55,9531
56,9320
57,9791
58,9777
59,9852
60,9766
61,9867
62,9872
63,8954
64,8847
65,9689
66,9494
67,8949
68,9030
69,9144
70,10283
71,10615
72,9328
73,9703
74,10175
75,9875
76,10131
77,9711
78,10095
79,11217
80,10615
81,10483
82,10145
83,10056
84,10355
85,10349
86,9826
87,10443
88,10724
89,10483
90,10390
91,10432
92,10432
93,10489
94,10570
95,10739
96,10738
97,10251
98,11000
99,10607
100,10926
101,10668
102,10815
103,10858
104,11222
105,10887
106,10352
107,10867
108,11519
109,11876
110,12604
111,12619
112,12861
113,12747
114,12938
115,12902
116,12358
117,12506
118,12542
119,12026
120,11636
121,11878
122,12196
123,13137
124,13550
125,13224
126,12545
127,12947
128,13027
129,13539
130,13678
131,12685
132,14282
133,13754
134,13398
135,13746
136,13272
137,13054
138,12665
139,13182
140,14119
141,13512
142,13207
143,13456
144,13666
145,13637
146,13616
147,13680
148,15185
149,15687
150,15325
151,14686
152,14417
153,14494
154,14153
155,13974
156,15434
157,14530
158,15144
159,15274
160,14280
161,14532
162,15578
163,14748
164,14822
165,14779
166,14338
167,14706
168,14572
169,14600
170,14992
171,15033
172,16263
173,15631
174,15663
175,15806
176,15773
177,15755
178,15506
179,16078
180,16312
181,16439
182,16695
183,17730
184,17358
185,17171
186,16477
187,17296
188,16426
189,17310
190,16381
191,16461
192,16650
193,17486
194,17516
195,17716
196,16942
197,16830
198,17208
199,16969
200,19273
201,18764
202,18256
203,18111
204,18821
205,19068
206,19864
207,18908
208,18825
209,19371
210,19361
211,18858
212,19692
213,19824
214,19803
215,20688
216,20999
217,21114
218,20145
219,20703
220,20690
221,20409
222,20551
223,21418
224,22432
225,22605
226,22189
227,21709
228,22345
229,21879
230,21584
231,21540
232,22778
233,22034
234,22775
235,23501
236,22290
237,22471
238,22147
239,21523
240,22546
241,22852
242,23110
243,23473
244,23201
245,23285
246,23709
247,24054
248,23116
249,24540
250,23979
251,23401
252,23972
253,23346
254,23306
255,24318
256,24718
257,25258
258,24945
259,24579
260,23077
261,23318
262,23899
263,24314
264,24933
265,25275
266,25757
267,24608
268,25301
269,24859
270,24655
271,25378
272,23629
273,22458
274,22400
275,22129
276,23665
277,22916
278,24157
279,23026
280,23108
281,23443
282,23335
283,23446
284,23152
285,23715
286,24063
287,23007
288,23287
289,23850
290,24405
291,24467
292,24648
293,24694
294,24654
295,23938
296,24425
297,25041
298,24370
299,25021
300,25576
301,25236
302,25557
303,24301
304,24977
305,24997
306,25639
307,23160
308,24673
309,24182
310,24456
311,23202
312,23539
313,22780
314,22446
315,23063
316,22480
317,22979
318,23251
319,24014
320,23988
321,24221
322,23551
323,23858
324,24612
325,25017
326,24586
327,23982
328,23033
329,23476
330,23908
331,26072
