"","time","MR_mean_summ","MR_sd_summ"
"1",1,0.684821444892888,0.285251130897276
"2",2,0.675909287240602,0.285955635294582
"3",3,0.696682185116554,0.279324641699584
"4",4,0.685066540420722,0.279914384328377
"5",5,0.694398717736818,0.278857937034054
"6",6,0.690412498466999,0.289069942636556
"7",7,0.70133130001307,0.284172370590123
"8",8,0.708967350911723,0.279604357434911
"9",9,0.696012493713927,0.286170897347104
"10",10,0.698833482724906,0.285581245521828
"11",11,0.668822675791343,0.29840080187355
"12",12,0.682988275988602,0.287572932664959
"13",13,0.701415296716285,0.283961082695135
"14",14,0.703772520172756,0.282647611114739
"15",15,0.689046096215632,0.285057213353015
"16",16,0.696007951636779,0.284330836598935
"17",17,0.707970778361522,0.275243292955209
"18",18,0.688959868029823,0.278654813165249
"19",19,0.689097958740851,0.275984249484804
"20",20,0.693041586685335,0.277216039122574
"21",21,0.691951856518465,0.281718122436096
"22",22,0.678807157559865,0.287753859905052
"23",23,0.692802876151965,0.280471498361551
"24",24,0.697955706909885,0.27671552692829
"25",25,0.703995706836075,0.276266963745337
"26",26,0.706296996483899,0.275908051432216
"27",27,0.697206972587533,0.274514940787837
"28",28,0.694297565973973,0.279786803363292
"29",29,0.693952727085993,0.281356507807921
"30",30,0.691900208302154,0.280383854724781
"31",31,0.700620376478536,0.276366046228807
"32",32,0.686532721115831,0.282440789288189
"33",33,0.692859720656502,0.280523057203549
"34",34,0.671278741084979,0.290738369630327
"35",35,0.692352731965953,0.282425193188399
"36",36,0.688477249308086,0.282380351916456
"37",37,0.69111719938184,0.283483521596425
"38",38,0.684667146710491,0.283869294878935
"39",39,0.692451438521226,0.282009605302684
"40",40,0.690420179180714,0.286327520050994
"41",41,0.692250665514186,0.284309030206726
"42",42,0.685368824820221,0.284661617550716
"43",43,0.69807290532118,0.280525449370429
"44",44,0.692010955394204,0.280698382522189
"45",45,0.685522724749422,0.283611014612608
"46",46,0.694271334928027,0.27939862940896
"47",47,0.697861816954078,0.275844869554969
"48",48,0.686221849363996,0.281637150349986
"49",49,0.695469447026346,0.280415330044478
"50",50,0.699411554869081,0.28046848304762
"51",51,0.696890172866011,0.277172710786715
"52",52,0.683230304910123,0.280566992474987
"53",53,0.686103632954964,0.281601698321141
"54",54,0.687925021935182,0.27909912123201
"55",55,0.671682881457495,0.281740264689643
"56",56,0.676062902143931,0.278709590132289
"57",57,0.685821551243481,0.277536466774298
"58",58,0.686713512170827,0.278489691559499
"59",59,0.683382092494421,0.276987416023917
"60",60,0.697398198229978,0.275553576522238
"61",61,0.682323739639127,0.277495837476448
"62",62,0.672179691764618,0.278293627893676
"63",63,0.681242046558269,0.275880670626154
"64",64,0.688152034652747,0.271857464797384
"65",65,0.681432211526016,0.27341396157066
"66",66,0.682942089406558,0.271251400426735
"67",67,0.685370183320412,0.270199322566663
"68",68,0.692726906322967,0.266153176281025
"69",69,0.680150533872659,0.268949899071274
"70",70,0.677967394320348,0.270098538534608
"71",71,0.695570439248079,0.266785905097819
"72",72,0.683608989710375,0.273217496803836
"73",73,0.68471779245276,0.274193003097048
"74",74,0.686395934112292,0.271097291711972
"75",75,0.682967291142542,0.275088461114357
"76",76,0.693950658156491,0.268300965974928
"77",77,0.688320120990161,0.2707289300642
"78",78,0.691075622005345,0.267983132133278
"79",79,0.692563236604399,0.267733876313086
"80",80,0.690995223305637,0.265776224627966
"81",81,0.689792368894486,0.268485883692265
"82",82,0.692660501449119,0.264811290009969
"83",83,0.69955044001552,0.261752879689247
"84",84,0.680626228542304,0.274727651911487
"85",85,0.679419386891625,0.271437423021904
"86",86,0.66670173209775,0.277253993580101
"87",87,0.67149417129065,0.273539340862434
"88",88,0.682807267682257,0.271416594723974
"89",89,0.67201113681447,0.273999571137364
"90",90,0.674869677469534,0.274419444114013
"91",91,0.678017521440077,0.270029353064505
"92",92,0.67175071884442,0.27103728178201
"93",93,0.669001574781166,0.270022174826318
"94",94,0.661424612674297,0.271229713750668
"95",95,0.674934343897275,0.266871497744529
"96",96,0.664554152237563,0.271786359876783
"97",97,0.675167441918936,0.268101093469033
"98",98,0.674070068119961,0.271889605349416
"99",99,0.673316078586985,0.26864231890529
"100",100,0.667009992265012,0.268980828821491
"101",101,0.667773124297281,0.27288555024821
"102",102,0.659832565805775,0.274726239125693
"103",103,0.664857091563398,0.270061282752452
"104",104,0.666652187771232,0.268063406878107
"105",105,0.668606190562974,0.266009121477623
"106",106,0.681316156631881,0.26416156456645
"107",107,0.674743091697336,0.267288038327384
"108",108,0.673034926746087,0.265188529731281
"109",109,0.67196290652037,0.264504003434129
"110",110,0.659396810490983,0.268824495016108
"111",111,0.658484900416139,0.269589847481518
"112",112,0.664131555496711,0.26823755973354
"113",113,0.665121867794104,0.266530026125453
"114",114,0.667425664201244,0.265922261184709
"115",115,0.677395836849816,0.263124884685551
"116",116,0.672502516991548,0.265027285250804
"117",117,0.667994827256983,0.265406273990927
"118",118,0.669988919745531,0.266077739726655
"119",119,0.67466237425823,0.262628383669475
"120",120,0.678244290187943,0.262018057195718
"121",121,0.675935787489613,0.262866798130022
"122",122,0.679329383578885,0.262745492784481
"123",123,0.673982293260398,0.265489020283338
"124",124,0.665744844782467,0.267827831798981
"125",125,0.668500542095884,0.265752286038734
"126",126,0.669210113800034,0.26514553532696
"127",127,0.669559752390627,0.264883291210646
"128",128,0.673640010444632,0.266404919579779
"129",129,0.678329959449716,0.263520938121558
"130",130,0.678320245684149,0.265182280943732
"131",131,0.68360071332373,0.262661502546577
"132",132,0.676245223448559,0.263576975760071
"133",133,0.683513615909524,0.261389411767428
"134",134,0.67989859255194,0.260670704766862
"135",135,0.67486531287261,0.26139313003898
"136",136,0.675752339386401,0.261622636927805
"137",137,0.685102935950637,0.259479203782791
"138",138,0.684993613676058,0.26048198135347
"139",139,0.681918968823169,0.259463394878434
"140",140,0.68125705148856,0.259684654306112
"141",141,0.682686835780511,0.260586169804631
"142",142,0.671900855552315,0.26657488288588
"143",143,0.670888626275242,0.262369762163617
"144",144,0.680379884724102,0.258758641220225
"145",145,0.67858384927501,0.259775380345411
"146",146,0.684942259891832,0.25941134630658
"147",147,0.682314406050683,0.259125694001644
"148",148,0.68379879210995,0.25754046894094
"149",149,0.687106782362598,0.257907665294405
