"param_iteration","timeperiod","pop_struct","pop_size","mean_MR","sd_MR","pop_growth_trend","pop_growth_R2"
1,"Before",1370764.38696385,1589599,0.41022390595378,0.269998067835276,4.54616604970908,0.00273546814553095
1,"Soon",1081483.69037233,1305927,0.232048314667132,0.234071169521426,10.2830732292917,0.010794507786682
1,"After",1116021.18467969,1326209,0.0959255971446203,0.143333452765765,-6.7802714932126,0.00199552060899419
2,"Before",1390267.93654606,1556847,0.52848354780629,0.279017202128162,0.0684822845055302,2.74512685513143e-06
2,"Soon",869746.058414791,1115438,0.0839799876913422,0.151442760045244,287.504441776711,0.652047641484776
2,"After",1087997.95469312,1320529,0.0406778059800948,0.0876043642994687,-2.28877828054298,0.000404131814103514
3,"Before",1392021.70408605,1547093,0.449151270944657,0.283447353210439,0.803384452670489,0.000456934688509257
3,"Soon",954490.312584391,1251680,0.180837205987418,0.221313625922154,33.0595918367347,0.217822870373058
3,"After",1114736.24156158,1302871,0.055144973073134,0.104158335373938,-0.361628959275919,2.05718434246423e-05
4,"Before",1014150.62706869,1539850,0.568555136797969,0.277395893949038,0.225700687466963,1.90663465536395e-05
4,"Soon",626399.726722218,1029931,0.150237697729639,0.209407494770605,242.678079231693,0.642603576657764
4,"After",861236.704841121,1290152,0.0511719111611973,0.100403142216442,-22.2243438914027,0.0363634288714556
5,"Before",998797.943804844,1518661,0.525269309264085,0.27859206795757,-3.08096245372824,0.0033326230830842
5,"Soon",592146.642250807,1195986,0.420074565015153,0.279758682937897,22.0675150060024,0.115865350140696
5,"After",791575.137708008,1279158,0.0786691079890444,0.127878477604579,-5.80742081447963,0.0110277117952589
6,"Before",961942.791346295,1531501,0.456454550031412,0.277507891130093,10.525066102591,0.014237165837153
6,"Soon",656102.883796132,1167435,0.167450020292071,0.205621232911855,133.48,0.595371310893002
6,"After",783070.066462661,1282726,0.0607678093384394,0.110157614432234,-7.4072398190045,0.00584892201382486
7,"Before",1097449.93243257,1535584,0.520897209775887,0.275668036085125,-1.57964040190372,0.000640052959130865
7,"Soon",463053.193704315,758030,0.120152095768897,0.184007519931582,307.725522208884,0.644232371384156
7,"After",847124.534297942,1265369,0.041912328100558,0.0903543625393585,12.8581900452489,0.0122211003055738
8,"Before",1437356.72447421,1557789,0.543563043745609,0.274580255257893,-1.79735589635122,0.00119915192362944
8,"Soon",1033065.19270938,1271710,0.241265256356862,0.248519228468781,14.0862424969988,0.0431818299685061
8,"After",1155587.79703079,1317366,0.0693081778262915,0.118116332536906,0.37239819004525,1.67201168809842e-05
9,"Before",1465056.74590077,1569953,0.483055786856115,0.277479768341906,1.69233209941822,0.00104927792499764
9,"Soon",1061290.50137033,1278509,0.098798986691377,0.160462867807821,71.2065786314525,0.237329194401166
9,"After",1153774.63755356,1334932,0.0488410612349731,0.0969837523268557,-5.94398190045243,0.00190839591824156
10,"Before",1326950.43187181,1569566,0.497741526496035,0.275695614502069,3.27419354838718,0.00179771941431673
10,"Soon",798350.240750516,1023275,0.0805961157516915,0.14249056439535,402.887346938776,0.767057512668323
10,"After",1045686.52180362,1306912,0.0431319271936047,0.0908618710724911,0.636380090497749,3.00658143524531e-05
11,"Before",543931.261198376,1486252,0.633269654460238,0.265875775913593,-4.46631411951342,0.0041607922076968
11,"Soon",75735.2355912443,288267,0.374212055339113,0.29633101933154,-178.551020408163,0.674301872301291
11,"After",477015.804004104,1227183,0.0368156863730593,0.0854611680065718,-15.965701357466,0.0265709272057572
12,"Before",1286827.71354844,1552710,0.526356964389323,0.277589340531101,2.81528291909041,0.00298964629944107
12,"Soon",856195.547884845,1162473,0.121936476713059,0.184209687380992,210.560432172869,0.599835763757921
12,"After",1043126.62455784,1320278,0.0521002080311888,0.100856905021709,3.0142081447965,0.000774282438775446
13,"Before",898563.315601138,1523009,0.537245052950438,0.278233447763318,0.910206240084706,0.000185018519628468
13,"Soon",644004.314054157,1190924,0.240192581946487,0.248791533037834,78.9078511404562,0.422632262297144
13,"After",800453.416404907,1287121,0.0635322828556087,0.113169746015397,-10.3253393665158,0.011751279051718
14,"Before",829191.753559024,1512674,0.471190321931624,0.278358099419634,3.7358540454786,0.00299512872668578
14,"Soon",754402.139960541,1268124,0.356053877236406,0.268247675901409,7.0513325330131,0.0102545205501378
14,"After",825874.474246653,1282655,0.123680273950229,0.163868732474623,-0.350678733031624,9.35845140480481e-06
15,"Before",365226.951565299,1436565,0.301322322889232,0.252112264345592,-8.58704389212068,0.0309263289496218
15,"Soon",341695.027302448,1172132,0.248751611840323,0.234948405877527,-16.4290036014406,0.0852239199454292
15,"After",383201.139497539,1214485,0.0692695195222428,0.118233358541083,-36.472036199095,0.186959764100087
16,"Before",1360931.99664135,1545325,0.615236944332886,0.270205766318419,3.22221047065046,0.0060502783262428
16,"Soon",1022525.06034708,1282892,0.424124848509843,0.2843370753101,8.20533013205281,0.0116580513858537
16,"After",1118798.24951648,1318170,0.129054201585747,0.167918582993328,-2.14778280542981,0.000499374944966716
