"param_iteration","timeperiod","pop_struct","pop_size","mean_MR","sd_MR","pop_growth_trend","pop_growth_R2"
21,"Soon",86707.6690257377,328043,0.348810094735437,0.362816921698082,-64.7839135654262,0.798439666899781
21,"After",383984.956866454,1186647,0.0531668281348601,0.105604851137523,-32.7551131221718,0.129896189451738
22,"Before",933055.486078246,1294521,0.465948196294852,0.376418400409416,-0.40105011525656,2.21112248195871e-05
22,"Soon",822066.12771874,1246325,0.0819079205704452,0.167282938095335,71.2186794717887,0.305353516135173
22,"After",921425.934060452,1305752,0.0447930322877501,0.0939988994916526,-5.36226244343882,0.00460268609781717
23,"Before",311142.125403736,1218898,0.544376054657348,0.367471176506956,-2.70451634935545,0.00263194956907409
23,"Soon",335443.262548541,1180263,0.453764254647042,0.373006771669552,-46.5567827130853,0.346888102160239
23,"After",376432.923411228,1229505,0.0993491229837069,0.159275096328267,7.71692307692312,0.0122142252907129
24,"Before",1159423.21269629,1321689,0.533688748190523,0.369132358357414,0.974600870827301,0.000431828498197291
24,"Soon",974871.444364051,1255733,0.174910854124753,0.269544959098014,21.9804561824729,0.119603007282196
24,"After",1071381.69341301,1291213,0.0614535256099691,0.114437439125347,2.9267873303168,0.00145049100676764
25,"Before",1204089.99582009,1333037,0.541887890285288,0.375162367962652,-4.39003671134646,0.00695661975363948
25,"Soon",981668.384527158,1207809,0.0725565913932383,0.158267918508693,133.953949579832,0.35469678020269
25,"After",1120375.90748787,1324210,0.0403344623237618,0.0876444844166084,-3.3908597285068,0.00214253886792575
26,"Before",1117340.89869629,1343596,0.491249085657578,0.378873274772894,-5.10706053103394,0.00229438961711844
26,"Soon",946613.399017014,1224321,0.0699824944587658,0.138180243130545,162.713901560624,0.376888356430975
26,"After",1037244.4004634,1315531,0.0508077497120903,0.101282806288587,8.31837104072408,0.00341979620780172
27,"Before",646810.029462935,1282353,0.504106907903123,0.373684177099346,7.67331170494321,0.00734386952509407
27,"Soon",451924.810671539,927764,0.082699811084716,0.169400877038851,320.97037214886,0.871330988417747
27,"After",642838.405856682,1260087,0.0396379448526901,0.0892611904425186,21.5831674208145,0.0481021878630705
28,"Before",727451.336815863,1282189,0.506566330520274,0.37918241438924,30.0118244685394,0.0973827473053292
28,"Soon",670730.084303081,1182781,0.0802996050436406,0.165521041772684,133.746602641056,0.571797397982772
28,"After",761235.476335127,1272034,0.0414383951829826,0.0909010910187476,-17.9573755656109,0.025923332284884
29,"Before",1016583.34638677,1298274,0.469752314717856,0.373217617601804,-11.4404507811833,0.0514360755410386
29,"Soon",665181.32981409,1217795,0.197822379454067,0.283579227517512,52.2530132052822,0.409430035000863
29,"After",870544.360702243,1279688,0.0522302523884461,0.102776777704664,-1.26723981900444,0.000528596291755443
30,"Before",519894.991222167,1269126,0.4691310990761,0.371317511577459,3.506275078972,0.00247608008661688
30,"Soon",404548.064863339,958804,0.0893007044167089,0.181097933279065,226.212244897959,0.75761039281217
30,"After",593979.967739017,1252673,0.0356814342370664,0.0840087986953364,2.12389140271489,0.000596252982977427
31,"Before",811553.681204707,1290308,0.479964690497403,0.374090200132789,8.64765645009823,0.00555031655445739
31,"Soon",707949.221769411,1164801,0.0819534083239455,0.160716771798875,179.348139255702,0.582281084038142
31,"After",798131.791744318,1285309,0.0484243620715571,0.0994946294651925,-15.9131221719456,0.0256255778968506
32,"Before",732454.797185567,1301611,0.512192122493365,0.376486437197629,-2.08618628873905,0.00165520510245853
32,"Soon",646663.529262982,1216041,0.166815069958626,0.261964695691452,64.6658823529411,0.315544548419964
32,"After",763825.336218582,1281034,0.0563950711598392,0.10938673211467,-2.42217194570136,0.0010936491584292
33,"Before",736959.748358585,1296257,0.518942414144319,0.368903502874725,-12.5998036369845,0.0237141368986028
33,"Soon",717277.401852081,1253118,0.190052177296095,0.276696406737616,15.1306602641056,0.034269474547369
33,"After",805149.654905033,1285031,0.0701301916128372,0.123632245334475,10.4744796380092,0.0116575818285062
34,"Before",1114589.39383362,1330403,0.512177073172914,0.369138858919706,-7.95291556390339,0.00474595846619147
34,"Soon",1040413.89803344,1288061,0.190969176918229,0.270538696189978,12.3656662665066,0.0172755643994381
34,"After",1082302.84578975,1312772,0.0924811319925982,0.150569118453496,11.3551131221719,0.00829968343449709
35,"Before",1187073.33634725,1348766,0.537748079017578,0.377289690118229,-16.9013062409288,0.021371557708133
35,"Soon",1033422.07053353,1257490,0.0850978438131208,0.165669220106885,71.3733493397359,0.139392996680084
35,"After",1104576.61329822,1318202,0.053638574713242,0.104154463872499,-19.045520361991,0.015046096300675
36,"Before",530712.589530839,1284722,0.484644216278537,0.375436027561535,2.04874925296673,0.00122047597653574
36,"Soon",561553.257710385,1175357,0.144152525017875,0.235372981594194,80.1877070828332,0.456456786111827
36,"After",648302.168366426,1244770,0.0538036148645427,0.105827332205008,-25.062443438914,0.0448192781309394
37,"Before",643868.375570806,1273322,0.527231782384948,0.371311471734802,0.608554597455928,5.34377946177765e-05
37,"Soon",566189.369580744,1213034,0.203041136976842,0.28517148855472,43.2654021608644,0.261050231692663
37,"After",702007.54369121,1264508,0.0573934244434304,0.109281986506059,2.7899547511313,0.0010085103461704
38,"Before",520701.429583124,1271093,0.498397193042421,0.375552946863212,3.7686758302741,0.00232122438028916
38,"Soon",493606.072858601,1227584,0.390073635297201,0.361664749392154,5.42905162064828,0.0107409590021386
38,"After",513011.765803558,1252102,0.126653738822796,0.191008389931997,11.3757466063349,0.0188336596153876
39,"Before",364118.75867557,1258390,0.463814108826117,0.371908203036032,8.28276274225219,0.0250976880342655
39,"Soon",296988.707575086,928428,0.218007860252271,0.296516648729188,-98.5387755102041,0.6930752160702
39,"After",442641.562990724,1241404,0.0496741456620991,0.102037259769711,-7.65221719457001,0.0158656122661338
40,"Before",532700.912143654,1266312,0.464176883823005,0.370704683914192,-3.22137795611712,0.000924997010220494
40,"Soon",565767.155363257,1165476,0.0907785716624944,0.179086464909992,136.464441776711,0.565683673797928
40,"After",659228.074911385,1268468,0.0435471420838751,0.0936802879571511,10.9576470588236,0.0136490476027489
41,"Before",973220.652415924,1306538,0.445948057440966,0.37108216837223,1.42371723725772,0.00177097192883215
41,"Soon",688352.559984022,1233533,0.132631722496788,0.227880952420124,40.9343097238896,0.34530553937924
41,"After",844036.278062329,1282851,0.0453869180342877,0.0955432019666182,-4.193665158371,0.00491951050020637
42,"Before",1155101.10394211,1347789,0.547349838783997,0.374177974272475,0.980150260394435,0.000131304665015191
42,"Soon",1091685.01601182,1288019,0.422311775082568,0.376498922834695,3.73411764705883,0.00120894576947437
42,"After",1124053.95776558,1319497,0.21243404522882,0.270002103442632,4.47565610859737,0.00199609124299251
43,"Before",944067.866045764,1301997,0.49295886143584,0.372304867321718,-5.40378212242817,0.00628949759187074
43,"Soon",839157.816107969,1266155,0.132131211587841,0.228382255606176,10.6072989195678,0.0174053082704915
43,"After",912864.925174146,1272146,0.0577533516885735,0.108903888549513,8.43565610859729,0.00381477094899342
44,"Before",342191.419765824,1257574,0.457160861846124,0.372097330870051,7.45684282421236,0.0339445047864214
44,"Soon",324985.500474029,1193238,0.346179903106799,0.350016380215561,-20.93637454982,0.139828346128602
44,"After",397136.049095571,1242154,0.0710414444290479,0.126291191220635,-3.63954751131213,0.00464221139083322
45,"Before",368089.593686606,1262501,0.465814484811186,0.368700249974695,-12.832194997012,0.0536717399791151
45,"Soon",253579.47198304,860964,0.245119911402752,0.306917376302994,-113.14487394958,0.759943735769948
45,"After",378571.510530562,1193469,0.0517424797542934,0.106154709982583,51.8933936651585,0.217371325107035
46,"Before",391650.110735207,1256620,0.44836879312304,0.370312776225342,9.32621873132417,0.0172125101796098
46,"Soon",382928.012036509,1112570,0.194227283470038,0.280886939428377,58.0096998799521,0.324161976930944
46,"After",494021.776414521,1237033,0.0480175370140026,0.0994833523318903,8.98977375565623,0.0116674066976172
47,"Before",497807.44996709,1280371,0.466610774172194,0.370749117383793,-10.1699393835909,0.0222811223928757
47,"Soon",553705.53276959,1209392,0.17967249708722,0.262840044451288,33.6488835534215,0.147592000029726
47,"After",623301.537436791,1255713,0.060888723495952,0.113790207587604,5.65085972850684,0.00442151757146794
48,"Before",1149503.10081109,1334123,0.455007380470925,0.376309532467219,-3.33283531119276,0.00254090053618457
48,"Soon",992600.50904685,1269840,0.105289176260572,0.19605856206156,2.54012004801918,0.000516669909842503
48,"After",1084368.19514565,1318620,0.0526702095593031,0.103204005219427,13.7007239819005,0.0229294915912442
49,"Before",1217705.17355503,1342249,0.473739209208623,0.373455735179348,13.0318022709809,0.0204573226066027
49,"Soon",1112787.48276758,1277665,0.126037074164744,0.215312002070522,12.7297478991597,0.0192437663187351
49,"After",1152863.29729986,1315771,0.0627075806195696,0.115495746993039,-4.73330316742078,0.00264117072420714
50,"Before",891268.336201135,1301401,0.484787329615062,0.374915358335679,-15.0389737898062,0.0540901910161746
50,"Soon",760479.285506649,1201716,0.0787522850935403,0.166103113246098,88.031980792317,0.289738392192948
50,"After",863772.322427906,1284571,0.0419192203785426,0.0904520623336199,14.1723076923078,0.0142316750411959
51,"Before",660869.018544418,1283913,0.441683030621946,0.375053412920821,-4.72078032954839,0.0041689415283935
51,"Soon",414890.090463566,1108465,0.17093163266489,0.26399951857267,114.384201680672,0.699012167527088
51,"After",625794.624011911,1274825,0.0433624398242624,0.093194827197742,-0.0820814479638101,3.70819747822907e-06
52,"Before",1192698.48329566,1352892,0.478874281565643,0.377918538275768,2.44839067702561,0.000621932848432886
52,"Soon",1108152.10912882,1294563,0.20716445157343,0.286009707479863,8.94679471788723,0.00468507883440114
52,"After",1154045.33950517,1336698,0.101879479328072,0.159575198843135,-0.729140271493216,3.47700500694136e-05
53,"Before",362415.850643954,1258252,0.523751705495096,0.3737655324619,-4.59976094937251,0.00740490623300419
53,"Soon",183274.091691305,622578,0.168695082518231,0.272018329975172,-100.488739495798,0.637031935430019
53,"After",419875.431526306,1217354,0.0332238811723863,0.0817271490436988,20.7832579185521,0.0634443254801074
54,"Before",1185328.0903813,1304407,0.460947601434462,0.374963951695761,-9.46670366259712,0.0183684412766631
54,"Soon",1033234.7544352,1273403,0.263817067438785,0.322470000637376,1.06175270108039,0.000225237594844501
54,"After",1134442.62854266,1302415,0.0926387432404969,0.148193006137782,-1.07049773755647,0.000134865375330397
55,"Before",296189.413849443,1193391,0.494533438844245,0.375166898349764,9.05861009135151,0.0278385978489336
55,"Soon",247441.591826403,1068726,0.418979987052792,0.369417799648193,-73.2355342136855,0.759905332409809
55,"After",306983.390639367,1224628,0.0933129443364143,0.152803943215536,9.3810859728507,0.0506063536266927
56,"Before",1203044.71694988,1339715,0.494317518871783,0.375487927838476,-3.31593101681886,0.00389559148405001
56,"Soon",992226.098042515,1187115,0.0640175204668936,0.139652823928742,169.311932773109,0.621351205257903
56,"After",1086757.62841433,1284807,0.0370216539164487,0.0844208928710434,-10.3742081447963,0.00948887908147413
57,"Before",545596.380679717,1279559,0.448884408726375,0.375665427397773,7.01942286348497,0.0182436464920783
57,"Soon",474883.561785859,1127343,0.144214847780511,0.239956319293093,129.158847539016,0.667350236853177
57,"After",595673.468575186,1267716,0.0455873456021437,0.0967804707079557,-2.60190045248858,0.00205030605298555
58,"Before",403060.884372452,1272069,0.520060640624544,0.37135463778957,1.33864082643213,0.000885538694500908
58,"Soon",265324.935115549,870380,0.223079798139017,0.305827743032479,-51.4968547418968,0.255823923673296
58,"After",476568.014221966,1259979,0.0399813229776458,0.0892796296498775,-11.6602714932127,0.0447808305004483
59,"Before",652488.379887599,1298150,0.4966408313533,0.373441726267436,2.4917612908734,0.00102525095545444
59,"Soon",535741.225404084,1127781,0.134081826615144,0.228311805258644,149.292533013205,0.578172658749586
59,"After",644089.286320448,1262046,0.0552710144778376,0.10787810926013,19.1876018099549,0.0484552608826933
60,"Before",554831.180247762,1287907,0.497097198902129,0.374052884342921,-5.14919320413218,0.0128458425660562
60,"Soon",319961.294155601,834567,0.104017409636388,0.202676312769419,115.195726290516,0.445566560268106
60,"After",539318.706678237,1249417,0.0306940650498634,0.0778276195424021,18.2072398190046,0.0509298074229453
61,"Before",1180056.86667572,1343537,0.477234020315598,0.372527122889535,-8.46610603602832,0.00432718941718274
61,"Soon",1028431.96041335,1259724,0.0755703810133292,0.149092186709259,102.95212484994,0.239881271302378
61,"After",1095668.39106274,1314620,0.0503917545265797,0.100307977281471,9.31266968325798,0.00299867268793557
62,"Before",414988.425425673,1270191,0.416017402093586,0.366855664458529,-5.91031332707248,0.00841663861068614
62,"Soon",470789.992452499,1228702,0.287531554658237,0.328468943963277,21.2347659063625,0.12465528168136
62,"After",517264.165937585,1248536,0.0937793489482879,0.149803781966529,-1.35438914027148,0.00031520407870279
63,"Before",686853.090405023,1292402,0.515119376334543,0.377824029407999,8.74242294886016,0.0195763454387521
63,"Soon",531370.133249126,1116026,0.134033860267804,0.237171115968448,169.72705882353,0.736976224408491
63,"After",692944.633722142,1272999,0.0435191565094391,0.0932076218537828,-0.186696832579063,7.58272924091647e-06
64,"Before",509664.029977541,1271337,0.452764689994353,0.369897489623706,-4.69627764022877,0.00328221129327198
64,"Soon",517789.926363364,1221101,0.385355178020593,0.361940664387624,-9.09018007202889,0.0114545328077387
64,"After",542570.568222476,1229750,0.177781632868737,0.237489166456803,-10.1572850678733,0.00723840983367129
65,"Before",1154642.33201468,1346716,0.577395987796346,0.371572991731939,-12.929394689661,0.0146604088699071
65,"Soon",1023442.4055547,1266629,0.119420325859392,0.210404433394384,65.4596398559424,0.172124214228276
65,"After",1093665.6639107,1314365,0.0622932561644847,0.11499297107421,-10.6496832579186,0.00477751815593661
66,"Before",1257998.18036162,1322754,0.548077972551825,0.369947249449056,1.74882609066841,0.00202314715666825
66,"Soon",975962.178288557,1179668,0.080272452520911,0.170464077467308,173.20393757503,0.567414819877661
66,"After",1159897.62883453,1304174,0.0366434873308066,0.0833181861424263,6.02886877828054,0.00517757073698721
67,"Before",1067708.49657097,1324451,0.535274127505538,0.375053771237823,-0.00832408435072526,1.78933298597942e-08
67,"Soon",801056.263895661,1111324,0.14792565442678,0.241475616265779,215.936230492197,0.802853761893625
67,"After",960297.340779109,1276827,0.0578369984350191,0.110804270680106,2.50398190045251,0.000609311456467239
68,"Before",1096363.32802033,1333573,0.500620756218488,0.372983366213633,-3.00149406642191,0.000999544246966953
68,"Soon",946544.886590544,1259642,0.0759856846684039,0.153887626504987,94.5139975990396,0.31208549463458
68,"After",1032401.12462554,1320116,0.0467414753664279,0.0956084559474163,-13.132036199095,0.0134512903357089
69,"Before",533433.006497788,1288003,0.508361637847924,0.375521316096636,-5.54866387774274,0.00741495069542583
69,"Soon",518715.6147774,1159095,0.1598286536546,0.25503383041592,108.011860744298,0.536868546974221
69,"After",612811.174409532,1266239,0.0537644386669098,0.105637564221823,15.7015384615385,0.0328122621877742
70,"Before",369919.394133346,1244491,0.473369332051491,0.368556934232123,-12.2793050456757,0.0346689829380451
70,"Soon",262895.424740263,877254,0.230376816529946,0.301644818682755,-94.3975990396158,0.429344848667472
70,"After",429008.518257117,1239879,0.0463183276233385,0.0978679116917598,-8.72850678733037,0.01932154856104
71,"Before",1191238.75555714,1333163,0.50548813856077,0.377220768923544,-7.07124562451966,0.0122419026606084
71,"Soon",1014173.96184889,1263020,0.0760417411732087,0.155830860184257,70.7404561824729,0.233391734094314
71,"After",1099129.87558537,1319043,0.0475483269347538,0.0976284845644115,-7.73330316742077,0.0044418824467135
72,"Before",384029.992549778,1265309,0.504677069206663,0.374967122715759,6.4521044992743,0.0172050051752934
72,"Soon",178707.922657189,601888,0.154311093199707,0.254855024652276,-85.36,0.325678813351815
72,"After",420446.405552959,1224999,0.0335234157447132,0.0821055574490527,-18.4298642533936,0.0750185831169227
73,"Before",665374.031533855,1301834,0.485774883520812,0.375524349742387,-2.63647229573981,0.004473110480173
73,"Soon",497920.906135296,1114500,0.170997003788978,0.267421485551145,133.340792316927,0.767886777653025
73,"After",654651.66604265,1271195,0.0465047791204623,0.0965631910676303,5.08108597285072,0.00559920367050153
74,"Before",998085.399738985,1300598,0.462927030252904,0.371886929359192,0.22052420387599,6.73201125068855e-06
74,"Soon",879872.548676346,1269780,0.170556014026803,0.251743926701179,29.872268907563,0.0938479987100818
74,"After",972504.200494172,1304147,0.0801216887997178,0.134389352148322,-8.02479638009048,0.00548656567492639
75,"Before",701834.280329675,1297232,0.504099427424543,0.374210546395194,2.64227781097926,0.00110876461994581
75,"Soon",578517.074681231,1126240,0.112434771100393,0.205775712640497,161.861128451381,0.603028831084971
75,"After",706563.596783182,1271026,0.0488811892420017,0.100173647011115,1.22506787330331,0.000224152864006985
76,"Before",623028.436491205,1286140,0.493787498858565,0.37489883553645,18.2265858447878,0.0442018122718082
76,"Soon",340626.113501352,780831,0.0827269585269234,0.170433825164592,216.040096038416,0.694427931385578
76,"After",573841.930033187,1253181,0.0381385369834438,0.088112280208358,-11.7939366515837,0.0207173151855797
77,"Before",821579.806973138,1296655,0.512092137526865,0.371257465582359,-5.23969094168873,0.0116080543715804
77,"Soon",615737.230685428,1143792,0.117558993050207,0.213808291993126,158.933205282113,0.701768442817765
77,"After",756431.865255023,1281432,0.043590330065594,0.0942989178485089,-7.85158371040727,0.0189526603228792
78,"Before",981684.149913665,1315867,0.519237672364537,0.374601979665952,1.08695466575604,0.000278170653764959
78,"Soon",831589.977897073,1221197,0.0855654732593978,0.176986515424705,118.496662665066,0.486133613833808
78,"After",936563.844072152,1299608,0.0438016958862499,0.0925091111884228,4.81746606334849,0.00267968594372267
79,"Before",346636.860755421,1235704,0.499082986862693,0.375237353841494,-19.146760010245,0.0709645115064512
79,"Soon",221852.649403768,745581,0.187647171473288,0.280681836358177,-118.069963985594,0.712513800587397
79,"After",417065.336928816,1215309,0.0374605595230717,0.0869814859791269,-8.70914027149315,0.0100304201434648
80,"Before",1219066.04092358,1349728,0.43734674842672,0.368324899566864,-6.71459062580038,0.00557563802390898
80,"Soon",1066278.5936583,1233913,0.0812011219031679,0.158602508859377,101.099783913565,0.338746838470179
80,"After",1136284.04370213,1306881,0.0472577508364251,0.0973675610322451,2.88923076923092,0.000819970393009632
81,"Before",1161382.48422516,1351839,0.557029746673225,0.37060653085375,0.370144284128729,9.60706266529358e-06
81,"Soon",963368.957972828,1186454,0.0782133091904088,0.155809645832732,186.890948379352,0.429952284107829
81,"After",1092421.64046511,1322794,0.0484649738886495,0.0988322591352172,4.28968325791852,0.0016600601208446
82,"Before",569701.46426245,1294572,0.517785207222442,0.371239558707066,0.225817467770745,2.72636376737371e-05
82,"Soon",569038.024460123,1249785,0.381305973404299,0.359006427778785,9.89575030012013,0.0363436496089264
82,"After",650565.764984472,1264738,0.125519310295292,0.181749656634462,-15.6905882352941,0.0396364345164835
83,"Before",560010.47648846,1298066,0.506483626744992,0.372432545086306,0.251088534107373,2.36307934213948e-05
83,"Soon",584429.302893517,1184326,0.123680585385636,0.218135106391762,113.495222088836,0.555313259859369
83,"After",690812.382091865,1279380,0.0506679803568357,0.102691937103288,2.8850678733031,0.0011619543416186
84,"Before",1187562.67164897,1344021,0.538455482960805,0.370632501355386,-7.37945018355672,0.00529736211380596
84,"Soon",1081680.83957316,1291831,0.168921248218571,0.249549554396181,3.30703481392555,0.000459145136434664
84,"After",1131775.68552347,1326958,0.0894265679539121,0.144442696572357,10.4150226244345,0.00435591807538059
85,"Before",938536.536261411,1321918,0.554089369354311,0.376238097715011,11.5733800051226,0.0267892118274258
85,"Soon",736577.947101503,1218367,0.206806251619047,0.289152019237257,68.8784153661466,0.382262613648471
85,"After",861440.092567436,1288942,0.0701505752216286,0.125572943962106,-6.02723981900455,0.005827651532839
86,"Before",629165.094370635,1277162,0.475911167830633,0.371856978962631,-27.1085972850679,0.0878517506124573
86,"Soon",571401.312152727,1189907,0.187776652794502,0.273136478038935,81.6885954381753,0.488839822671336
86,"After",669458.764678693,1260198,0.0619763916086919,0.11582174988285,-7.95610859728495,0.00883878293231364
87,"Before",985860.571869651,1307425,0.502159596591568,0.375065856713106,4.60987791342948,0.00317998982779773
87,"Soon",773607.093985607,1178356,0.0804415601604866,0.16675400882695,157.897238895558,0.56102625424178
87,"After",894829.841951291,1287651,0.0415339465396342,0.0907193475027968,7.11022624434397,0.00594318174867556
88,"Before",355999.964807775,1232186,0.564710859726833,0.368702013461,-8.51891061214036,0.0128329298607683
88,"Soon",191999.758423995,653240,0.286766946581781,0.3359908009342,-156.115918367347,0.742295488438259
88,"After",401349.455451759,1196404,0.0477339681087375,0.10039277281443,16.6780995475114,0.0327904697656884
89,"Before",713582.85126294,1297202,0.500192680110833,0.371772845054857,2.50089643985314,0.000913857519819077
89,"Soon",552853.946366608,1070455,0.113546597158968,0.202362642596338,224.946602641057,0.767820107454961
89,"After",687161.283766037,1274089,0.0510245710543583,0.102896446247366,-12.947330316742,0.02846469544835
90,"Before",1069535.49712207,1319518,0.455123737086989,0.371947682911461,4.5708187483992,0.00410852505303234
90,"Soon",982715.047109681,1283898,0.245669055012818,0.30459217437087,-2.53416566626655,0.00116230173235981
90,"After",1039956.55637927,1306084,0.116894227968036,0.173665232543228,-5.33411764705877,0.00266994332569005
91,"Before",1172785.77073695,1356586,0.425833117999385,0.36187483232534,-0.912490395287226,0.0001046943327292
91,"Soon",1033429.45655161,1284201,0.0689968082854376,0.139374987642747,35.518031212485,0.076873358392041
