"","time","MR_mean_summ","MR_sd_summ","maladaptation_time"
"1",1,0.746304173978663,0.385594962779716,0
"2",2,0.746797885138841,0.35368844223072,1
"3",3,0.76615465634005,0.366806051772025,0
"4",4,0.762333321628191,0.35234239145807,1
"5",5,0.769071527364306,0.323593205026596,1
"6",6,0.772492934379372,0.311512436833974,1
"7",7,0.780730570975661,0.334223078897382,0
"8",8,0.780208817343435,0.343609450161561,1
"9",9,0.75618199283366,0.357023342933487,1
"10",10,0.708221605926327,0.385633300033979,0
"11",11,0.707264733690378,0.365222139405564,0
"12",12,0.732028912370681,0.351867446109481,1
"13",13,0.763249729023024,0.335379694941132,0
"14",14,0.729923506048998,0.346500946982702,0
"15",15,0.723994868078695,0.357252302603025,0
"16",16,0.731046195596225,0.362941192535582,0
"17",17,0.725121405980757,0.354408391380338,0
"18",18,0.740243482209884,0.361352374683355,1
"19",19,0.759260926153241,0.357199961676985,1
"20",20,0.791625564349393,0.342385263495383,0
"21",21,0.800648520791097,0.34630338734782,0
"22",22,0.785800947547466,0.324794569928375,1
"23",23,0.756777556866051,0.354663195337785,0
"24",24,0.727609580553036,0.351970186231832,1
"25",25,0.698280898857196,0.380338120696792,1
"26",26,0.715648438546087,0.367345969939618,1
"27",27,0.718404227783143,0.340367711129752,1
"28",28,0.737322324195772,0.334534356022104,1
"29",29,0.69518990486052,0.370892371636479,1
"30",30,0.730619678660697,0.339350179291644,1
"31",31,0.705180466683268,0.344586289759019,1
"32",32,0.77249143625924,0.316093307511397,0
"33",33,0.773370479107004,0.3304636642871,1
"34",34,0.770457981380402,0.332032873239107,1
"35",35,0.771157424942435,0.345182472068034,0
"36",36,0.785890552430384,0.333895659503353,1
"37",37,0.793980930126987,0.330397207476138,0
"38",38,0.762485761565274,0.321380223356617,0
"39",39,0.774399860620085,0.320789847614939,1
"40",40,0.774007387055633,0.336276408254418,0
"41",41,0.801233209624317,0.319525560715628,0
"42",42,0.794309934865697,0.321254742545428,0
"43",43,0.790306700293056,0.33332489314312,1
"44",44,0.751541221140378,0.32667225547206,1
"45",45,0.771957690139761,0.319005581245864,0
"46",46,0.723818298989227,0.346803000088818,1
"47",47,0.661793921223038,0.367515400787082,1
"48",48,0.615981284207833,0.405052950640084,0
"49",49,0.713199890439593,0.360504516378539,0
"50",50,0.737502171494765,0.348670475713314,0
"51",51,0.741943502849556,0.342488128654377,0
"52",52,0.694437287598349,0.354573586420332,1
"53",53,0.672014227204049,0.356230504713845,0
"54",54,0.735607246382879,0.33741594987657,1
"55",55,0.76019173797779,0.326900565197725,0
"56",56,0.659305239881219,0.380547978042271,0
"57",57,0.65203730606123,0.360624728406757,1
"58",58,0.682780557909284,0.365660965456026,0
"59",59,0.688321298970036,0.369216218319897,1
"60",60,0.709875861704214,0.360366909963222,1
"61",61,0.719230964611459,0.33872936335733,1
"62",62,0.733562322673335,0.346568881634542,1
"63",63,0.716299174604091,0.362703542017353,0
"64",64,0.703011169465097,0.336007927037233,1
"65",65,0.69701859893213,0.355286407507572,1
"66",66,0.721086027348326,0.355040750675504,0
"67",67,0.738003849837302,0.338209809565935,0
"68",68,0.740732116453871,0.343708016617374,0
"69",69,0.710137409604385,0.36127164966293,0
"70",70,0.65250553667315,0.361553820569188,1
"71",71,0.602835849850948,0.3803810192431,0
"72",72,0.644602224618321,0.372788954614384,1
"73",73,0.632739850263065,0.357066695517929,1
"74",74,0.653070868011396,0.362594371652633,0
"75",75,0.6471486893658,0.352430473829625,1
"76",76,0.687057780782921,0.332343015232135,0
"77",77,0.682774627964314,0.346868817920793,0
"78",78,0.705990044521622,0.342278725116724,1
"79",79,0.718210558989039,0.324732250110284,1
"80",80,0.694140157071074,0.344826674946877,0
"81",81,0.675120144629715,0.36240902641751,0
"82",82,0.637299684079241,0.353353598230673,0
"83",83,0.681692269279013,0.361353137563976,1
"84",84,0.648254474437836,0.358845143152805,1
"85",85,0.668301836786755,0.357279214881707,1
"86",86,0.688934474295315,0.362507570431465,0
"87",87,0.684277265204489,0.357358829838454,1
"88",88,0.65019387576926,0.364790466087701,1
"89",89,0.659093926556809,0.358948648960531,1
"90",90,0.656652815242825,0.338889558295218,1
"91",91,0.687895491543363,0.343963311534381,0
"92",92,0.67854539763038,0.359734017440476,0
"93",93,0.711331279216877,0.349256892475194,0
"94",94,0.695490160068235,0.338845001616281,1
"95",95,0.67155971058131,0.342740632022834,1
"96",96,0.696532796551729,0.340558253095705,0
"97",97,0.70899496657943,0.329862300909118,1
"98",98,0.694769753539768,0.330248859743479,0
"99",99,0.726286416682754,0.325127391857184,0
"100",100,0.681904515157876,0.326645418382646,1
"101",101,0.652243359873413,0.345147805022765,1
"102",102,0.647382719462974,0.358250476827391,0
"103",103,0.644982242307322,0.341553343643324,1
"104",104,0.673076162671013,0.327199553309388,0
"105",105,0.677080166347254,0.335439822130813,1
"106",106,0.64402561983534,0.359998791997474,0
"107",107,0.640077016900052,0.342172695873573,1
"108",108,0.681848239021343,0.345736007868668,0
"109",109,0.669866988326825,0.344554996970834,0
"110",110,0.674868497322731,0.333386053504689,1
"111",111,0.686377953803381,0.333548839488306,1
"112",112,0.650068744324994,0.350757223912409,0
"113",113,0.671679808342776,0.350431779221769,0
"114",114,0.671512336743901,0.340915014941061,1
"115",115,0.617660174189133,0.363280064118234,0
"116",116,0.644127161043308,0.357618150119857,0
"117",117,0.639840851067919,0.336465144341451,1
"118",118,0.664124056674679,0.338092914428089,1
"119",119,0.684337859937018,0.330575527711956,1
"120",120,0.665118811615026,0.353687225332228,0
"121",121,0.651079084168692,0.360101078280512,1
"122",122,0.66932955456586,0.353552328810122,0
"123",123,0.666847661403485,0.354038375310866,1
"124",124,0.687247909904965,0.340717939186258,1
"125",125,0.675251091442324,0.32399400298261,1
"126",126,0.68512584025675,0.337945975556029,0
"127",127,0.694981470220412,0.339887498569526,0
"128",128,0.705959440122566,0.331110577063658,0
"129",129,0.692130570216928,0.327579150269235,1
"130",130,0.689345035401627,0.336906713909444,1
"131",131,0.686657416291463,0.340265857050712,0
"132",132,0.661755391018076,0.337388802183159,0
"133",133,0.70619680124684,0.324916659766265,0
"134",134,0.678191116803802,0.344832782542863,0
"135",135,0.64428045552951,0.334502171262664,1
"136",136,0.672246732963588,0.322367818282617,1
"137",137,0.687628623021557,0.32353301033761,0
"138",138,0.63696290890072,0.35370030650728,0
"139",139,0.659875859372246,0.348611891732339,0
"140",140,0.659292166611806,0.348399798627059,0
"141",141,0.658313213133289,0.352248620462014,0
"142",142,0.665412029201674,0.342265601087847,1
"143",143,0.631310118144043,0.336453604475833,1
"144",144,0.644976058520815,0.326125627036146,0
"145",145,0.634523280000966,0.322682518559366,1
"146",146,0.620146038666054,0.339258546170239,0
"147",147,0.616994251580897,0.3248789907668,1
"148",148,0.616538881680401,0.336674172550305,0
"149",149,0.648592345814307,0.327274904360323,0
"150",150,0.630914540259325,0.344474499858708,0
"151",151,0.621309732389059,0.340423141162485,1
"152",152,0.649701675063227,0.3318535526133,0
"153",153,0.676560776689338,0.318289365255792,1
"154",154,0.614736697479773,0.34954524841148,0
"155",155,0.617402270957878,0.334588649794071,1
"156",156,0.637957577366682,0.324162999997277,1
"157",157,0.641875656756608,0.327495696609187,1
"158",158,0.629703925494686,0.329567892771738,0
"159",159,0.625044405278309,0.320558582249815,0
"160",160,0.645234765568218,0.32474351118677,1
"161",161,0.580882394420249,0.331164399432213,1
"162",162,0.618972570036982,0.324931113462558,1
"163",163,0.623729068900592,0.308605566970629,1
"164",164,0.625716474803665,0.319787168182691,0
"165",165,0.618096498322327,0.314793529987029,1
"166",166,0.634889156179825,0.324931387550071,0
"167",167,0.651487252215451,0.316698972657218,1
"168",168,0.639289103889921,0.316401626407139,1
"169",169,0.63636970794531,0.346384680849183,0
"170",170,0.593454220537524,0.350408143521212,0
"171",171,0.584263161602297,0.346128489873372,0
"172",172,0.61023073776581,0.338140455259696,0
"173",173,0.571148433562952,0.349374973515777,0
"174",174,0.584978137369292,0.336833799297479,1
"175",175,0.619415732277927,0.330877786036383,0
"176",176,0.599535722958247,0.325243113804641,1
"177",177,0.604424606589163,0.332461150972787,1
"178",178,0.607361076071797,0.321828909789515,1
"179",179,0.653012107168149,0.322672058320309,0
"180",180,0.636677637773319,0.324241278372486,0
"181",181,0.59972753995536,0.336328364561239,1
"182",182,0.580578397217975,0.329121982911847,1
"183",183,0.562888733819411,0.324068114770468,1
"184",184,0.591327467995621,0.311986991442607,0
"185",185,0.585363797999497,0.318362045581579,1
"186",186,0.57911604786916,0.308801314712941,1
"187",187,0.578443878806986,0.310150824393444,1
"188",188,0.584872040175763,0.307372556748479,1
"189",189,0.556231419483701,0.324011745364262,0
"190",190,0.591005453531044,0.337932468693938,0
"191",191,0.584824503335767,0.318323477211485,1
"192",192,0.614922781854908,0.307655684173462,0
"193",193,0.577624906286975,0.317385278107574,0
"194",194,0.55283387443482,0.321140313798413,1
"195",195,0.588342771734894,0.328881671060254,0
"196",196,0.585792373432412,0.322737707114173,1
"197",197,0.579177741482153,0.313710866265194,1
"198",198,0.577734643084658,0.322456335181533,0
"199",199,0.516869329372335,0.339013568166337,0
"200",200,0.547492126565711,0.330061055289641,0
"201",201,0.569004084937265,0.323198932794558,0
"202",202,0.5615646718611,0.343149248987985,0
"203",203,0.577992513152857,0.329687079852088,1
"204",204,0.615105103054407,0.318712327029434,0
"205",205,0.601512360906336,0.307740255798248,0
"206",206,0.567286053483252,0.341457527815998,0
"207",207,0.579126834692474,0.32398789531588,1
"208",208,0.547179850105914,0.337714619517264,1
"209",209,0.542266938360271,0.34207489428704,0
"210",210,0.566018043293465,0.314744823356462,1
"211",211,0.598615879274579,0.314076820141922,0
"212",212,0.583761244258782,0.332052179226801,0
"213",213,0.587112341079931,0.32064634394689,1
"214",214,0.559068137549075,0.332397807855111,0
"215",215,0.611970144175016,0.318602952082835,0
"216",216,0.584837728790457,0.325309519806693,1
"217",217,0.565431667807886,0.31560202794666,1
"218",218,0.560901657335487,0.322620302852957,1
"219",219,0.574399117213855,0.315856102383611,0
"220",220,0.551267644177973,0.33106000159718,1
"221",221,0.570797340392662,0.314419998814651,1
"222",222,0.513775657011182,0.335220032927672,0
"223",223,0.531061944844171,0.32538128832515,1
"224",224,0.503113803238889,0.329954984943014,0
"225",225,0.541805889082112,0.312577052754782,1
"226",226,0.537677121469726,0.313015618129201,1
"227",227,0.549441234996227,0.308742068112385,0
"228",228,0.531082804039043,0.316612018128526,0
"229",229,0.538114490671119,0.31279393885693,1
"230",230,0.565126628922643,0.316203484078169,0
"231",231,0.561928052338471,0.307523771919207,0
"232",232,0.547396718969506,0.314403774630867,0
"233",233,0.561363432375215,0.308481657715816,1
"234",234,0.576620923052176,0.320738953169261,0
"235",235,0.54113159631267,0.326079272348146,0
"236",236,0.53443716228813,0.329861312542738,0
"237",237,0.533069717506474,0.32008173608903,1
"238",238,0.557773508859941,0.338812291105517,0
"239",239,0.554543056641087,0.331530343189083,0
"240",240,0.525833162556822,0.315018956367609,1
"241",241,0.536781941145479,0.31089076942106,0
"242",242,0.521558633839979,0.316643724647192,1
"243",243,0.517548715916998,0.318050622787236,1
"244",244,0.504857381348041,0.31402163918519,1
"245",245,0.509479136116902,0.312396033245309,1
"246",246,0.5225555182971,0.31167066074722,1
"247",247,0.500642541115033,0.324397891317206,0
"248",248,0.509745267026656,0.306248344311863,1
"249",249,0.502433107256706,0.318184866016981,0
